cliente_id,loja_nome,n,valor
118,Café Cultura,2,48.0
118,Cartes - Cozinha do Mundo,1,69.23
118,Claro,1,8128.0
118,HOT DOG DUPIRU,1,54.0
118,Kalunga,1,6.0
118,Kopenhagen,1,159.8
118,Madero,1,73.0
118,Riviera Café,1,13.5
151,Burger King,1,130.2
151,Estação Choperia,1,29.9
151,GNC Cinemas,1,23.0
151,Kalunga,1,12.9
151,Livrarias Catarinense,1,69.9
151,Lojas Americanas,1,8.88
151,Mamma Mia Express,3,94.0
151,McDonald's,2,91.5
151,Subway,1,5.0
160,Atacadão,9,269.19
160,Chiquinho Sorvetes,1,30.0
160,Cobasi,1,8.08
160,Lojas Americanas,1,24.95
160,Panvel Farmácias,1,51.35
160,Pittol,1,79.0
164,Avatim,2,247.0
164,Estacionamento - Nações Shopping,1,16.0
164,Kopenhagen,2,125.4
164,Panvel Farmácias,1,280.51
164,RITMI STUDIO,1,455.62
164,Uebel Make Up,1,199.7
168,Boali,1,29.61
168,Docejo,1,16.0
168,Giraffas,1,32.0
168,Madero,1,74.14
168,Outback Steakhouse,7,911.47
169,Café Cultura,1,45.0
169,Cartes - Cozinha do Mundo,1,45.1
169,Cobasi,2,156.22
169,Griletto,2,55.41
169,HOT DOG DUPIRU,1,26.0
169,Kalunga,1,17.4
169,Kopenhagen,1,16.4
169,Spoleto,2,84.07
169,Tomato,1,44.01
170,Cassol Centerlar,2,525.6
170,Lupo,1,295.5
170,Renner,1,359.8
174,Kalunga,1,35.42
174,Tech Smart,2,280.0
177,Americanas,1,69.64
195,Bacio di Latte,1,34.95
195,Brooksfield,1,1759.92
195,Café Cultura,2,36.0
195,Cobasi,3,474.51
195,Decathlon,1,9.98
195,Gamelas & Panella's,1,44.91
195,HOT DOG DUPIRU,1,46.0
195,Lojas Americanas,1,499.99
195,Mini Kalzone,1,20.0
195,Nike Unite,2,390.99
195,Spoleto,1,66.0
195,Tomato,1,108.0
235,Renner,2,719.6
241,Granado,1,836.0
241,John John Denim,1,1473.0
241,Livrarias Catarinense,1,324.7
241,Miniso,1,127.93
241,Youcom,1,128.0
249,Atacadão,1,15.9
251,Cinépolis,1,107.0
259,Avatim,2,216.0
259,Cacau Show,3,357.67
259,Camicado,1,49.99
259,Me.Linda,3,240.0
259,Renner,2,399.4
269,Brasil Cacau,1,25.95
269,Lojas Americanas,1,28.96
269,McDonald's,2,87.8
272,Lojas Americanas,1,24.74
272,Pittol,2,437.0
277,Chiquinho Sorvetes,1,36.0
277,Cobasi,1,246.8
285,Camicado,1,704.93
295,Camarão Express,2,249.7
295,Griletto,1,121.8
295,McDonald's,3,241.8
295,Natureza Bistrô,1,30.0
295,St.Chicken,1,42.0
295,Subway,1,94.5
295,Via Pian Food,1,38.99
295,z Kfc,1,67.9
349,BEAGLE,1,139.98
349,Beagle,1,149.99
349,Burger King,1,85.8
349,Centauro,2,159.98
349,Chiquinho Sorvetes,2,20.0
349,Cobasi,2,241.74
349,Livrarias Catarinense,2,116.7
349,Lojas Americanas,1,66.0
349,Mini Kalzone,1,76.5
349,Mr. Cheff,3,212.99
349,Norte Shopping - Estacionamento,4,45.01
349,Panvel Farmácias,1,1015.0
349,Paquetá,1,399.99
349,Polo Wear,1,229.98
349,Sinhá Benta,2,155.0
349,Subway,1,78.0
360,Chiquinho Sorvetes,1,39.0
360,Havan,1,532.79
360,Kalunga,1,37.9
360,MB Acessórios,1,110.0
365,Atacadão,5,278.35
365,Beagle,1,644.97
365,Livrarias Catarinense,1,89.5
365,Lojas Americanas,1,16.9
365,Motorola,1,3999.0
365,Panvel Farmácias,1,9.99
375,Burger King,7,484.8
375,Cacau Show,2,18.97
375,Casa Bauducco,1,31.0
375,Feng Cheng,2,183.43
375,Havan,1,109.96
375,KFC,1,109.7
375,Lindt,1,181.05
375,Livrarias Curitiba,1,34.9
375,McDonald's,5,225.2
375,Sakae,1,16.0
375,Tok & Stok,1,63.8
395,Kalunga,1,14.1
395,Natura,1,78.82
395,Nike Unite,1,379.99
395,Renner,2,139.8
395,Vicio DiPrata,1,232.9
457,Centauro,1,399.99
457,Jah Açaí,1,63.96
457,Mc Donalds,1,53.8
457,Pittol,1,69.98
506,Americanas,7,136.78
506,Burger King,1,222.4
506,Casa Maria,4,197.88
506,Cobasi,2,83.69
506,Dez Pastéis,1,9.5
506,McDonald's,1,33.8
506,Mini Kalzone,3,59.6
506,Panvel Farmácias,5,566.98
506,Renner,4,661.04
506,Tabacaria El Patrono,1,26.25
506,z Kfc,1,34.9
568,Café Cultura,14,302.5
568,Chiquinho Sorvetes,1,33.0
568,GNC Cinemas,1,26.0
568,Gondolier,3,194.0
568,Havan,1,34.97
568,Kalunga,3,78.9
568,Livrarias Catarinense,1,47.1
568,Lojas Americanas,3,185.76
568,Mamma Mia Express,2,58.0
568,McDonald's,2,92.2
568,Me.Linda,1,49.0
568,Milky Moo,1,28.0
568,Mini Kalzone,4,85.0
568,Natura,1,10.0
568,Panvel Farmácias,1,249.9
568,Ri Happy,1,99.98
568,Tech Smart,1,449.8
611,C&A,1,179.99
611,Renner,1,179.9
611,Sephora,4,1622.94
617,Cacau Show,3,78.93
617,Chuá Brand,1,489.9
617,Havaianas,1,12.99
617,Havan,1,49.99
617,Kalunga,1,2.99
617,Lindt,1,42.79
617,O Boticário,1,1275.0
617,Riachuelo,1,79.98
617,Youcom,1,69.9
666,Outback Steakhouse,1,79.7
725,Bacio di Latte,1,19.76
725,Burger King,1,25.9
725,C&A,1,99.99
725,Café Cultura,2,28.0
725,Carioca Calçados,1,199.98
725,Casa Maria,1,81.96
725,Centauro,2,169.98
725,Clifield,1,149.9
725,Cobasi,3,91.33
725,Docejo,3,110.0
725,Giraffas,4,171.0
725,IDéli oui,1,79.0
725,Kalunga,7,165.37
725,Leo Cosméticos,2,57.9
725,Lojas Americanas,9,362.75
725,Lupo,1,58.6
725,Me.Linda,1,56.0
725,Natura,1,52.11
725,Nike Unite,1,329.99
725,Ophicina,1,103.9
725,Panvel Farmácias,4,354.96
725,Pernambucanas,1,89.97
725,Renner,2,225.4
725,Ri Happy Baby,2,219.98
725,Riachuelo,2,379.86
736,Cinépolis,1,32.0
736,Feng Cheng,1,162.83
736,Kalunga,1,235.6
736,Lindt,4,36.62
736,Renner,1,119.8
736,Riachuelo,1,59.99
736,Youcom,1,69.9
740,Camarão Express,1,87.0
740,Estação Choperia,2,274.0
740,General Lyy,1,900.0
740,Kfc,3,218.3
740,Mamma Mia Express,1,177.0
752,Burger King,10,465.0
752,Camarão Express,1,34.0
752,Due Sapori,1,45.0
752,Estação Choperia,2,60.9
752,Feng Cheng,2,185.48
752,Gondolier,5,304.0
752,Havan,2,594.87
752,Kfc,9,530.53
752,Lindt,1,189.96
752,Mamma Mia Express,7,451.0
752,McDonald's,2,62.9
752,Mini Kalzone,10,252.2
752,Panvel Farmácias,1,47.57
752,Riachuelo,1,119.98
769,Balneário Shopping - Estacionamento,1,45.0
769,Bottero,1,769.9
769,C&A,1,1049.91
769,Lojas Americanas,1,146.86
769,Lupo,1,375.0
769,Miniso,2,175.97
769,Natura,1,264.5
769,Renner,9,3193.7
769,Sephora,1,126.65
769,Sinhá Benta,1,90.9
769,Studio Z,2,161.98
769,Superlegal Brinquedos,2,178.99
770,Lojas Americanas,3,92.76
770,Riachuelo,1,179.0
770,Superlegal Brinquedos,1,119.0
770,World Tennis,1,40.0
901,Ardrak Ginger,1,131.5
901,Centauro,1,449.99
901,Purpurata,1,175.0
986,Americanas,6,284.41
986,C&A,2,71.98
986,Estacionamento - Nações Shopping,3,42.0
986,Pittol,1,49.0
1010,Jah Açaí,2,19.18
1010,Pratafina,1,110.0
1010,World Tennis,1,999.98
1138,Renner,1,365.4
1176,Leo Cosméticos,1,30.0
1176,Mr. Cheff,1,57.98
1176,Senhora Farinha,1,40.47
1176,Subway,1,6.36
1213,C&A,1,79.99
1213,Carioca Calçados,1,99.99
1213,Giraffas,2,80.9
1213,Leo Cosméticos,1,31.0
1213,McDonald's,1,20.9
1213,Panvel Farmácias,1,33.99
1213,Pop Me,1,249.8
1224,BelShop,1,84.98
1224,Kings,1,1299.0
1224,Renner,2,299.8
1303,C&A,1,349.97
1303,Centauro,1,59.0
1303,JAH Açaí,1,68.54
1303,Mini Kalzone,1,31.0
1303,Panvel Farmácias,1,20.99
1303,Renner,2,479.4
1318,C&A,1,529.95
1318,Centauro,2,151.38
1318,Renner,1,319.0
1318,Studio Z,1,149.99
1391,Centauro,2,119.98
1391,Live!,2,1139.72
1391,Mini Kalzone,1,9.0
1449,Renner,1,519.5
1470,Burger King,4,263.1
1470,Camarão Express,1,50.9
1470,McDonald's,4,224.2
1470,z Kfc,3,230.4
1559,C&A,2,779.9
1603,Cacau Show,1,62.0
1603,Centauro,1,99.99
1753,Mini Kalzone,1,88.7
1770,Balneário Shopping - Estacionamento,1,40.0
1770,Bob's,1,35.0
1770,Burger King,2,52.3
1770,Café Cultura,2,34.5
1770,Casa Bauducco,1,57.0
1770,KFC,1,79.6
1770,McDonald's,1,76.0
1770,Panvel Farmácias,1,34.03
1770,Pratafina,1,60.0
1770,Renner,4,492.3
1822,Natura,1,129.22
1822,Outback Steakhouse,1,320.0
1822,Renner,1,179.9
1822,Sephora,1,179.0
1822,Youcom,1,152.91
1934,Atacadão,1,100.33
1934,Divino Fogão,1,22.0
1934,Gondolier,2,74.0
1934,Havan,2,54.94
1934,Jah Açaí,1,10.94
1934,Kalunga,1,28.9
1934,Lojas Americanas,4,352.31
1934,Mamma Mia Express,1,26.0
1934,Mini Kalzone,2,29.8
1934,Portus Padaria Artesanal,1,52.0
1934,Renner,3,329.4
1934,Riachuelo,1,39.99
2035,CANTINA MATTERELLO RESTAURANTE E PASTELARIA,1,55.0
2035,Havan,1,150.0
2035,KFC,2,153.7
2035,McDonald's,1,20.0
2035,Mini Kalzone,1,39.0
2035,Pratafina,1,225.0
2035,Renner,1,349.6
2038,Chiquinho Sorvetes,1,45.0
2038,Havan,1,437.93
2038,Mc Donalds,1,55.7
2038,Renner,2,959.3
2040,Bonna Panquecas e Massas,1,38.0
2040,C&A,1,49.0
2040,Giraffa's,2,63.9
2040,Livrarias Catarinense,2,147.9
2040,Renner,1,219.8
2040,Riachuelo,1,49.99
2040,Studio Z,1,99.99
2082,A Fabulosa,1,19.99
2082,Bob's,1,40.8
2082,Burger King,1,40.9
2082,Mr. Cheff,1,7.0
2090,Cacau Show,2,39.95
2090,McDonald's,1,1.0
2090,Mini Kalzone,1,10.0
2090,Panvel Farmácias,2,57.99
2090,St. Chicken,1,76.4
