loja_nome,segmento,shopping,valor,cupons
.,Beleza e Bem-estar,Balneário Shopping,353013.85,675
.,Beleza e Bem-estar,Continente Shopping,1000.0,3
.,Calçados,Balneário Shopping,868098.62,899
.,Calçados,Garten Shopping,288633.0,526
.,Gastronomia,Continente Shopping,3337.4,69
.,Gastronomia,Neumarkt Shopping,8974.65,30
10 Pastéis,Gastronomia,Balneário Shopping,8663.08,182
10 Pastéis Joinville,Gastronomia,Garten Shopping,3094.25,92
A Fabulosa,Presentes e Acessórios,Norte Shopping,24209.719999999998,411
ADCOS,Beleza e Bem-estar,Continente Shopping,87048.18000000001,167
ADCOS,Beleza e Bem-estar,Garten Shopping,47102.21,131
AJFans Garten Shopping (Ação especial),Promocional,Garten Shopping,500.0,1
AJFans Nações Shopping (Ação especial),Telefonia,Nações Shopping,1000.0,1
AJFans Neumarkt,Promocional,Neumarkt Shopping,500.0,1
ALLMINI,Presentes e Acessórios,Norte Shopping,33293.72,316
Acium,Joalheria,Neumarkt Shopping,23284.88,85
Acium,Presentes e Acessórios,Balneário Shopping,17393.4,55
Acium,Presentes e Acessórios,Garten Shopping,21913.0,62
Acium,Presentes e Acessórios,Norte Shopping,16875.13,47
Acuo,Moda,Nações Shopping,23805.34,71
Acuvue Lentes,Ótica,Balneário Shopping,6120.37,14
Adcos,Beleza e Bem-estar,Balneário Shopping,100714.45,256
Adcos,Beleza e Bem-estar,Nações Shopping,8175.11,18
Adcos,Beleza e Bem-estar,Neumarkt Shopping,70058.5,206
Adidas,Esportes,Balneário Shopping,312176.16000000003,555
Adidas,Esportes,Neumarkt Shopping,342663.83,704
Adidas,Moda,Balneário Shopping,199.99,1
Adidas Originals,Moda,Balneário Shopping,261067.87,420
Alison Salles Hair Stylist,Salão de Beleza | Barbearia,Neumarkt Shopping,23860.95,109
Altenburg,Casa e Decoração,Balneário Shopping,216245.87,217
Altenburg,Casa e Decoração,Continente Shopping,106346.09,100
Anacapri,Calçados Femininos,Garten Shopping,79996.4,350
Anacapri,Lazer,Continente Shopping,79907.89,307
Animale,Moda Feminina,Balneário Shopping,157472.49,122
Anjos Colchões & Sofás,Casa e Decoração,Neumarkt Shopping,58529.0,16
Anselmi,Moda Feminina,Balneário Shopping,226874.1,144
Aramis,Moda,Balneário Shopping,149386.91999999998,145
Aramis,Moda,Nações Shopping,9548.94,10
Aramis,Moda,Neumarkt Shopping,168959.57,186
Aramis Menswear,Moda,Garten Shopping,172466.17,171
Arezzo,Calçados,Continente Shopping,299543.31,693
Arezzo,Calçados,Garten Shopping,142991.13999999998,313
Arezzo,Calçados,Nações Shopping,27284.31,74
Arezzo,Calçados,Neumarkt Shopping,296053.83999999997,677
Arezzo,Calçados,Norte Shopping,54625.95,141
Arezzo,Calçados Femininos,Balneário Shopping,507048.75,1048
Arquipélago  Sushi,Gastronomia,Continente Shopping,36404.57,97
Arranjos Express,Serviços,Garten Shopping,2760.0,15
Artwalk,Calçados,Balneário Shopping,133231.21,139
Atacadão,Supermercado,Norte Shopping,371525.66,1910
Audithorium,Moda,Balneário Shopping,198018.2,363
Audithorium,Moda,Garten Shopping,162941.43,376
Audithorium Menswear,Moda,Continente Shopping,86874.4,191
Authentic Feet,Moda,Neumarkt Shopping,46104.11,76
Avatim,Beleza e Bem-estar,Nações Shopping,24644.9,132
Avatim,Beleza e Bem-estar,Neumarkt Shopping,397592.77,2070
Avatim,Beleza e Bem-estar,Norte Shopping,139092.13,810
Avatim Cheiros Da Terra,Presentes e Acessórios,Garten Shopping,9870.6,60
BRANDO BIKE,Presentes e Acessórios,Continente Shopping,32510.0,9
Bacio di Latte,Gastronomia,Balneário Shopping,59416.74,962
Bacio di Latte,Gastronomia,Continente Shopping,67920.95999999999,1139
Bagaggio,Presentes e Acessórios,Balneário Shopping,69048.29,131
Bagaggio,Presentes e Acessórios,Continente Shopping,60982.020000000004,170
Bagaggio,Presentes e Acessórios,Garten Shopping,91039.92,244
Bagaggio,Presentes e Acessórios,Nações Shopping,16711.13,25
Bagaggio,Presentes e Acessórios,Neumarkt Shopping,59941.659999999996,140
Balneário Shopping - Estacionamento,Serviços,Balneário Shopping,25053.0,705
Baummer,Joalheria,Nações Shopping,7640.06,44
Baummer Semijóias,Presentes e Acessórios,Garten Shopping,18844.36,119
Beagle,Moda,Balneário Shopping,51026.98,170
Beagle,Moda,Continente Shopping,107143.11,379
Beagle,Moda,Garten Shopping,118962.79000000001,377
Beagle,Moda,Nações Shopping,20828.55,66
Beagle,Moda,Norte Shopping,59685.5,187
BelShop,Beleza e Bem-estar,Nações Shopping,14433.55,115
Belshop,Beleza e Bem-estar,Neumarkt Shopping,65760.57,500
Bergerson,Joalheria,Garten Shopping,1153874.98,48
Beto Carrero World Quiosque,Serviços,Balneário Shopping,2383.5,2
Beto Carrero World Quiosque,Serviços,Nações Shopping,1439.76,1
Bibi,Infantil,Balneário Shopping,76134.78,206
Bibi Calçados,Calçados,Garten Shopping,48166.43,140
Big Jack Cervejaria,Gastronomia,Nações Shopping,402.0,16
BioMundo Produtos Naturais,Beleza e Bem-estar,Neumarkt Shopping,31594.62,175
Biscoitê,Gastronomia,Balneário Shopping,38178.93,134
Bkko,Moda,Norte Shopping,63980.64,119
Boali,Gastronomia,Garten Shopping,5352.42,91
Bob's,Gastronomia,Balneário Shopping,5985.1,190
Bob's,Gastronomia,Norte Shopping,5897.89,151
Bob's (Quiosque 1),Gastronomia - Sorvetes,Norte Shopping,942.4,45
Bob's (Quiosque 2),Gastronomia - Sorvetes,Norte Shopping,922.5,41
Bob's - Quiosque,Gastronomia,Nações Shopping,338.0,14
Bob's Sorvete - Quiosque,Gastronomia,Continente Shopping,11605.97,322
Boiko,Joalheria,Balneário Shopping,234212.1,54
Boiko Joalheiros,Joalheria,Norte Shopping,40090.24,41
Bom Beef,Gastronomia,Continente Shopping,44212.1,479
Bondyou,Presentes e Acessórios,Balneário Shopping,4597.09,53
Bonna Panquecas e Massas,Gastronomia,Balneário Shopping,7525.2,120
Borelli,Gastronomia,Balneário Shopping,5706.79,127
Borelli Gelato,Gastronomia - Sorvetes,Continente Shopping,12741.35,313
Boss,Moda,Balneário Shopping,404810.0,235
Botoclinic,Beleza e Bem-estar,Continente Shopping,13640.15,20
Botoclinic,Beleza e Bem-estar,Garten Shopping,36929.15,26
Botoclinic,Beleza e Bem-estar,Norte Shopping,27847.78,25
Bottero,Calçados,Balneário Shopping,104196.59,259
Bottero,Calçados,Neumarkt Shopping,127443.73999999999,323
Brando Bike,Outros,Norte Shopping,42070.0,22
Brasil Cacau,Gastronomia,Continente Shopping,94017.42,997
Bread Pide,Gastronomia,Balneário Shopping,9851.45,146
Brooksfield,Moda,Balneário Shopping,391607.51,308
Brooksfield,Moda,Continente Shopping,255931.94,230
Brooksfield,Moda,Garten Shopping,316014.13,302
Brooksfield,Moda,Neumarkt Shopping,357492.79,375
Buddha SPA,Beleza e Bem-estar,Garten Shopping,3071.6,10
Buddha Spa,Serviços,Balneário Shopping,6852.0,10
Bull Prime Steak House,Gastronomia,Garten Shopping,27839.4,81
Burger King,Gastronomia,Balneário Shopping,13232.449999999999,224
Burger King,Gastronomia,Continente Shopping,22159.29,340
Burger King,Gastronomia,Garten Shopping,7828.61,154
Burger King,Gastronomia,Nações Shopping,3465.2999999999997,71
Burger King,Gastronomia,Neumarkt Shopping,15268.73,303
Burger King,Gastronomia,Norte Shopping,22507.25,390
Békko,Moda,Nações Shopping,32560.44,57
C&A,Moda,Balneário Shopping,795463.14,2566
C&A,Moda,Continente Shopping,701364.3,2562
C&A,Moda,Garten Shopping,498800.61,2011
C&A,Moda,Nações Shopping,105636.71,409
CALZEDONIA,Moda,Balneário Shopping,94514.72,158
CANTINA MATTERELLO RESTAURANTE E PASTELARIA,Gastronomia,Garten Shopping,26065.329999999998,599
CAPA FINA,Telefonia,Garten Shopping,4272.85,39
CVC,Serviços,Garten Shopping,457329.64999999997,31
CVC,Serviços,Norte Shopping,170703.22,16
Cabanas,Moda,Neumarkt Shopping,102909.0,223
Cacau Show,Gastronomia,Balneário Shopping,163334.18,849
Cacau Show,Gastronomia,Continente Shopping,60102.04,409
Cacau Show,Gastronomia,Garten Shopping,46593.86,413
Cacau Show,Gastronomia,Nações Shopping,41652.53,310
Cacau Show,Gastronomia,Neumarkt Shopping,209774.07,1524
Cacau Show,Gastronomia,Norte Shopping,110164.05,807
Café Cultura,Gastronomia,Balneário Shopping,12620.8,228
Café Cultura,Gastronomia,Continente Shopping,11399.15,242
Café Cultura,Gastronomia,Garten Shopping,18130.25,428
Café Cultura,Gastronomia,Neumarkt Shopping,33672.38,650
Calvin Klein,Moda,Balneário Shopping,158309.01,312
Calvin Klein,Moda,Garten Shopping,131030.41,195
Calvin Klein e Tommy Hilfiger,Moda,Nações Shopping,46358.0,60
Calzedonia,Moda Feminina,Neumarkt Shopping,88915.06,163
Calçados Pegada,Calçados,Garten Shopping,53569.8,136
Camarão Express,Gastronomia,Balneário Shopping,15186.65,177
Camarão Express,Gastronomia,Continente Shopping,97160.72,1012
Camarão Express,Gastronomia,Nações Shopping,16626.170000000002,176
Camarão Express,Gastronomia,Neumarkt Shopping,8954.0,135
Camicado,Casa e Decoração,Balneário Shopping,261644.21,663
Camicado,Casa e Decoração,Nações Shopping,16984.260000000002,63
Camicado,Casa e Decoração,Neumarkt Shopping,213812.79,816
Cantinho Grill,Gastronomia,Nações Shopping,2962.8,58
Capivalley,Promocional,Continente Shopping,500.0,1
Carioca Calçados,Calçados,Continente Shopping,280521.92,833
Carter's,Infantil,Garten Shopping,128071.54000000001,425
Carter's,Infantil,Neumarkt Shopping,76802.09,298
Carter´s,Infantil,Balneário Shopping,144414.03,430
Cartes - Cozinha do Mundo,Gastronomia,Continente Shopping,113525.16,1219
Casa Bauducco,Gastronomia,Balneário Shopping,105989.56,786
Casa Bauducco,Gastronomia,Garten Shopping,31620.19,304
Casa Maria,Casa e Decoração,Continente Shopping,43489.24,557
Casa Maria,Casa e Decoração,Nações Shopping,10085.02,112
Casas Bahia,Eletrodomésticos,Norte Shopping,269503.66,155
Cases e Capas,Presentes e Acessórios,Nações Shopping,539.92,3
Cassol Centerlar,Casa e Decoração,Nações Shopping,143324.76,163
Cavezzale,Presentes e Acessórios,Neumarkt Shopping,130469.78,374
Celular Center,Eletrônicos,Balneário Shopping,2600.0,1
Celulares e Cia.,Eletrônicos,Norte Shopping,9916.01,28
Centauro,Esportes,Balneário Shopping,1136046.25,2635
Centauro,Esportes,Continente Shopping,659450.4400000001,1734
Centauro,Esportes,Garten Shopping,731222.35,2093
Centauro,Esportes,Nações Shopping,95306.74,266
Centauro,Esportes,Neumarkt Shopping,739978.6,2209
Centauro,Esportes,Norte Shopping,318408.8,825
Chaveiros Colin,Serviços,Garten Shopping,225.0,2
Chef's & Fritas,Gastronomia,Nações Shopping,1042.3,13
Chilli Beans,Ótica,Balneário Shopping,73978.52,104
Chilli Beans,Ótica,Continente Shopping,29815.86,45
Chilli Beans,Ótica,Garten Shopping,136543.12,256
Chilli Beans,Ótica,Nações Shopping,6030.26,12
Chilli Beans,Ótica,Norte Shopping,68342.92,131
Chilli Beans Ótica,Ótica,Continente Shopping,25815.98,26
Chiquinho Sorvetes,Gastronomia,Neumarkt Shopping,9492.2,385
Chiquinho Sorvetes,Gastronomia - Sorvetes,Continente Shopping,5086.5,176
Chiquinho Sorvetes,Gastronomia - Sorvetes,Garten Shopping,3343.0,146
Chiquinho Sorvetes,Gastronomia - Sorvetes,Norte Shopping,5563.8,211
Chope do Mestre,Gastronomia,Nações Shopping,191.75,2
Churras Churrascaria,Gastronomia - Restaurante,Norte Shopping,15590.97,14
Chuá Brand,Moda,Garten Shopping,252298.9,253
Chuá Brand,Moda Feminina,Continente Shopping,135627.18,160
Cia Marítima,Moda Feminina,Neumarkt Shopping,137985.62,166
Cia da Saúde,Outros,Garten Shopping,431.83000000000004,6
