cliente_id,loja_nome,n,valor
110,Levi's,1,499.9
110,Tech Store,1,80.0
136,Café Cultura,1,121.0
136,Casa Bauducco,1,72.0
136,Divino Fogão,1,21.85
136,Feng Cheng,3,149.47
136,Hering,2,199.98
136,JCanedo,1,678.88
136,KFC,1,37.8
136,McDonald's,2,75.8
136,NOHA SHOES,2,568.9
151,Bonna Panquecas,1,52.8
151,Burger King,1,106.2
151,Cacau Show,2,47.95
151,Café Cultura,1,12.0
151,Cavezzale,1,119.9
151,Chiquinho Sorvetes,1,16.0
151,Cobasi,2,139.6
151,Havan,5,587.8
151,Hope,1,229.0
151,Kalunga,3,78.55
151,Livrarias Catarinense,1,99.9
151,Lojas Americanas,5,118.24
151,Lupo,1,96.8
151,Mc Donalds,1,9.0
151,McDonald's,2,46.6
151,Mini Kalzone,2,48.9
151,Portus Padaria Artesanal,1,27.5
151,Toni Toys,1,59.99
152,Arezzo,1,349.95
152,C&A,2,251.93
152,Café Cultura,1,10.0
152,Camicado,1,839.9
152,Casa Bauducco,6,192.54
152,Damay Cafeteria,1,25.8
152,Divino Fogão,8,189.77
152,Dona Torta,15,344.0
152,Granado Phamácias,4,897.85
152,Hering,2,770.94
152,KFC,1,26.8
152,Kalunga,1,14.6
152,Kib´s,4,208.37
152,Kings Sneakers,1,599.9
152,Kopenhagen,3,93.31
152,Le Lis Blanc,1,139.9
152,Lindt,3,124.12
152,Livrarias Curitiba,1,64.6
152,McDonald's,3,53.0
152,Mini Kalzone,1,15.75
152,Montana Grill,7,191.4
152,O Boticário,2,74.9
152,Panvel Farmácias,1,105.76
152,Renner,1,169.7
152,Shoulder,1,99.5
152,Subway,2,60.5
152,Superlegal,1,129.99
164,Americanas,1,137.92
164,C&A,1,139.99
164,Café Cultura,6,258.0
164,Cantinho Grill,1,26.9
164,Cassol Centerlar,1,349.9
164,Griletto,1,53.4
164,Lug's,1,25.99
164,McDonald's,6,247.3
164,Mini Kalzone,7,126.9
164,Natureza Bistrô,4,156.0
164,Panvel Farmácias,1,115.97
164,Renner,2,638.9
164,Riachuelo,1,129.8
164,Via Pian Food,3,111.96
168,Bacio di Latte,7,229.55
168,Docejo,1,7.0
168,Gamelas & Panella's,1,34.79
168,Giraffas,5,259.0
168,Madero,1,72.82
168,McDonald's,1,31.5
168,Mini Kalzone,1,52.4
168,Swell Poke,4,165.05
168,Óticas Carol,1,3799.0
169,Bacio di Latte,5,93.9
169,Burger King,1,42.8
169,Café Cultura,2,73.0
169,Cartes - Cozinha do Mundo,1,40.0
169,Cobasi,3,221.92
169,Docejo,3,77.0
169,Griletto,6,214.33
169,Havaianas,1,279.95
169,Kalunga,3,56.0
169,Kopenhagen,2,119.3
169,Life Vivara,1,460.0
169,Lugano Gramado,1,111.8
169,Madero,1,55.99
169,Natura,2,71.1
169,Outback Steakhouse,1,14.0
169,Outlet Suplementos,1,26.0
169,Reserva,1,2892.5
169,Spoleto,1,37.0
169,Swell Poke,1,44.65
169,Zanoni Sushi,2,132.05
170,Youcom,1,489.6
174,Avatim,1,17.0
174,Burger King,2,25.8
177,Americanas,6,326.64
177,Café Cultura,1,64.0
177,Camarão Express,1,31.9
177,Cases e Capas,1,62.1
177,Cobasi,5,249.28
177,Havaianas,1,34.99
177,Livraria Catarinense,1,84.8
177,McDonald's,1,32.3
177,Milkymoo,1,44.0
177,Natureza Bistrô,1,18.0
177,Renner,1,139.9
177,Ri Happy,1,99.0
177,Riachuelo,2,259.5
177,Via Pian Food,1,24.99
195,Cacau Show,2,70.0
195,Cobasi,2,129.49
195,Decathlon,1,209.98
195,Gamelas & Panella's,1,85.8
195,Leo Cosméticos,2,185.8
195,Nike Unite,6,3401.9
195,Pernambucanas,1,129.96
195,Tommy Hilfiger,1,1317.0
196,Dona Torta,1,26.0
196,Panvel Farmácias,1,43.97
235,Continente Shopping - Estacionamento,2,32.0
235,Gamelas & Panella's,1,66.33
235,Renner,1,322.0
241,JOHN JOHN,2,2709.4
241,John John Denim,1,3292.0
241,Livrarias Catarinense,1,239.0
241,Youcom,1,699.6
241,Zara,1,1244.5
266,Burger King,1,43.0
266,Centauro,1,39.37
266,Livrarias Catarinense,2,43.8
266,Norte Shopping - Estacionamento,1,13.0
272,Atacadão,1,34.49
272,Cobasi,1,29.4
272,Havan,4,176.96
272,Lojas Americanas,9,246.53
272,Mc Donalds,4,90.3
272,Pittol,3,638.96
272,Toni Toys,1,19.99
287,Centauro,1,600.0
307,Panvel Farmácias,1,62.99
307,Renner,1,459.6
307,Studio Z,1,49.98
334,Estacionamento - Nações Shopping,1,9.0
336,Aramis,2,1774.8
336,Avatim,1,285.0
336,Camicado,1,111.99
336,Lupo,2,125.1
336,Shoulder,1,699.0
336,Studio Z,1,194.96
349,Cobasi,2,460.5
349,Lupo,2,81.0
349,PRATA FINA,2,130.0
349,Paquetá,1,119.99
349,Pittol,2,399.98
349,Riachuelo,2,78.37
375,Burger King,8,218.07
375,C&A,1,139.98
375,Cacau Show,4,222.31
375,Centauro,1,79.99
375,Cobasi,1,18.9
375,Dona Torta,1,44.0
375,Feng Cheng,1,61.54
375,Grano Pasta Ristorante,1,192.5
375,KFC,15,917.26
375,Kalunga,1,9.9
375,McDonald's,17,756.8
375,Mini Kalzone,5,97.0
375,Montana Grill,1,67.8
375,Natura,1,69.9
375,Renner,2,547.5
375,Superlegal,1,149.99
375,Youcom,1,39.8
382,Korte e Kosture,1,70.0
382,Livrarias Catarinense,1,43.9
382,Lojas Americanas,4,62.88
382,Madero,1,8.9
382,Mc Donald's,2,42.0
382,Metroville,1,54.0
382,Renner,2,107.6
382,Track&Field,4,354.6
382,Via Brasil Balneario Camboriu,1,139.97
424,Brasil Cacau,1,18.0
424,Livrarias Catarinense,1,47.9
448,Avatim,1,70.0
448,Vivara,1,2040.0
568,Belshop,1,6.98
568,Cacau Show,2,36.47
568,Café Cultura,1,15.3
568,Estação Choperia,3,178.9
568,Feng Cheng,1,43.36
568,Gelato Borelli,1,18.9
568,Havan,2,219.92
