loja_nome,segmento,shopping,valor,cupons
10 Pastéis,Gastronomia,Balneário Shopping,1473.7,38
10 Pastéis,Gastronomia,Garten Shopping,1586.66,47
A Fabulosa,Presentes e Acessórios,Norte Shopping,5438.98,80
ACIUM,Joalheria,Continente Shopping,1654.12,6
ACIUM,Joalheria,Neumarkt Shopping,1911.33,5
ACIUM,Joalheria,Norte Shopping,3304.89,9
ADCOS,Beleza e Bem-estar,Continente Shopping,33887.3,53
ADCOS,Beleza e Bem-estar,Garten Shopping,42391.86,96
AJFans (Inativo),Moda,Continente Shopping,3890.0,5
ANACAPRI,Calçados,Balneário Shopping,3483.2,11
Acium,Presentes e Acessórios,Balneário Shopping,1630.0,6
Acuo,Moda,Nações Shopping,16594.8,55
Acuvue Lentes,Ótica,Balneário Shopping,839.7,1
Adcos,Beleza e Bem-estar,Balneário Shopping,19265.72,46
Adcos,Beleza e Bem-estar,Nações Shopping,24600.01,48
Adcos,Beleza e Bem-estar,Neumarkt Shopping,21104.52,64
Adidas,Esportes,Garten Shopping,62276.63,115
Adidas,Moda,Balneário Shopping,49477.98,66
Alice Salazar,Beleza e Bem-estar,Garten Shopping,3056.36,21
Alison Salles Hair Stylist,Salão de Beleza | Barbearia,Neumarkt Shopping,625.0,4
Altenburg,Casa e Decoração,Balneário Shopping,6698.0,7
Altenburg,Casa e Decoração,Continente Shopping,20257.16,21
Alô Bebê,Infantil,Balneário Shopping,20113.25,52
Alô Bebê,Infantil,Continente Shopping,37936.58,94
Americanas,Eletrodomésticos,Nações Shopping,12074.08,189
Anacapri,Calçados,Neumarkt Shopping,2437.5,13
Anacapri,Não informado,Continente Shopping,189.9,1
Aramis,Moda,Balneário Shopping,25065.71,17
Aramis,Moda,Neumarkt Shopping,48719.24,45
Aramis Menswear,Moda,Garten Shopping,19287.84,20
Arezzo,Calçados,Continente Shopping,15092.8,26
Arezzo,Calçados,Garten Shopping,8138.53,21
Arezzo,Calçados,Nações Shopping,58145.86,104
Artwalk,Calçados,Balneário Shopping,31958.07,33
Atacadão,Supermercado,Norte Shopping,187890.99,798
Audithorium,Moda,Balneário Shopping,9414.42,11
