loja_nome,segmento,shopping,valor,cupons
.,Beleza e Bem-estar,Balneário Shopping,105012.36,183
.,Beleza e Bem-estar,Continente Shopping,1306.9,3
.,Calçados,Balneário Shopping,266340.96,245
.,Calçados,Garten Shopping,79727.0,129
.,Gastronomia,Continente Shopping,486.78999999999996,10
.,Gastronomia,Neumarkt Shopping,5819.96,20
.,Infantil,Garten Shopping,70.0,1
10 Pastéis,Gastronomia,Balneário Shopping,4356.91,96
10 Pastéis Joinville,Gastronomia,Garten Shopping,2038.1,48
A Fabulosa,Presentes e Acessórios,Norte Shopping,6218.28,139
ADCOS,Beleza e Bem-estar,Continente Shopping,48912.58,83
ADCOS,Beleza e Bem-estar,Garten Shopping,17907.86,45
AJFans Nações Shopping (Ação especial),Telefonia,Nações Shopping,1000.0,1
AJFans Norte Shopping (Ação especial),Promocional,Norte Shopping,500.0,1
ALLMINI,Presentes e Acessórios,Norte Shopping,13023.12,120
Acium,Joalheria,Neumarkt Shopping,8825.56,43
Acium,Presentes e Acessórios,Balneário Shopping,6894.3,22
Acium,Presentes e Acessórios,Garten Shopping,2802.0,12
Acium,Presentes e Acessórios,Norte Shopping,5272.92,22
Acuo,Moda,Nações Shopping,25260.420000000002,90
Acuvue Lentes,Ótica,Balneário Shopping,2439.2999999999997,4
Adcos,Beleza e Bem-estar,Balneário Shopping,44314.1,112
Adcos,Beleza e Bem-estar,Nações Shopping,20319.36,37
Adcos,Beleza e Bem-estar,Neumarkt Shopping,40678.12,118
Adidas,Esportes,Balneário Shopping,32209.68,59
Adidas,Esportes,Neumarkt Shopping,71271.77,139
Adidas,Moda,Balneário Shopping,42279.44,62
Adidas Originals,Moda,Balneário Shopping,30917.920000000002,49
Alice Salazar,Beleza e Bem-estar,Garten Shopping,47.0,1
Alison Salles Hair Stylist,Salão de Beleza | Barbearia,Neumarkt Shopping,6146.0,34
Altenburg,Casa e Decoração,Balneário Shopping,101924.62,114
Altenburg,Casa e Decoração,Continente Shopping,62734.799999999996,59
Anacapri,Calçados Femininos,Garten Shopping,18874.63,76
Anacapri,Lazer,Continente Shopping,18930.03,65
Animale,Moda Feminina,Balneário Shopping,67166.73,43
Anjos Colchões & Sofás,Casa e Decoração,Neumarkt Shopping,41125.0,9
Anselmi,Moda Feminina,Balneário Shopping,38079.4,20
Antonio's Boliche,Lazer,Continente Shopping,370.0,2
Aramis,Moda,Balneário Shopping,45362.2,40
Aramis,Moda,Neumarkt Shopping,79579.01,63
Aramis Menswear,Moda,Garten Shopping,39022.5,31
Arezzo,Calçados,Continente Shopping,81285.37,174
