loja_nome,segmento,shopping,valor,cupons
10 Pastéis,Gastronomia,Balneário Shopping,1189.25,36
10 Pastéis,Gastronomia,Garten Shopping,1839.67,47
A Fabulosa,Presentes e Acessórios,Norte Shopping,1293.0,25
AC BRASIL,Ótica,Garten Shopping,447.5,1
ACIUM,Joalheria,Continente Shopping,3000.63,11
ACIUM,Joalheria,Neumarkt Shopping,1121.0,8
ACIUM,Joalheria,Norte Shopping,985.72,5
ADCOS,Beleza e Bem-estar,Continente Shopping,20522.44,42
ADCOS,Beleza e Bem-estar,Garten Shopping,12122.26,36
ANACAPRI,Calçados,Balneário Shopping,8243.3,32
ARAMIS,Moda,Garten Shopping,6532.05,8
Acium,Presentes e Acessórios,Balneário Shopping,477.0,3
Acuo,Moda,Nações Shopping,13392.35,50
Acuvue Lentes,Ótica,Balneário Shopping,250.97,2
Adcos,Beleza e Bem-estar,Balneário Shopping,17635.3,42
Adcos,Beleza e Bem-estar,Neumarkt Shopping,12578.7,46
Adidas,Esportes,Garten Shopping,17471.74,36
Alice Salazar,Beleza e Bem-estar,Garten Shopping,1752.3600000000001,13
Alison Salles Hair Stylist,Salão de Beleza | Barbearia,Neumarkt Shopping,994.03,4
Altenburg,Casa e Decoração,Balneário Shopping,46619.55,66
Altenburg,Casa e Decoração,Continente Shopping,47192.08,46
Alô Bebê,Infantil,Balneário Shopping,26824.36,76
Alô Bebê,Infantil,Continente Shopping,60378.99,151
Americanas,Eletrodomésticos,Nações Shopping,3774.58,89
Anacapri,Calçados,Neumarkt Shopping,7539.76,42
Aramis,Moda,Balneário Shopping,5648.2,10
Aramis,Moda,Neumarkt Shopping,16368.39,29
Arezzo,Calçados,Continente Shopping,26420.149999999998,72
Arezzo,Calçados,Garten Shopping,17911.29,48
Arezzo,Calçados,Nações Shopping,11354.56,25
Artwalk,Calçados,Balneário Shopping,17540.65,26
Atacadão,Supermercado,Norte Shopping,57388.12,381
Audithorium,Moda,Balneário Shopping,949.4,1
Audithorium,Moda,Garten Shopping,10007.55,25
Audithorium,Moda,Norte Shopping,14821.12,25
Audithorium Menswear,Moda,Continente Shopping,6248.11,15
Authentic Feet,Moda,Neumarkt Shopping,9779.4,16
Avatim,Beleza e Bem-estar,Nações Shopping,9153.2,59
Avatim,Beleza e Bem-estar,Neumarkt Shopping,18116.4,139
Avatim Cheiros Da Terra,Presentes e Acessórios,Garten Shopping,16650.0,130
BOX 12,Presentes e Acessórios,Garten Shopping,255.88,4
BRANDO BIKES,Presentes e Acessórios,Continente Shopping,2033.0,2
Baby Bê,Infantil,Neumarkt Shopping,1618.8000000000002,9
Bacio di Latte,Gastronomia,Balneário Shopping,8670.05,189
Bacio di Latte,Gastronomia,Continente Shopping,14659.52,381
Bagaggio,Presentes e Acessórios,Balneário Shopping,4491.74,8
Bagaggio,Presentes e Acessórios,Continente Shopping,10506.98,21
Bagaggio,Presentes e Acessórios,Garten Shopping,3088.64,7
Bagaggio,Presentes e Acessórios,Nações Shopping,5957.93,10
Baier Joalheria,Joalheria,Neumarkt Shopping,24626.46,23
Bar do Alemão,Gastronomia,Norte Shopping,938.66,4
Baummer,Joalheria,Nações Shopping,2778.73,16
Beagle,Moda,Balneário Shopping,2895.82,9
Beagle,Moda,Continente Shopping,8409.51,28
Beagle,Moda,Garten Shopping,14524.66,57
Beagle,Moda,Nações Shopping,14190.01,36
Beagle,Moda,Norte Shopping,7314.43,21
BelShop,Beleza e Bem-estar,Nações Shopping,11032.06,80
Belshop,Beleza e Bem-estar,Neumarkt Shopping,20540.6,172
Bergerson,Joalheria,Garten Shopping,110916.8,9
Bibi,Calçados,Neumarkt Shopping,7020.650000000001,25
Bibi,Infantil,Balneário Shopping,6869.08,29
BioMundo Produtos Naturais,Beleza e Bem-estar,Neumarkt Shopping,5962.96,43
Bkko,Moda,Norte Shopping,8426.23,14
Bob's,Gastronomia,Balneário Shopping,767.0,32
Bob's,Gastronomia,Norte Shopping,800.8,20
Bob's (Quiosque 1),Gastronomia - Sorvetes,Norte Shopping,14.0,1
Bob's - Quiosque,Gastronomia,Nações Shopping,45.0,2
Bob's Sorvete - Quiosque,Gastronomia,Continente Shopping,4286.12,149
Body For Sure,Esportes,Garten Shopping,488.9,2
Body For Sure,Moda,Balneário Shopping,5886.69,11
Boiko,Joalheria,Balneário Shopping,41097.5,18
