loja_nome,segmento,shopping,valor,cupons
.,Gastronomia,Neumarkt Shopping,1118.8899999999999,5
.,Ótica,Garten Shopping,3646.5,4
10 Pastéis,Gastronomia,Balneário Shopping,1043.9,26
10 Pastéis,Gastronomia,Garten Shopping,50.0,1
A Fabulosa,Presentes e Acessórios,Norte Shopping,4608.849999999999,82
ADCOS,Beleza e Bem-estar,Continente Shopping,4181.69,9
ADCOS,Beleza e Bem-estar,Garten Shopping,5486.67,13
ANACAPRI,Calçados,Balneário Shopping,888.5999999999999,5
Acium,Joalheria,Neumarkt Shopping,605.0,4
Acium,Presentes e Acessórios,Balneário Shopping,110.9,3
Acium,Presentes e Acessórios,Garten Shopping,308.0,1
Acium,Presentes e Acessórios,Norte Shopping,2908.21,6
Acuo,Moda,Nações Shopping,3007.25,9
Acuvue Lentes,Ótica,Balneário Shopping,4070.85,13
Adcos,Beleza e Bem-estar,Balneário Shopping,1080.0,4
Adcos,Beleza e Bem-estar,Nações Shopping,2609.03,5
Adcos,Beleza e Bem-estar,Neumarkt Shopping,8330.61,16
Adidas,Esportes,Balneário Shopping,8059.2,13
Adidas,Esportes,Neumarkt Shopping,21671.66,46
Adidas Originals,Moda,Balneário Shopping,2279.68,5
Alison Salles Hair Stylist,Salão de Beleza | Barbearia,Neumarkt Shopping,124.0,2
Altenburg,Casa e Decoração,Balneário Shopping,788.0,2
Altenburg,Casa e Decoração,Continente Shopping,2345.42,5
Anacapri,Lazer,Continente Shopping,1577.2,6
Animale,Moda Feminina,Balneário Shopping,5057.9,4
Antonio's Boliche,Gastronomia - Sorvetes,Nações Shopping,168.0,1
Antonio's Boliche,Lazer,Continente Shopping,45.0,1
Aramis,Moda,Neumarkt Shopping,6284.4,10
Arezzo,Calçados,Continente Shopping,10512.13,21
Arezzo,Calçados,Garten Shopping,4867.8,8
Arezzo,Calçados,Nações Shopping,10621.18,20
Arezzo,Calçados Femininos,Balneário Shopping,11820.67,17
Arquipélago  Sushi,Gastronomia,Continente Shopping,11833.02,28
Artwalk,Calçados,Balneário Shopping,6320.78,8
Atacadão,Supermercado,Norte Shopping,97586.69,760
Audithorium,Moda,Balneário Shopping,834.47,4
Audithorium,Moda,Garten Shopping,440.56,2
Audithorium Menswear,Moda,Continente Shopping,2763.94,7
Authentic Feet,Moda,Neumarkt Shopping,9206.9,11
Avatim,Beleza e Bem-estar,Nações Shopping,1584.0,11
Avatim,Beleza e Bem-estar,Neumarkt Shopping,11664.0,75
Avatim,Beleza e Bem-estar,Norte Shopping,9694.5,63
BabyMee,Infantil,Neumarkt Shopping,4670.2,40
Bacio di Latte,Gastronomia,Balneário Shopping,5623.5,126
Bacio di Latte,Gastronomia,Continente Shopping,6189.09,141
Bagaggio,Presentes e Acessórios,Balneário Shopping,249.0,1
Bagaggio,Presentes e Acessórios,Continente Shopping,2147.29,6
Bagaggio,Presentes e Acessórios,Garten Shopping,299.0,1
Bagaggio,Presentes e Acessórios,Nações Shopping,518.85,2
Bagaggio,Presentes e Acessórios,Neumarkt Shopping,3279.71,13
Balneário Shopping - Estacionamento,Serviços,Balneário Shopping,1285.0,35
Baummer,Joalheria,Nações Shopping,647.08,7
Baummer Semijóias,Presentes e Acessórios,Garten Shopping,460.34,3
Beagle,Moda,Balneário Shopping,4918.79,7
Beagle,Moda,Continente Shopping,14302.16,30
Beagle,Moda,Garten Shopping,6572.5,18
Beagle,Moda,Nações Shopping,20812.05,30
Beagle,Moda,Norte Shopping,32943.89,68
BelShop,Beleza e Bem-estar,Nações Shopping,9710.78,49
Belshop,Beleza e Bem-estar,Neumarkt Shopping,6168.53,55
Bibi,Infantil,Balneário Shopping,6126.15,15
Bibi Calçados,Calçados,Garten Shopping,3561.7,10
Big Jack Cervejaria,Gastronomia,Nações Shopping,790.4,20
BioMundo Produtos Naturais,Beleza e Bem-estar,Neumarkt Shopping,2307.71,21
Bkko,Moda,Norte Shopping,36334.85,60
Boali,Gastronomia,Garten Shopping,3000.64,63
Bob's,Gastronomia,Balneário Shopping,682.76,29
Bob's,Gastronomia,Norte Shopping,2258.96,65
Bob's (Quiosque 1),Gastronomia - Sorvetes,Norte Shopping,50.0,3
Bob's (Quiosque 2),Gastronomia - Sorvetes,Norte Shopping,230.9,12
Bob's - Quiosque,Gastronomia,Nações Shopping,343.0,8
Bob's - Quiosque 2,Gastronomia,Nações Shopping,1509.1,34
Bob's Sorvete - Quiosque,Gastronomia,Continente Shopping,4015.7599999999998,93
Boiko Joalheiros,Joalheria,Norte Shopping,1507.0,2
Bondyou,Presentes e Acessórios,Balneário Shopping,176.7,2
Bonna Panquecas e Massas,Gastronomia,Balneário Shopping,2298.0,30
Borelli,Gastronomia,Balneário Shopping,468.05,12
Borelli Gelato,Gastronomia - Sorvetes,Continente Shopping,1701.76,45
Boss,Moda,Balneário Shopping,27230.0,13
Botoclinic,Beleza e Bem-estar,Continente Shopping,8826.35,11
Botoclinic,Beleza e Bem-estar,Garten Shopping,199.0,1
Bottero,Calçados,Balneário Shopping,2319.3999999999996,4
Bottero,Calçados,Neumarkt Shopping,9483.66,18
Bowling Blu,Lazer,Norte Shopping,2426.0,8
Brando Bike,Outros,Norte Shopping,10033.0,4
Brasil Cacau,Gastronomia,Continente Shopping,3534.21,103
Bread Pide,Gastronomia,Balneário Shopping,1440.71,21
Brooksfield,Moda,Balneário Shopping,28561.67,18
Brooksfield,Moda,Continente Shopping,4117.46,8
Brooksfield,Moda,Garten Shopping,5844.19,10
Brooksfield,Moda,Neumarkt Shopping,30687.52,25
Bull Prime Steak House,Gastronomia,Garten Shopping,4639.28,13
Burger King,Gastronomia,Balneário Shopping,3029.7599999999998,60
Burger King,Gastronomia,Continente Shopping,6657.65,134
Burger King,Gastronomia,Garten Shopping,3367.84,70
Burger King,Gastronomia,Nações Shopping,4376.88,79
Burger King,Gastronomia,Neumarkt Shopping,9188.279999999999,183
Burger King,Gastronomia,Norte Shopping,17713.19,311
Békko,Moda,Nações Shopping,8442.16,14
C&A,Moda,Balneário Shopping,47358.65,204
C&A,Moda,Continente Shopping,56583.98,251
C&A,Moda,Garten Shopping,19870.64,102
C&A,Moda,Nações Shopping,39132.78,190
CANTINA MATTERELLO RESTAURANTE E PASTELARIA,Gastronomia,Garten Shopping,594.81,17
CAPA FINA,Telefonia,Garten Shopping,249.70000000000002,3
CELULAR CENTER,Eletrônicos,Continente Shopping,349.91,1
Cabanas,Moda,Neumarkt Shopping,2286.83,9
Cacau Show,Gastronomia,Balneário Shopping,1721.64,38
Cacau Show,Gastronomia,Continente Shopping,883.97,22
Cacau Show,Gastronomia,Garten Shopping,4768.58,109
Cacau Show,Gastronomia,Nações Shopping,5125.01,80
Cacau Show,Gastronomia,Neumarkt Shopping,6512.77,137
Cacau Show,Gastronomia,Norte Shopping,4742.36,122
Café Cultura,Gastronomia,Balneário Shopping,2194.51,34
Café Cultura,Gastronomia,Continente Shopping,3456.03,44
