cliente_id,loja_nome,n,valor
151,Burger King,1,130.2
151,Estação Choperia,1,29.9
160,Atacadão,4,172.46
160,Chiquinho Sorvetes,1,30.0
160,Cobasi,1,8.08
160,Lojas Americanas,1,24.95
160,Pittol,1,79.0
164,Avatim,2,247.0
164,Estacionamento - Nações Shopping (CERTO),1,16.0
168,Boali,1,29.61
168,Madero,1,74.14
169,Café Cultura,1,45.0
169,Cobasi,1,76.0
169,Griletto,2,55.41
169,Kalunga,1,17.4
169,Spoleto,2,84.07
170,Cassol Centerlar,2,525.6
170,Renner,1,359.8
195,Café Cultura,1,27.0
195,Cobasi,2,460.61
195,Mini Kalzone,1,20.0
259,Avatim,1,122.0
259,Cacau Show,1,171.78
259,Me.Linda,2,176.0
269,Brasil Cacau,1,25.95
269,Lojas Americanas,1,28.96
269,McDonald's,1,43.9
272,Lojas Americanas,1,24.74
272,Pittol,2,437.0
295,Camarão Express,2,249.7
295,Griletto,1,121.8
295,Natureza Bistrô,1,30.0
295,St.Chicken,1,42.0
295,Subway,1,94.5
295,Via Pian Food,1,38.99
295,z Kfc,1,67.9
349,Beagle,1,149.99
349,Burger King,1,85.8
349,Centauro,2,159.98
349,Cobasi,2,241.74
349,Livrarias Catarinense,1,39.9
349,Lojas Americanas,1,66.0
349,Mini Kalzone,1,76.5
349,Mr. Cheff,1,18.0
349,Norte Shopping - Estacionamento,3,30.01
349,Paquetá,1,399.99
349,Polo Wear,1,229.98
349,Sinhá Benta,1,78.0
349,Subway,1,78.0
360,Chiquinho Sorvetes,1,39.0
360,Kalunga,1,37.9
360,MB Acessórios,1,110.0
365,Atacadão,3,222.11
365,Motorola,1,3999.0
375,Burger King,5,335.0
375,Cacau Show,1,14.97
375,Feng Cheng,2,183.43
375,KFC,1,109.7
375,Lindt,1,181.05
375,Livrarias Curitiba,1,34.9
375,McDonald's,4,201.3
375,Sakae,1,16.0
375,Tok & Stok,1,63.8
506,Burger King,1,222.4
506,Casa Maria,1,66.96
506,Cobasi,1,62.89
506,Dez Pastéis,1,9.5
506,Mini Kalzone,1,14.9
506,Panvel Farmácias,1,45.0
506,Renner,2,396.4
506,z Kfc,1,34.9
568,Café Cultura,2,78.0
568,Chiquinho Sorvetes,1,33.0
568,McDonald's,1,35.3
568,Mini Kalzone,3,66.0
568,Panvel Farmácias,1,249.9
568,Tech Smart,1,449.8
617,Cacau Show,2,60.96
617,Kalunga,1,2.99
617,Youcom,1,69.9
666,Outback Steakhouse,1,79.7
725,Bacio di Latte,1,19.76
725,Burger King,1,25.9
725,C&A,1,99.99
725,Casa Maria,1,81.96
725,Centauro,1,109.99
725,Cobasi,3,91.33
725,Docejo,2,69.0
725,IDéli oui,1,79.0
725,Kalunga,5,110.49
725,Lojas Americanas,4,212.88
725,Nike Unite,1,329.99
725,Panvel Farmácias,1,90.83
725,Pernambucanas,1,89.97
725,Renner,1,95.8
725,Riachuelo,2,379.86
736,Kalunga,1,235.6
736,Lindt,2,12.64
736,Riachuelo,1,59.99
736,Youcom,1,69.9
752,Burger King,2,102.7
