loja_nome,segmento,shopping,valor,cupons
.,Gastronomia,Neumarkt Shopping,1262.79,6
10 Pastéis,Gastronomia,Balneário Shopping,536.5,18
A Fabulosa,Presentes e Acessórios,Norte Shopping,2574.73,58
ADCOS,Beleza e Bem-estar,Continente Shopping,5595.07,7
ADCOS,Beleza e Bem-estar,Garten Shopping,2478.5,9
ANACAPRI,Calçados,Balneário Shopping,844.5,4
Acium,Joalheria,Neumarkt Shopping,889.4599999999999,4
Acium,Presentes e Acessórios,Balneário Shopping,2155.0,3
Acium,Presentes e Acessórios,Norte Shopping,1162.6,7
Acuo,Moda,Nações Shopping,3588.2,5
Acuvue Lentes,Ótica,Balneário Shopping,2128.6,4
Adcos,Beleza e Bem-estar,Balneário Shopping,5789.47,16
Adcos,Beleza e Bem-estar,Nações Shopping,4885.61,8
Adcos,Beleza e Bem-estar,Neumarkt Shopping,4814.02,11
Adidas,Esportes,Neumarkt Shopping,20245.96,35
Alison Salles Hair Stylist,Salão de Beleza | Barbearia,Neumarkt Shopping,1524.0,4
Altenburg,Casa e Decoração,Balneário Shopping,1393.9099999999999,5
Americanas,Eletrodomésticos,Nações Shopping,6633.65,174
Anacapri,Não informado,Continente Shopping,2013.51,10
Aramis,Moda,Balneário Shopping,5199.099999999999,2
Aramis,Moda,Neumarkt Shopping,1588.62,4
Aramis Menswear,Moda,Garten Shopping,799.8,1
Ardrak Ginger,Outros,Garten Shopping,131.5,1
Arezzo,Calçados,Continente Shopping,7268.95,17
Arezzo,Calçados,Garten Shopping,1448.6999999999998,4
Arezzo,Calçados,Nações Shopping,7570.88,14
Arezzo,Calçados Femininos,Balneário Shopping,13177.73,22
Arquipélago  Sushi,Gastronomia,Continente Shopping,5017.9,11
Artwalk,Calçados,Balneário Shopping,8242.48,5
Atacadão,Supermercado,Norte Shopping,85441.31,631
Audithorium,Moda,Balneário Shopping,3498.55,4
Audithorium,Moda,Garten Shopping,5673.33,11
Audithorium Menswear,Moda,Continente Shopping,726.4,4
Authentic Feet,Moda,Neumarkt Shopping,3985.91,9
Avatim,Beleza e Bem-estar,Nações Shopping,2728.5,11
Avatim,Beleza e Bem-estar,Neumarkt Shopping,7491.0,45
Avatim,Beleza e Bem-estar,Norte Shopping,4727.5,31
Avatim Cheiros Da Terra,Beleza e Bem-estar,Garten Shopping,3356.8,27
Aventura Jurássica,Serviços,Balneário Shopping,338.0,2
BEAGLE,Moda,Norte Shopping,1013.3199999999999,7
BRANDO BIKES,Presentes e Acessórios,Continente Shopping,7398.0,2
Bacio di Latte,Gastronomia,Balneário Shopping,5646.65,120
Bacio di Latte,Gastronomia,Continente Shopping,7038.62,120
Bagaggio,Presentes e Acessórios,Balneário Shopping,5047.69,5
Bagaggio,Presentes e Acessórios,Continente Shopping,3018.6400000000003,6
Bagaggio,Presentes e Acessórios,Garten Shopping,2608.5,3
Bagaggio,Presentes e Acessórios,Nações Shopping,2957.38,3
Bagaggio,Presentes e Acessórios,Neumarkt Shopping,256.82,3
Baier Joalheria,Joalheria,Neumarkt Shopping,5866.1,4
Balneário Shopping - Estacionamento,Serviços,Balneário Shopping,2015.0,54
Baummer,Joalheria,Nações Shopping,397.8,4
Baummer Semijóias,Presentes e Acessórios,Garten Shopping,393.11,4
Beagle,Moda,Balneário Shopping,829.97,3
Beagle,Moda,Continente Shopping,7307.6900000000005,17
Beagle,Moda,Garten Shopping,6886.69,18
Beagle,Moda,Nações Shopping,6229.4,18
Beagle,Moda,Norte Shopping,4634.66,18
BelShop,Beleza e Bem-estar,Nações Shopping,5369.77,36
Belshop,Beleza e Bem-estar,Neumarkt Shopping,8712.34,69
Beto Carrero World Quiosque,Serviços,Nações Shopping,459.6,1
Bibi,Infantil,Balneário Shopping,5616.35,16
Bibi Calçados,Calçados,Garten Shopping,4523.58,12
Big Jack Cervejaria,Gastronomia,Nações Shopping,261.0,8
BioMundo Produtos Naturais,Beleza e Bem-estar,Neumarkt Shopping,2453.97,22
Bkko,Moda,Norte Shopping,12195.54,19
Boali,Gastronomia,Garten Shopping,880.9,20
Bob's,Gastronomia,Balneário Shopping,978.98,25
Bob's,Gastronomia,Norte Shopping,1304.08,31
Bob's (Quiosque 1),Gastronomia - Sorvetes,Norte Shopping,126.9,9
Bob's (Quiosque 2),Gastronomia - Sorvetes,Norte Shopping,127.0,4
Bob's - Quiosque,Gastronomia,Nações Shopping,227.0,8
Bob's Sorvete - Quiosque,Gastronomia,Continente Shopping,1823.32,61
Boiko Joalheiros,Joalheria,Norte Shopping,227.0,1
Bonna Panquecas e Massas,Gastronomia,Balneário Shopping,1367.7,29
Borelli,Gastronomia,Balneário Shopping,204.0,6
Borelli Gelato,Gastronomia - Sorvetes,Continente Shopping,746.9,24
Boss,Moda,Balneário Shopping,22930.0,9
Bottero,Calçados,Balneário Shopping,4708.7,10
Bottero,Calçados,Neumarkt Shopping,8557.779999999999,11
Bowling Blu,Lazer,Norte Shopping,897.0,4
Brando Bike,Outros,Norte Shopping,799.0,1
Brasil Cacau,Gastronomia,Continente Shopping,2426.5299999999997,69
Bread Pide,Gastronomia,Balneário Shopping,995.9,19
Brooksfield,Moda,Balneário Shopping,34303.53,15
Brooksfield,Moda,Continente Shopping,4719.44,3
Brooksfield,Moda,Garten Shopping,11657.58,6
Brooksfield,Moda,Neumarkt Shopping,6144.3,9
Buddha Spa,Serviços,Balneário Shopping,129.0,1
Buddha Spa Garten Joinville,Beleza e Bem-estar,Garten Shopping,559.0,2
Burger King,Gastronomia,Balneário Shopping,2199.69,45
Burger King,Gastronomia,Continente Shopping,7212.2,139
Burger King,Gastronomia,Garten Shopping,3762.21,78
Burger King,Gastronomia,Nações Shopping,2866.0,54
Burger King,Gastronomia,Neumarkt Shopping,6312.3,116
Burger King,Gastronomia,Norte Shopping,9795.5,173
Békko,Moda,Nações Shopping,4297.3,7
C&A,Moda,Balneário Shopping,38202.72,157
C&A,Moda,Continente Shopping,51443.25,217
C&A,Moda,Garten Shopping,22635.58,93
C&A,Moda,Nações Shopping,29016.07,144
CANTINA MATTERELLO RESTAURANTE E PASTELARIA,Gastronomia,Garten Shopping,1097.62,34
CAPA FINA,Telefonia,Garten Shopping,370.4,3
Cabanas,Moda,Neumarkt Shopping,774.9300000000001,4
Cacau Show,Gastronomia,Balneário Shopping,1942.56,29
Cacau Show,Gastronomia,Continente Shopping,812.21,22
Cacau Show,Gastronomia,Garten Shopping,5305.36,94
Cacau Show,Gastronomia,Nações Shopping,3479.18,73
Cacau Show,Gastronomia,Neumarkt Shopping,5165.64,116
Cacau Show,Gastronomia,Norte Shopping,3975.4,88
Café Cultura,Gastronomia,Balneário Shopping,647.0,13
Café Cultura,Gastronomia,Continente Shopping,2046.03,47
Café Cultura,Gastronomia,Garten Shopping,2573.17,54
Café Cultura,Gastronomia,Nações Shopping,2741.26,60
Café Cultura,Gastronomia,Neumarkt Shopping,4232.59,109
Calvin Klein,Moda,Balneário Shopping,1356.0,2
Calvin Klein e Tommy Hilfiger,Moda,Nações Shopping,6509.0,5
Calzedonia,Moda,Balneário Shopping,3135.84,9
Calçados Pegada,Calçados,Garten Shopping,1249.95,4
Camarão Express,Gastronomia,Balneário Shopping,1392.5,20
Camarão Express,Gastronomia,Continente Shopping,2194.51,30
Camarão Express,Gastronomia,Nações Shopping,4091.4,50
Camarão Express,Gastronomia,Neumarkt Shopping,3945.73,72
Camicado,Casa e Decoração,Balneário Shopping,14000.92,41
Camicado,Casa e Decoração,Nações Shopping,3492.71,15
Camicado,Casa e Decoração,Neumarkt Shopping,15886.08,64
Cantinho Grill,Gastronomia,Nações Shopping,2653.8,52
Carioca Calçados,Calçados,Continente Shopping,16051.130000000001,51
Carter's,Infantil,Garten Shopping,1800.91,9
Carter's,Infantil,Neumarkt Shopping,7211.4800000000005,38
Carter´s,Infantil,Balneário Shopping,5962.52,18
Cartes - Cozinha do Mundo,Gastronomia,Continente Shopping,4924.21,75
Casa Bauducco,Gastronomia,Balneário Shopping,2664.12,51
Casa Bauducco,Gastronomia,Garten Shopping,1335.33,21
Casa Maria,Casa e Decoração,Continente Shopping,3949.19,79
Casa Maria,Casa e Decoração,Nações Shopping,1583.33,25
Casas Bahia,Eletrodomésticos,Norte Shopping,19347.97,24
Cases e Capas,Presentes e Acessórios,Nações Shopping,709.0,7
Cassol Centerlar,Casa e Decoração,Nações Shopping,6944.73,32
Cavezzale,Presentes e Acessórios,Neumarkt Shopping,1607.32,6
Centauro,Esportes,Balneário Shopping,30646.89,98
Centauro,Esportes,Continente Shopping,35877.69,113
Centauro,Esportes,Garten Shopping,14407.1,56
Centauro,Esportes,Nações Shopping,11746.41,40
Centauro,Esportes,Neumarkt Shopping,31081.760000000002,96
Centauro,Esportes,Norte Shopping,31452.79,90
Chaveiro 3D,Serviços,Neumarkt Shopping,55.0,1
Chef's & Fritas,Gastronomia,Nações Shopping,77.8,1
Chilli Beans,Ótica,Balneário Shopping,429.92,1
Chilli Beans,Ótica,Garten Shopping,319.98,1
Chilli Beans,Ótica,Nações Shopping,4667.99,8
Chilli Beans,Ótica,Norte Shopping,5189.84,14
Chiquinho Sorvetes,Gastronomia,Neumarkt Shopping,1693.5,70
Chiquinho Sorvetes,Gastronomia - Sorvetes,Continente Shopping,680.2,30
Chiquinho Sorvetes,Gastronomia - Sorvetes,Garten Shopping,506.0,22
Chiquinho Sorvetes,Gastronomia - Sorvetes,Norte Shopping,1214.5,47
Chope Do Mestre,Gastronomia,Continente Shopping,29.5,1
Chope do Mestre,Gastronomia,Nações Shopping,61.0,3
Chuá Brand,Moda,Garten Shopping,2952.3,5
Chuá Brand,Moda Feminina,Continente Shopping,4957.0,5
Cia Marítima,Moda Feminina,Neumarkt Shopping,700.2,1
Cia da Saúde,Outros,Garten Shopping,15.73,3
Cia do Homem,Moda,Neumarkt Shopping,13781.74,17
Cia do Terno,Moda,Norte Shopping,5373.29,10
Cinépolis,Lazer,Continente Shopping,1425.0,28
Cinépolis,Lazer,Norte Shopping,1165.0,20
Claro,Telefonia,Continente Shopping,20374.4,4
Claro,Telefonia,Neumarkt Shopping,3931.8,2
Claro,Telefonia,Norte Shopping,2816.4,2
Claro S/a,Telefonia,Balneário Shopping,4905.48,1
Clifield,Moda,Balneário Shopping,7011.25,8
Clifield,Moda,Continente Shopping,8650.82,21
Clube Melissa,Calçados,Balneário Shopping,2405.84,8
Clube Melissa,Calçados,Neumarkt Shopping,6544.93,24
Cobasi,Pets,Continente Shopping,11250.460000000001,108
Cobasi,Pets,Garten Shopping,5024.22,66
