loja_nome,segmento,shopping,valor,cupons
.,Calçados,Garten Shopping,3898.84,6
.,Gastronomia,Neumarkt Shopping,1620.37,6
.,Ótica,Garten Shopping,1119.6,1
10 Pastéis,Gastronomia,Balneário Shopping,1290.2,28
10 Pastéis,Gastronomia,Garten Shopping,541.9,15
A Fabulosa,Presentes e Acessórios,Norte Shopping,1407.3,39
ADCOS,Beleza e Bem-estar,Continente Shopping,5390.6900000000005,11
ADCOS,Beleza e Bem-estar,Garten Shopping,2223.71,6
ANACAPRI,Calçados,Balneário Shopping,519.8,2
Acium,Joalheria,Neumarkt Shopping,1046.0,3
Acium,Presentes e Acessórios,Garten Shopping,199.0,1
Acium,Presentes e Acessórios,Norte Shopping,46.0,1
Acuo,Moda,Nações Shopping,3592.4,12
Acuvue Lentes,Ótica,Balneário Shopping,839.7,1
Adcos,Beleza e Bem-estar,Balneário Shopping,1283.0,4
Adcos,Beleza e Bem-estar,Nações Shopping,2725.01,5
Adcos,Beleza e Bem-estar,Neumarkt Shopping,3039.0,13
Adidas,Esportes,Balneário Shopping,15606.57,23
Adidas,Esportes,Neumarkt Shopping,16190.83,36
Adidas Originals,Moda,Balneário Shopping,10181.25,19
Alison Salles Hair Stylist,Salão de Beleza | Barbearia,Neumarkt Shopping,180.0,2
Altenburg,Casa e Decoração,Balneário Shopping,2595.89,3
Altenburg,Casa e Decoração,Continente Shopping,660.0,1
Anacapri,Lazer,Continente Shopping,2058.2,9
Animale,Moda Feminina,Balneário Shopping,8947.060000000001,3
Antonio's Boliche,Gastronomia - Sorvetes,Nações Shopping,402.0,1
Aramis,Moda,Balneário Shopping,4938.4,4
Aramis,Moda,Neumarkt Shopping,5140.9,3
Aramis Menswear,Moda,Garten Shopping,5608.4,6
Arezzo,Calçados,Continente Shopping,14146.3,30
Arezzo,Calçados,Garten Shopping,3838.5,5
Arezzo,Calçados,Nações Shopping,12722.63,27
Arezzo,Calçados Femininos,Balneário Shopping,10712.16,18
Arquipélago  Sushi,Gastronomia,Continente Shopping,24380.43,55
Arranjos Express,Serviços,Garten Shopping,106.0,1
Artwalk,Calçados,Balneário Shopping,10715.37,11
Atacadão,Supermercado,Norte Shopping,45138.15,333
Audithorium,Moda,Balneário Shopping,3115.26,6
Audithorium,Moda,Garten Shopping,2967.91,2
Audithorium Menswear,Moda,Continente Shopping,409.70000000000005,2
Authentic Feet,Moda,Neumarkt Shopping,4697.85,8
Avatim,Beleza e Bem-estar,Nações Shopping,2097.0,10
Avatim,Beleza e Bem-estar,Neumarkt Shopping,6109.0,47
Avatim,Beleza e Bem-estar,Norte Shopping,3707.6,25
Bacio di Latte,Gastronomia,Balneário Shopping,4261.45,106
Bacio di Latte,Gastronomia,Continente Shopping,5404.61,121
Bagaggio,Presentes e Acessórios,Balneário Shopping,299.0,1
Bagaggio,Presentes e Acessórios,Continente Shopping,134.86,1
Bagaggio,Presentes e Acessórios,Garten Shopping,1518.7,2
Bagaggio,Presentes e Acessórios,Neumarkt Shopping,4448.96,8
Balneário Shopping - Estacionamento,Serviços,Balneário Shopping,1745.0,57
Baummer,Joalheria,Nações Shopping,1925.23,13
Baummer Semijóias,Presentes e Acessórios,Garten Shopping,144.8,2
Beagle,Moda,Balneário Shopping,259.98,2
Beagle,Moda,Continente Shopping,6409.45,13
Beagle,Moda,Garten Shopping,7198.56,19
Beagle,Moda,Nações Shopping,7847.4400000000005,15
Beagle,Moda,Norte Shopping,5967.57,8
BelShop,Beleza e Bem-estar,Nações Shopping,5564.02,27
Belshop,Beleza e Bem-estar,Neumarkt Shopping,2629.58,41
Bibi,Infantil,Balneário Shopping,8978.65,20
Bibi Calçados,Calçados,Garten Shopping,3288.88,10
Big Jack Cervejaria,Gastronomia,Nações Shopping,189.8,4
BioMundo Produtos Naturais,Beleza e Bem-estar,Neumarkt Shopping,2754.5699999999997,20
Biscoitê,Calçados,Balneário Shopping,55.6,1
Bkko,Moda,Norte Shopping,199.9,1
Boali,Gastronomia,Garten Shopping,1019.2,27
Bob's,Gastronomia,Balneário Shopping,428.5,19
Bob's,Gastronomia,Norte Shopping,1287.35,27
Bob's (Quiosque 1),Gastronomia - Sorvetes,Norte Shopping,30.0,1
Bob's - Quiosque,Gastronomia,Nações Shopping,34.0,1
Bob's Sorvete - Quiosque,Gastronomia,Continente Shopping,2728.15,78
Boiko Joalheiros,Joalheria,Norte Shopping,209.0,1
Bonna Panquecas e Massas,Gastronomia,Balneário Shopping,2092.4,42
Borelli,Gastronomia,Balneário Shopping,194.7,7
Borelli Gelato,Gastronomia - Sorvetes,Continente Shopping,1121.72,37
Boss,Moda,Balneário Shopping,4260.0,2
Botoclinic,Beleza e Bem-estar,Garten Shopping,199.0,1
Bottero,Calçados,Balneário Shopping,6179.58,10
Bottero,Calçados,Neumarkt Shopping,8486.5,18
Bowling Blu,Lazer,Norte Shopping,169.0,1
Brando Bike,Outros,Norte Shopping,899.0,1
Brasil Cacau,Gastronomia,Continente Shopping,1599.81,66
Bread Pide,Gastronomia,Balneário Shopping,1557.6599999999999,24
Brooksfield,Moda,Balneário Shopping,3797.51,5
Brooksfield,Moda,Continente Shopping,4239.76,3
Brooksfield,Moda,Garten Shopping,7133.53,8
Brooksfield,Moda,Neumarkt Shopping,11970.35,12
Buddha Spa,Serviços,Balneário Shopping,1504.0,1
Bull Prime Steak House,Gastronomia,Garten Shopping,2119.5,6
Burger King,Gastronomia,Balneário Shopping,5113.139999999999,89
Burger King,Gastronomia,Continente Shopping,5762.32,107
Burger King,Gastronomia,Garten Shopping,4592.3099999999995,83
Burger King,Gastronomia,Nações Shopping,2613.65,55
Burger King,Gastronomia,Neumarkt Shopping,9414.24,166
Burger King,Gastronomia,Norte Shopping,7906.44,124
Békko,Moda,Nações Shopping,3731.94,7
C&A,Moda,Balneário Shopping,41330.87,149
C&A,Moda,Continente Shopping,44023.42,190
C&A,Moda,Garten Shopping,24681.56,111
C&A,Moda,Nações Shopping,32872.68,141
CANTINA MATTERELLO RESTAURANTE E PASTELARIA,Gastronomia,Garten Shopping,655.78,25
CELULAR CENTER,Eletrônicos,Continente Shopping,75.0,1
Cabanas,Moda,Neumarkt Shopping,913.99,3
Cacau Show,Gastronomia,Balneário Shopping,1679.49,31
Cacau Show,Gastronomia,Continente Shopping,1820.9,50
Cacau Show,Gastronomia,Garten Shopping,3880.56,77
Cacau Show,Gastronomia,Nações Shopping,3708.77,63
Cacau Show,Gastronomia,Neumarkt Shopping,4462.0199999999995,114
Cacau Show,Gastronomia,Norte Shopping,2873.37,57
Café Cultura,Gastronomia,Balneário Shopping,1448.05,34
Café Cultura,Gastronomia,Continente Shopping,1747.06,46
Café Cultura,Gastronomia,Garten Shopping,2635.86,52
Café Cultura,Gastronomia,Neumarkt Shopping,11149.12,206
Calvin Klein,Moda,Balneário Shopping,1644.01,4
Calvin Klein e Tommy Hilfiger,Moda,Nações Shopping,1037.0,3
Calzedonia,Moda,Balneário Shopping,8737.86,36
Camarão Express,Gastronomia,Balneário Shopping,2981.49,27
Camarão Express,Gastronomia,Continente Shopping,2046.93,24
Camarão Express,Gastronomia,Nações Shopping,7065.74,79
Camarão Express,Gastronomia,Neumarkt Shopping,6239.67,104
Camicado,Casa e Decoração,Balneário Shopping,16069.91,38
Camicado,Casa e Decoração,Garten Shopping,5684.3,18
Camicado,Casa e Decoração,Nações Shopping,5355.12,22
Camicado,Casa e Decoração,Neumarkt Shopping,8781.539999999999,38
Cantinho Grill,Gastronomia,Nações Shopping,2244.32,44
Carioca Calçados,Calçados,Continente Shopping,14836.18,50
Carter's,Infantil,Garten Shopping,5135.48,18
Carter's,Infantil,Neumarkt Shopping,8444.51,26
Carter´s,Infantil,Balneário Shopping,5836.04,22
Cartes - Cozinha do Mundo,Gastronomia,Continente Shopping,4140.94,75
Casa Bauducco,Gastronomia,Balneário Shopping,1566.72,34
Casa Bauducco,Gastronomia,Garten Shopping,1239.6,23
Casa Maria,Casa e Decoração,Continente Shopping,2509.66,55
Casa Maria,Casa e Decoração,Nações Shopping,2726.21,50
Casas Bahia,Eletrodomésticos,Norte Shopping,4361.0,7
Cases e Capas,Presentes e Acessórios,Nações Shopping,1594.0,8
Cassol Centerlar,Casa e Decoração,Nações Shopping,10995.53,51
Cavezzale,Presentes e Acessórios,Neumarkt Shopping,2808.7,10
Celular Shop,Eletrônicos,Balneário Shopping,149.9,1
Centauro,Esportes,Balneário Shopping,42793.950000000004,114
Centauro,Esportes,Continente Shopping,30197.38,74
Centauro,Esportes,Garten Shopping,29427.54,77
Centauro,Esportes,Nações Shopping,20802.670000000002,64
Centauro,Esportes,Neumarkt Shopping,34871.49,108
Centauro,Esportes,Norte Shopping,10287.560000000001,38
Chilli Beans,Ótica,Garten Shopping,2545.96,3
Chilli Beans,Ótica,Norte Shopping,1787.9,3
Chiquinho Sorvetes,Gastronomia,Neumarkt Shopping,1639.0,65
Chiquinho Sorvetes,Gastronomia - Sorvetes,Continente Shopping,4286.5,29
Chiquinho Sorvetes,Gastronomia - Sorvetes,Garten Shopping,259.0,13
Chiquinho Sorvetes,Gastronomia - Sorvetes,Norte Shopping,644.0,29
Chope Do Mestre,Gastronomia,Continente Shopping,57.0,2
Chope do Mestre,Gastronomia,Nações Shopping,60.0,4
Chuá Brand,Moda,Garten Shopping,5175.299999999999,11
Chuá Brand,Moda Feminina,Continente Shopping,6609.3,8
Cia Marítima,Moda Feminina,Neumarkt Shopping,946.0,1
Cia do Homem,Moda,Neumarkt Shopping,8866.42,16
Cia do Terno,Moda,Norte Shopping,1128.0,1
Cinépolis,Lazer,Continente Shopping,6712.0,98
Cinépolis,Lazer,Norte Shopping,2217.9,32
Claro,Telefonia,Continente Shopping,3589.0,1
Claro,Telefonia,Neumarkt Shopping,999.0,1
Clifield,Moda,Balneário Shopping,2662.9,4
Clifield,Moda,Continente Shopping,6382.6,13
Clube Melissa,Calçados,Balneário Shopping,564.1,5
Clube Melissa,Calçados,Neumarkt Shopping,1584.66,8
Cobasi,Pets,Continente Shopping,8765.28,86
Cobasi,Pets,Garten Shopping,5898.1,68
Cobasi,Pets,Nações Shopping,8042.2699999999995,66
Cobasi,Pets,Neumarkt Shopping,16716.53,124
Cobasi,Pets,Norte Shopping,7933.58,76
Colcci,Moda,Balneário Shopping,2810.0,4
Colcci,Moda,Nações Shopping,27552.5,22
Coliseu,Joalheria,Balneário Shopping,6770.0,1
Coliseu,Joalheria,Garten Shopping,33163.92,18
Companhia da Moda,Moda,Continente Shopping,1326.6,6
Constance,Calçados,Continente Shopping,1801.39,7
Continente Shopping - Estacionamento,Serviços,Continente Shopping,3654.0,98
Cores em Cacau,Gastronomia,Balneário Shopping,25.0,1
Cores em Cacau,Gastronomia,Neumarkt Shopping,208.6,3
Creamy Skin Care,Beleza e Bem-estar,Balneário Shopping,831.19,9
Criamigos,Infantil,Balneário Shopping,4697.1,11
Crocs,Calçados,Balneário Shopping,1987.0,8
Crocs,Calçados,Garten Shopping,779.0,2
Crocs,Calçados,Neumarkt Shopping,2536.0,7
Damay Cafeteria,Gastronomia,Garten Shopping,186.32,3
Damyller,Moda,Continente Shopping,2897.5,6
Damyller,Moda,Garten Shopping,4698.3,9
Damyller,Moda,Nações Shopping,3412.8,7
Damyller,Moda,Neumarkt Shopping,6580.7,11
Damyller,Não informado,Balneário Shopping,878.0,2
Daniela Tombini,Moda,Neumarkt Shopping,344.77,1
De Ville Gourmet,Gastronomia,Balneário Shopping,1194.17,16
Decathlon,Esportes,Continente Shopping,17431.6,87
Dedal Oficina de Costura,Serviços,Continente Shopping,40.5,1
Delícia do Vale,Gastronomia,Norte Shopping,660.86,12
Democrata,Calçados,Balneário Shopping,4068.5,8
Democrata,Calçados,Continente Shopping,3020.7599999999998,11
Democrata,Calçados,Garten Shopping,3615.23,9
Democrata,Calçados,Neumarkt Shopping,11707.74,23
Dez Pastéis,Gastronomia,Nações Shopping,1101.9,29
Diesel,Moda,Balneário Shopping,2195.0,1
Divino Fogão,Gastronomia,Balneário Shopping,162.9,3
Divino Fogão,Gastronomia,Continente Shopping,3126.04,49
Divino Fogão,Gastronomia,Garten Shopping,1501.73,29
Divino Fogão,Gastronomia,Neumarkt Shopping,5076.87,110
Divino Fogão,Gastronomia - Restaurante,Norte Shopping,428.07,7
Docejo,Gastronomia,Continente Shopping,2304.49,64
Dona Torta,Gastronomia,Garten Shopping,11161.83,263
Donna Mirô,Gastronomia,Nações Shopping,574.58,10
Dudalina,Moda,Nações Shopping,1148.95,2
Due Sapori,Gastronomia,Neumarkt Shopping,1686.95,29
Duladu,Gastronomia,Balneário Shopping,1700.8,6
EVOLUCELL CELULARES,Telefonia,Continente Shopping,1251.0,6
Ellus,Moda,Balneário Shopping,2894.45,4
Empório Du Homem,Moda,Continente Shopping,19121.52,15
Empório Du Homem,Moda,Nações Shopping,169.9,1
Espaço Laser,Beleza e Bem-estar,Continente Shopping,267.0,1
Essence Parfums,Beleza e Bem-estar,Nações Shopping,2556.03,4
Estacionamento - Nações Shopping,Serviços,Nações Shopping,612.0,44
Estação Choperia,Gastronomia,Neumarkt Shopping,4851.5,85
Estação Choperia,Gastronomia,Norte Shopping,525.4,12
Estação do Doce,Gastronomia,Nações Shopping,53.16,5
Estrela Beauty,Infantil,Balneário Shopping,414.0,6
Evolucell,Eletrônicos,Continente Shopping,539.0,2
Express Grill,Gastronomia,Norte Shopping,1755.24,39
Express Grill,Gastronomia - Restaurante,Garten Shopping,1114.19,21
FARM Rio,Moda,Continente Shopping,2993.48,5
FATIMA ESPORTES,Esportes,Nações Shopping,274.48,2
FORUM,Moda,Balneário Shopping,3649.4,3
Farm,Moda,Balneário Shopping,12104.970000000001,19
Farm,Moda,Nações Shopping,7587.1900000000005,13
Farm,Moda Feminina,Garten Shopping,6299.0,13
Farm,Moda Feminina,Neumarkt Shopping,6575.26,14
Feng Cheng,Gastronomia,Garten Shopping,3055.07,47
Feng Cheng,Gastronomia,Neumarkt Shopping,6830.51,92
Feng Cheng,Gastronomia,Norte Shopping,938.79,16
Figueira Store,Esportes,Continente Shopping,1329.95,8
Fini,Gastronomia,Balneário Shopping,17.18,1
Fini,Gastronomia,Continente Shopping,297.17,15
Fini,Gastronomia,Garten Shopping,92.64,4
Fini,Gastronomia,Nações Shopping,275.91,8
Floripratas,Presentes e Acessórios,Continente Shopping,352.6,3
Forneria Carbone,Gastronomia,Continente Shopping,889.25,5
Frank d'Ferran Cabelereiros,Salão de Beleza | Barbearia,Continente Shopping,540.0,6
Freddo,Gastronomia,Balneário Shopping,1203.55,28
Freddo,Gastronomia,Garten Shopping,987.13,39
Freddo,Gastronomia,Neumarkt Shopping,1461.1,47
Fábrica Di Chocolate,Gastronomia,Continente Shopping,157.0,5
Fábrica Di Chocolate,Gastronomia,Nações Shopping,160.82,7
Fátima Bebê,Infantil,Nações Shopping,3747.5,21
Fátima Criança,Infantil,Nações Shopping,1889.0,13
Fátima Papelaria,Papelaria,Nações Shopping,811.85,13
GNC Cinemas,Lazer,Neumarkt Shopping,5293.5,84
Game Mania,Eletrônicos,Balneário Shopping,7289.290000000001,8
Game Mania,Eletrônicos,Neumarkt Shopping,1909.9,3
Gamelas & Panella's,Gastronomia,Continente Shopping,5681.32,90
Gamelas & Panella´s,Gastronomia,Balneário Shopping,1892.51,20
Gelato Borelli,Gastronomia,Neumarkt Shopping,1503.7,35
Gelato Borelli,Gastronomia - Sorvetes,Garten Shopping,716.85,19
Gelatony Gelateria,Gastronomia,Continente Shopping,355.0,9
General Lyy,Moda,Garten Shopping,6975.23,25
General Lyy,Moda,Neumarkt Shopping,5878.03,20
