cliente_id,loja_nome,n,valor
151,Mamma Mia Express,1,31.0
164,Kopenhagen,2,125.4
164,Panvel Farmácias,1,280.51
168,Giraffas,1,32.0
168,Outback Steakhouse,5,356.12
169,Cobasi,1,80.22
169,Kopenhagen,1,16.4
169,Tomato,1,44.01
174,Kalunga,1,35.42
174,Tech Smart,2,280.0
177,Americanas,1,69.64
195,Brooksfield,1,1759.92
195,Gamelas & Panella's,1,44.91
195,HOT DOG DUPIRU,1,46.0
195,Nike Unite,1,161.0
241,John John Denim,1,1473.0
241,Livrarias Catarinense,1,324.7
241,Miniso,1,127.93
241,Youcom,1,128.0
251,Cinépolis,1,107.0
259,Cacau Show,1,29.0
259,Me.Linda,1,64.0
259,Renner,1,329.5
277,Chiquinho Sorvetes,1,36.0
277,Cobasi,1,246.8
285,Camicado,1,704.93
349,Chiquinho Sorvetes,1,10.0
349,Mr. Cheff,1,97.99
375,Casa Bauducco,1,31.0
506,Americanas,1,28.98
506,Casa Maria,3,130.92
506,Panvel Farmácias,3,440.64
506,Renner,2,264.64
568,Café Cultura,6,122.0
568,GNC Cinemas,1,26.0
568,Gondolier,2,150.0
568,Kalunga,1,47.0
568,Livrarias Catarinense,1,47.1
568,Lojas Americanas,2,158.8
568,Mamma Mia Express,1,29.0
568,Milky Moo,1,28.0
568,Mini Kalzone,1,19.0
568,Natura,1,10.0
568,Ri Happy,1,99.98
611,Renner,1,179.9
617,Havan,1,49.99
617,Lindt,1,42.79
617,O Boticário,1,1275.0
725,Carioca Calçados,1,199.98
725,Centauro,1,59.99
725,Clifield,1,149.9
725,Kalunga,1,22.08
725,Lojas Americanas,1,43.14
725,Lupo,1,58.6
725,Ophicina,1,103.9
725,Panvel Farmácias,1,113.28
725,Renner,1,129.6
736,Cinépolis,1,32.0
736,Feng Cheng,1,162.83
736,Lindt,2,23.98
740,Camarão Express,1,87.0
740,Estação Choperia,2,274.0
740,General Lyy,1,900.0
740,Kfc,3,218.3
740,Mamma Mia Express,1,177.0
752,Gondolier,1,56.0
769,Miniso,1,119.99
769,Renner,2,1309.0
769,Superlegal Brinquedos,2,178.99
770,Lojas Americanas,3,92.76
770,Riachuelo,1,179.0
770,World Tennis,1,40.0
986,Americanas,3,121.6
986,C&A,1,31.99
986,Estacionamento - Nações Shopping,2,26.0
1213,C&A,1,79.99
1213,Carioca Calçados,1,99.99
1213,Giraffas,1,31.9
1213,Leo Cosméticos,1,31.0
1303,C&A,1,349.97
1303,Mini Kalzone,1,31.0
1391,Centauro,1,59.99
1603,Cacau Show,1,62.0
1603,Centauro,1,99.99
1770,Burger King,1,22.9
1770,Café Cultura,2,34.5
2035,KFC,1,67.9
2038,Chiquinho Sorvetes,1,45.0
2038,Havan,1,437.93
2038,Mc Donalds,1,55.7
2038,Renner,2,959.3
2185,Cobasi,1,166.7
2185,Livraria Catarinense,1,33.2
2185,Panvel Farmácias,1,284.97
2213,Atacadão,2,109.72
2213,Avatim,1,73.0
2213,KFC,1,30.9
2254,Avatim Cheiros Da Terra,1,140.0
2254,Panvel Farmácias,1,119.23
2292,Atacadão,2,34.99
2292,Divino Fogão,1,38.0
2292,Jah Açaí,1,16.45
2363,Camarão Express,2,63.66
2363,Divino Fogão,1,22.0
2363,Havan,1,245.9
2363,Lojas Americanas,6,144.55
2363,Paquetá,2,519.97
2374,Café Cultura,5,137.0
2374,Centauro,1,399.99
2374,Cobasi,2,164.9
2374,Freddo,1,83.0
2374,GNC Cinemas,2,144.0
2374,Kalunga,2,352.9
2374,Kopenhagen,1,20.9
2374,Lindt,1,12.99
2374,Livrarias Catarinense,1,35.8
2374,Lojas Americanas,1,115.87
2374,Madero,2,161.71
2374,McDonald's,4,229.2
2374,Outback Steakhouse,1,176.0
2374,Paquetá,1,897.97
2374,Ri Happy,1,339.99
2452,Balneário Shopping - Estacionamento,1,30.0
2452,MeLinda,1,107.9
2452,Panvel Farmácias,1,66.46
2600,Crocs,1,536.0
2600,Grano Pasta Ristorante,1,11.0
2600,Havan,1,59.99
2600,Idéli Oui,1,1587.0
2600,KFC,1,27.9
2600,L'occitane Au Brasil,1,249.6
2600,Livrarias Curitiba,2,293.5
2600,McDonald's,1,12.5
2600,Mini Kalzone,2,78.0
2600,Riachuelo,1,489.95
2643,C&A,2,309.98
2643,Lug's,1,88.99
2643,Lupo,1,105.5
2643,McDonald's,2,183.8
2685,General Lyy,8,1756.58
2785,Spoleto,1,20.37
2945,Cacau Show,1,29.99
2945,Garten Shopping - Estacionamento,6,86.0
2945,Hering,1,69.99
2945,Lupo,1,150.0
2945,McDonald's,1,223.65
2945,Natura,1,87.91
2945,Polo Wear,1,59.99
2945,Renner,1,139.9
2945,Youcom,1,419.7
2955,Life by Vivara,1,830.0
2987,Kopenhagen,1,27.8
2987,Lindt,2,242.95
2987,Zara,1,339.0
3019,Renner,1,628.1
3107,Lojas Americanas,1,45.97
3184,Hering Store,2,679.97
3184,Livrarias Catarinense,1,67.6
3184,Mini Kalzone,1,20.0
3184,O Boticário,1,299.3
3184,Studio Z,1,232.97
3184,WePink,1,47.9
3307,Kalunga,2,53.9
3428,Livraria Catarinense,2,73.55
3582,Cacau Show,1,38.97
3582,Carioca Calçados,2,981.97
3582,Continente Shopping - Estacionamento,2,300.0
3582,Decathlon,1,139.98
3582,Giraffas,6,295.2
3582,Kalunga,5,135.7
3582,Lojas Americanas,1,84.98
3582,O Boticário,1,47.92
3582,Renner,2,369.6
3596,Kib´s,3,86.0
3596,Officina do Celular,1,150.0
3596,iPlace,1,189.0
3671,Cinépolis,2,97.0
3671,Continente Shopping - Estacionamento,1,19.0
3671,Decathlon,1,79.98
3671,Hope,1,209.0
3671,Livrarias Catarinense,1,104.6
3671,Lojas Americanas,1,37.97
3671,Milky Moo,2,108.0
3671,O Boticário,1,45.0
3671,Panvel Farmácias,1,228.13
3696,Americanas,1,33.15
3696,C&A,1,169.99
3696,Casa Maria,1,23.97
3696,Cassol Centerlar,1,149.6
