cliente_id,loja_nome,n,valor
151,Cobasi,1,34.9
151,Havan,1,265.81
151,Kalunga,1,113.1
151,Mc Donalds,1,69.8
152,Granado Phamácias,1,55.8
152,Kopenhagen,1,14.18
152,Trëma,1,45.9
164,C&A,1,509.97
166,Mini Kalzone,1,7.5
166,Spoleto,1,38.5
168,Swell Poke,1,45.0
169,Café Cultura,1,12.0
169,Cobasi,2,141.13
169,Decathlon,1,52.89
169,Kopenhagen,1,25.9
169,Livrarias Catarinense,2,179.0
169,Natura,1,125.73
169,World Tennis,1,249.98
169,Zanoni Sushi,1,66.95
170,Renner,1,49.9
170,Riachuelo,2,759.8
170,Youcom,2,469.7
195,Alô Bebê,1,78.9
241,Hering Store,1,599.93
241,Livrarias Catarinense,3,260.0
241,Panvel Farmácias,1,337.85
241,Youcom,1,169.8
259,Chiquinho Sorvetes,1,22.0
259,Havan,1,109.99
266,Havan,1,229.9
266,Kfc,1,67.5
266,Norte Shopping - Estacionamento,1,16.0
266,Riachuelo,1,39.9
277,Cobasi,1,50.0
277,Havan,1,9.99
277,Mini Kalzone,1,52.5
287,Havan,1,274.95
287,Idéli.Oui,1,379.0
344,Centauro,1,429.94
344,Renner,1,339.6
349,Atacadão,1,114.72
349,Burger King,1,121.5
349,Centauro,1,319.97
349,Lojas Americanas,1,46.95
349,Mr. Cheff,1,106.0
349,Pittol,1,869.95
375,Cacau Show,1,53.88
375,Feng Cheng,1,138.81
375,McDonald's,1,63.0
446,Cobasi,2,272.4
452,Balneário Shopping - Estacionamento,1,30.0
568,Café Cultura,2,81.0
568,Chiquinho Sorvetes,2,69.0
568,Farm,1,444.03
568,McDonald's,1,79.9
568,Riachuelo,1,149.98
617,Coliseu,1,5742.0
617,Livrarias Curitiba,1,50.0
649,Griletto,1,18.5
649,Lojas Americanas,2,50.95
649,McDonald's,2,7.91
649,Mr. Cheff,4,93.0
649,Riachuelo,2,489.7
736,Kalunga,1,59.8
736,LOJAS AMERICANAS,1,547.95
736,Lindt,2,15.64
736,Pizza Hut,1,119.7
769,Balneário Shopping - Estacionamento,1,30.0
769,C&A,1,119.99
769,Lojas Americanas,1,138.84
769,Morana,1,169.8
769,"Quem disse, Berenice?",2,123.0
769,Renner,1,259.8
769,Riachuelo,1,229.89
769,Youcom,1,629.4
770,Burger King,1,40.9
770,Havan,1,899.9
770,Mini Kalzone,1,10.0
780,C&A,1,361.94
780,Cartes - Cozinha do Mundo,11,1320.04
780,Gamelas & Panella's,1,40.18
780,Griletto,1,18.5
780,McDonald's,1,71.6
780,Spoleto,1,134.8
780,Zanoni Sushi,1,101.03
950,JCanedo,1,764.85
950,Neumarkt Shopping - Estacionamento,1,22.0
950,Sandaliaria,1,49.9
950,Studio Z,1,24.99
986,C&A,1,39.99
988,Riachuelo,2,299.76
1007,Livrarias Catarinense,1,94.8
1007,Shoulder,1,699.0
1013,World Tennis,1,399.99
1137,Chiquinho Sorvetes,2,67.0
1137,Cinépolis,1,5.0
1137,Mini Kalzone,1,14.9
1144,Centauro,1,249.99
1144,Riachuelo,1,129.7
1178,Havan,1,129.97
1178,LOJAS AMERICANAS,1,23.47
1178,McDonald's,2,45.2
1178,Me.Linda,1,108.89
1178,Track & Field,2,629.7
1213,Livrarias Catarinense,1,34.9
1213,Mini Kalzone,1,17.0
1213,O Boticário,1,47.9
1213,Renner,1,239.0
1258,Youcom,1,179.9
1318,Kalunga,1,114.7
1318,Riachuelo,1,159.9
1449,Renner,4,1325.06
1449,Riachuelo,1,332.3
1496,Osklen,1,397.0
1533,Café Cultura,1,69.01
1533,Kalunga,1,35.6
1533,Natura,1,57.9
1533,Panvel Farmácias,1,65.36
1547,Bob's Sorvete - Quiosque,1,5.7
1547,Burger King,3,101.7
1547,Camarão Express,1,45.0
1547,Docejo,1,51.0
1547,Kalunga,2,92.18
1547,Mr. Cheff,1,9.0
1547,Nike Unite,1,119.99
1547,Renner,1,49.9
1590,Cobasi,1,129.8
1590,Superlegal,1,179.99
1608,Bull Prime Steak House,2,449.0
1608,Carter's,1,229.98
1774,Camarão Express,1,70.4
1790,Havaianas,1,95.98
1790,Noel Decorações,1,503.64
1790,O Boticário,1,114.36
1941,Livraria Catarinense,1,120.4
2035,CANTINA MATTERELLO RESTAURANTE E PASTELARIA,2,128.0
2035,KFC,1,49.8
2035,Mcdonald´s Quiosque,1,16.5
2040,Miniso,1,11.99
2185,Fátima Criança,1,59.0
2185,Gnc Cinemas,1,60.0
2185,Panda Café & Chá Mix,1,26.8
2185,Panvel Farmácias,2,96.04
2185,Riachuelo,1,29.99
2185,Santo Boteco,3,334.37
2209,Centauro,1,159.0
2209,Hering Store,1,179.99
2209,Renner,1,249.8
2210,Cobasi,2,106.5
2210,Continente Shopping - Estacionamento,1,20.0
2210,Kalunga,1,94.9
2210,Madero,1,402.64
2210,Outback Steakhouse,1,195.55
2210,Spoleto,1,74.5
2213,Atacadão,6,584.81
2213,Bob's,1,23.0
2213,Cobasi,1,50.31
2226,Intimissimi,1,336.6
2226,Livrarias Catarinense,1,44.5
2292,Starbucks,1,17.5
2363,McDonald's,1,29.9
2374,Bacio di Latte,3,165.65
2374,BioMundo Produtos Naturais,1,240.0
2374,Cacau Show,1,19.96
2374,Café Cultura,2,100.0
2374,Centauro,1,429.97
2374,Chiquinho Sorvetes,1,19.5
2374,Clifield,2,704.15
2374,Divino Fogão,1,86.52
2374,Freddo,2,77.85
2374,GNC Cinemas,1,17.5
2374,Game Mania,1,349.9
2374,Jah Açaí,1,54.38
2374,Liquori Caffè Gourmet,1,83.0
2374,Livrarias Catarinense,1,255.0
2374,Madero,2,383.6
2374,McDonald's,3,180.2
2374,Neumarkt Shopping - Estacionamento,1,3.0
2374,Panvel Farmácias,2,98.79
2374,Ri Happy,1,69.99
2374,Roasted Potato & Suco Bagaço,1,47.97
2374,Tommy Hilfiger,2,1317.0
2374,Zara,1,447.5
2460,C&A,1,159.99
2460,New Era,1,439.8
2460,Zara,1,299.0
2478,Panvel Farmácias,1,22.99
2542,Neumarkt Shopping - Estacionamento,2,36.0
2542,Ri Happy,1,99.0
2600,iPlace,1,4564.0
2643,Casa Maria,1,68.8
2643,Fini,1,47.16
2643,Lug's,1,61.98
2643,Panda Café & Chá Mix,1,54.6
2643,Renner,1,139.9
2643,Riachuelo,2,259.69
2643,Santo Boteco,1,94.7
2694,Chuá Brand,1,818.8
2694,HOPE Moda íntima,1,254.8
2694,Havan,1,109.98
2694,Idéli Oui,1,831.0
2694,Panvel Farmácias,1,31.98
2694,Renner,1,159.6
2724,Reserva,1,379.0
2739,Neumarkt Shopping - Estacionamento,1,16.0
2794,Polo Wear,1,329.97
2850,Clifield,1,578.0
2850,Via Brasil Balneario Camboriu,1,169.97
2945,Cobasi,1,24.0
2945,Feng Cheng,1,155.06
2945,Kalunga,1,109.1
2945,Livrarias Curitiba,1,329.0
2955,Livrarias Catarinense,1,80.4
3019,JAH Açaí,1,15.96
3019,Me Linda,1,22.0
3019,Mini Kalzone,1,20.0
3019,Panvel Farmácias,1,133.7
3019,Renner,2,129.8
3036,Due Sapori,1,86.32
3065,Alô Bebê,1,899.0
3065,Camarão Express,3,129.9
3065,Cartes - Cozinha do Mundo,3,56.0
3065,Docejo,1,28.0
3065,Kalunga,1,699.9
3065,Spoleto,1,42.5
3065,Zanoni Sushi,5,320.73
3094,C&A,1,235.98
3107,Gamelas & Panella´s,1,41.21
3107,Milon,2,1454.46
3107,Paladare Di Italia,1,45.0
3118,Kalunga,2,254.0
3118,Lojas Americanas,1,93.93
3184,Belshop,1,64.42
3184,Hope,2,579.36
3184,Kalunga,2,646.3
3184,Livrarias Catarinense,2,230.7
3184,Me.Linda,2,242.7
3184,Natura,1,116.82
3202,Claro,1,25.0
3202,Pop Me,1,406.5
3260,Pernambucanas,1,69.0
3291,Burger King,1,46.9
3291,Maze Vale Comercio LTDA,1,221.55
3291,Renner,1,149.8
3291,Riachuelo,1,39.9
3291,Swell Poke,1,43.0
3307,Baby Bê,2,861.42
3307,Beagle,1,99.99
3307,Centauro,1,699.91
3307,Havan,1,95.96
3307,Kalunga,1,54.7
3307,Leo Cosméticos,1,9.95
3307,Me.Linda,2,19.0
3307,Renner,1,159.8
3307,Riachuelo,1,179.99
3428,Livraria Catarinense,1,10.0
3582,Alô Bebê,2,124.8
3582,Bob's Sorvete - Quiosque,1,40.9
3582,Decathlon,2,257.95
3582,Kalunga,5,284.99
3582,Panvel Farmácias,2,320.44
3582,Renner,1,89.8
3596,CANTINA MATTERELLO RESTAURANTE E PASTELARIA,1,10.0
3596,Grano Pasta Ristorante,2,58.0
3596,KFC,1,72.8
3596,Kalunga,1,16.4
3596,Kib´s,4,112.0
3612,Renner,1,249.7
3616,Anacapri,1,349.9
3616,Casa Maria,1,143.49
3616,Cinépolis,1,88.0
3616,Kalunga,1,65.8
3616,Renner,1,299.8
3616,Riachuelo,1,159.8
3633,BelShop,1,207.96
3637,Magazine Luiza,1,269.9
3655,Renner,1,719.0
3655,Riachuelo,1,103.96
3687,Camarão Express,2,329.5
3695,Centauro,2,199.98
3695,Youcom,1,379.5
3695,Zanoni Sushi,2,86.59
3801,Madero,1,203.5
3828,Kfc,1,89.5
3828,La Dullie,1,25.0
3828,Mini Kalzone,1,10.0
3828,Mr. Cheff,2,141.98
3828,Orientali,1,28.13
3828,Riachuelo,1,111.7
3846,Estacionamento - Nações Shopping,3,48.0
3992,CANTINA MATTERELLO RESTAURANTE E PASTELARIA,2,75.0
4183,LOJAS AMERICANAS,1,29.99
4205,Havan,1,400.9
4322,Avatim,1,269.0
4322,Centauro,1,359.98
4322,Griletto,1,31.9
4322,Panvel Farmácias,1,14.48
4384,Mr. Cheff,1,31.0
4384,Spoleto,1,66.5
4448,Neumarkt Shopping - Estacionamento,1,16.0
4449,Bacio di Latte,4,128.7
4449,Chilli Beans,1,424.9
4449,Cinépolis,1,84.0
4449,Continente Shopping - Estacionamento,1,23.0
4449,Gelatony Gelateria,1,14.0
4449,Giraffas,1,35.0
4449,Lojas Americanas,1,26.97
4449,McDonald's,2,48.4
4449,Pernambucanas,4,512.87
4449,Renner,4,617.6
4466,Neumarkt Shopping - Estacionamento,1,16.0
4481,Gondolier,1,40.0
4481,McDonald's,1,38.7
4481,Youcom,1,39.9
4623,Chiquinho Sorvetes,2,15.0
4623,LIVE!,1,189.9
4623,Le Lis,1,829.5
4623,Madero,1,151.8
4623,McDonald's,1,47.2
4623,Mini Kalzone,1,7.0
4623,Outback Steakhouse,1,185.47
4623,Track & Field,1,389.8
4624,Grandvision By Fototica,1,239.9
4624,Livraria Catarinense,1,119.7
4624,Luz da Lua,1,549.8
4624,Renner,1,819.2
4635,Café Cultura,1,99.0
4635,Hering Store,1,419.97
4635,Renner,1,219.8
4635,Shoulder,1,957.0
4646,Mini Kalzone,1,29.5
4646,Studio Z,1,99.0
4682,BelShop,1,374.24
4682,Fátima Papelaria,1,376.85
4682,Griletto,1,72.3
4728,FATIMA ESPORTES,1,1500.0
4728,Livraria Catarinense,1,157.1
4728,Renner,1,479.0
4746,Alô Bebê,2,145.09
4746,Nike Unite,3,929.97
4888,Cinépolis,1,65.0
4888,Cobasi,2,505.77
4888,Havan,1,99.96
4888,Missbely,1,84.8
5097,Cacau Show,1,129.0
5097,Kopenhagen,1,29.7
5097,Madero,1,265.12
5097,Me.Linda,1,9.0
5097,Natura,1,224.82
5114,C&A,1,29.99
5114,Cassol Centerlar,1,32.8
5114,Griletto,1,69.7
5114,Me Linda,1,51.98
5114,Panvel Farmácias,1,74.98
5134,Renner,1,279.5
5177,Balneário Shopping - Estacionamento,1,30.0
5322,Atacadão,1,28.04
5322,GNC Cinemas,1,30.0
5322,Havan,3,603.76
5322,Kalunga,3,492.8
5322,McDonald's,1,36.8
5322,Me.Linda,2,198.9
5322,Mini Kalzone,1,9.0
5322,Renner,4,718.3
5322,Riachuelo,1,239.89
5322,Sinhá Benta Gourmet,1,124.48
5322,Subway,2,54.5
5322,Youcom,4,1139.4
5338,Decathlon,1,479.95
5338,L'occitane au Brésil,1,128.7
5338,Lojas Americanas,1,9.99
5338,Mini Kalzone,1,29.0
5338,Panvel Farmácias,1,1242.83
5338,Renner,1,627.0
5338,Youcom,1,219.8
5430,Life by Vivara,1,760.0
5516,A Fabulosa,1,79.96
5516,Gelato Borelli,1,24.0
5516,McDonald's,1,76.7
5516,Milky Moo,1,24.0
5516,Pratafina,1,480.0
5516,Renner,1,215.5
5529,Cacau Show,1,56.0
5529,Gondolier,3,116.0
5529,LIVE!,1,439.8
5529,LOJAS AMERICANAS,1,39.97
5529,McDonald's,1,25.9
5685,Bacio di Latte,1,27.95
5685,Gelatony Gelateria,2,100.0
5685,KFC,1,40.8
5685,Lojas Americanas,2,319.75
5685,Spoleto,2,97.8
5685,Studio Z,1,139.0
5737,Burger King,1,98.7
5737,Calvin Klein e Tommy Hilfiger,1,579.0
5737,Cantinho Grill,1,62.8
5737,Renner,1,49.9
5923,Magazine Luiza,2,167.9
5964,Hering,1,179.97
5964,O Boticário,1,57.9
5964,Pop Me,1,289.6
5964,Renner,1,69.9
5975,Neumarkt Shopping - Estacionamento,1,16.0
5979,Democrata,1,299.9
5979,IDéli oui,1,1048.0
5979,Kalunga,1,16.9
6023,Natura,1,17.95
6023,Pernambucanas,2,75.97
6023,Ri Happy Baby,1,16.0
6058,Mini Kalzone,1,25.0
6078,Norte Shopping - Estacionamento,1,16.0
6078,Superlegal Brinquedos,1,599.99
6194,Bob's Sorvete - Quiosque,1,132.51
6194,Continente Shopping - Estacionamento,3,60.0
6194,Kalunga,4,707.5
6194,Magazine Luiza,2,1308.88
6194,McDonald's,2,49.4
6194,Noel Decorações,1,198.7
6194,Riachuelo,2,539.67
6194,Usaflex,1,299.99
6471,Hering Store,1,399.98
6471,Kalunga,1,162.6
6471,Livrarias Catarinense,1,20.8
6471,Madero,1,165.0
6471,Renner,1,209.5
6652,Atacadão,1,249.43
6652,Cobasi,1,128.22
6652,Havan,1,39.99
6652,Kfc,1,37.8
6652,McDonald's,1,40.0
6652,Neumarkt Shopping - Estacionamento,1,22.0
6652,Sinhá Benta Gourmet,1,109.18
6706,Camicado,1,109.98
6821,JAH Açaí,6,292.01
7029,Centauro,1,1199.99
7029,Freddo,1,67.9
7029,Kalunga,1,170.89
7029,Livrarias Catarinense,1,16.9
7029,Madero,1,238.72
7074,Lojas Americanas,1,30.97
7074,Magazine Luiza,1,24.0
7074,Panvel Farmácias,2,78.79
7086,Kalunga,1,69.9
7130,Natura,1,316.8
7173,Cobasi,1,34.42
7406,Ri Happy,1,16.0
7436,C&A,1,99.99
7436,Pop Me,1,179.9
7436,Renner,1,90.8
7607,Freddo,1,32.95
7640,Centauro,1,329.96
7640,Cobasi,1,19.9
7640,Donna Mirô,1,18.38
7640,Tokaia,1,874.0
7676,Bacio di Latte,1,29.95
7676,C&A,1,279.97
7676,Camarão Express,1,49.9
7676,Cartes - Cozinha do Mundo,1,41.98
7676,Lojas Americanas,1,21.99
7676,Mini Kalzone,2,85.5
7676,Ri Happy Baby,1,67.0
7691,Havan,1,199.99
7691,Hering,1,219.99
7691,Levi's,1,930.71
7691,Mini Kalzone,1,96.0
7691,Montana Grill,1,83.7
7691,O Boticário,1,9.77
7916,Criamigos,1,242.32
7916,Livrarias Catarinense,1,167.8
7934,Neumarkt Shopping - Estacionamento,2,38.0
