loja_nome,segmento,shopping,valor,cupons
.,Ótica,Garten Shopping,11501.65,11
10 Pastéis,Gastronomia,Balneário Shopping,1601.09,45
10 Pastéis,Gastronomia,Garten Shopping,791.99,20
A Fabulosa,Presentes e Acessórios,Norte Shopping,6927.68,76
ADCOS,Beleza e Bem-estar,Continente Shopping,11573.03,20
ADCOS,Beleza e Bem-estar,Garten Shopping,9608.8,27
ANACAPRI,Calçados,Balneário Shopping,8655.11,37
Acium,Joalheria,Neumarkt Shopping,1323.89,7
Acium,Presentes e Acessórios,Balneário Shopping,840.1,3
Acium,Presentes e Acessórios,Garten Shopping,114.0,1
Acium,Presentes e Acessórios,Norte Shopping,734.53,5
Acuo,Moda,Nações Shopping,7021.81,30
Acuvue Lentes,Ótica,Balneário Shopping,504.79999999999995,2
Adcos,Beleza e Bem-estar,Balneário Shopping,13718.5,43
Adcos,Beleza e Bem-estar,Nações Shopping,7410.76,16
Adcos,Beleza e Bem-estar,Neumarkt Shopping,12682.7,38
Adidas,Esportes,Garten Shopping,33219.26,66
Adidas,Moda,Balneário Shopping,64631.5,102
Alison Salles Hair Stylist,Salão de Beleza | Barbearia,Neumarkt Shopping,3909.0,14
Altenburg,Casa e Decoração,Balneário Shopping,30690.48,30
Altenburg,Casa e Decoração,Continente Shopping,19086.89,24
Alô Bebê,Infantil,Balneário Shopping,27765.22,97
Alô Bebê,Infantil,Continente Shopping,32280.19,134
Anacapri,Calçados,Neumarkt Shopping,6285.5,30
Anacapri,Lazer,Continente Shopping,10557.09,46
Animale,Moda Feminina,Balneário Shopping,1070.4,1
Anjos Colchões & Sofás,Casa e Decoração,Neumarkt Shopping,29765.0,9
Aramis,Moda,Balneário Shopping,19136.52,19
Aramis,Moda,Neumarkt Shopping,11448.42,16
Aramis Menswear,Moda,Garten Shopping,4858.4,9
Arezzo,Calçados,Continente Shopping,29520.09,77
Arezzo,Calçados,Garten Shopping,18788.72,48
Arezzo,Calçados,Nações Shopping,15756.45,38
Arranjos Express,Serviços,Garten Shopping,52.9,1
Artwalk,Calçados,Balneário Shopping,29101.57,32
Atacadão,Supermercado,Norte Shopping,87157.59,512
Audithorium,Moda,Balneário Shopping,19900.91,42
Audithorium,Moda,Garten Shopping,24461.23,50
Audithorium,Moda,Norte Shopping,3301.42,8
Audithorium Menswear,Moda,Continente Shopping,21724.14,40
Authentic Feet,Moda,Neumarkt Shopping,7799.83,10
Avatim,Beleza e Bem-estar,Nações Shopping,11515.7,54
Avatim,Beleza e Bem-estar,Neumarkt Shopping,43806.25,250
