loja_nome,segmento,shopping,valor,cupons
.,Gastronomia,Neumarkt Shopping,8906.47,31
10 Pastéis,Gastronomia,Balneário Shopping,4244.65,94
10 Pastéis,Gastronomia,Garten Shopping,1787.2,46
A Fabulosa,Presentes e Acessórios,Norte Shopping,6602.92,123
ADCOS,Beleza e Bem-estar,Continente Shopping,60894.49,95
ADCOS,Beleza e Bem-estar,Garten Shopping,41533.81,98
ANACAPRI,Calçados,Balneário Shopping,35811.86,129
Acium,Joalheria,Neumarkt Shopping,14539.460000000001,50
Acium,Presentes e Acessórios,Balneário Shopping,7638.7,22
Acium,Presentes e Acessórios,Garten Shopping,7394.0,15
Acium,Presentes e Acessórios,Norte Shopping,6340.55,14
Acuo,Moda,Nações Shopping,55657.84,140
Acuvue Lentes,Ótica,Balneário Shopping,1028.61,3
Adcos,Beleza e Bem-estar,Balneário Shopping,45088.94,101
Adcos,Beleza e Bem-estar,Nações Shopping,23329.15,49
Adcos,Beleza e Bem-estar,Neumarkt Shopping,35925.17,92
Adidas,Esportes,Garten Shopping,168921.18,249
Adidas,Moda,Balneário Shopping,108490.46,141
Alison Salles Hair Stylist,Salão de Beleza | Barbearia,Neumarkt Shopping,6656.0,35
Altenburg,Casa e Decoração,Balneário Shopping,137855.09,101
Altenburg,Casa e Decoração,Continente Shopping,88607.51,74
Americanas,Eletrodomésticos,Nações Shopping,11507.64,175
Anacapri,Calçados,Neumarkt Shopping,6365.0,29
Anacapri,Lazer,Continente Shopping,32571.35,114
Anjos Colchões & Sofás,Casa e Decoração,Neumarkt Shopping,91983.0,17
Antonio's Boliche,Lazer,Continente Shopping,50.0,1
Antonio's Boliche,Lazer,Nações Shopping,260.0,2
Aramis,Moda,Balneário Shopping,82256.34,50
Aramis,Moda,Neumarkt Shopping,88633.64,86
Aramis Menswear,Moda,Garten Shopping,87537.19,53
Arezzo,Calçados,Continente Shopping,170817.63,305
Arezzo,Calçados,Garten Shopping,105356.84,165
Arezzo,Calçados,Nações Shopping,81792.92,153
Arezzo,Calçados Femininos,Balneário Shopping,191189.04,285
Arquipélago  Sushi,Gastronomia,Continente Shopping,26098.16,69
Artwalk,Calçados,Balneário Shopping,106197.24,111
Atacadão,Supermercado,Norte Shopping,231737.68,999
Audithorium,Moda,Balneário Shopping,73652.78,100
Audithorium,Moda,Garten Shopping,76554.06,128
Audithorium,Moda,Norte Shopping,964.7,3
Audithorium Menswear,Moda,Continente Shopping,56791.74,82
Authentic Feet,Moda,Neumarkt Shopping,37659.4,57
Avatim,Beleza e Bem-estar,Nações Shopping,40990.9,201
Avatim,Beleza e Bem-estar,Neumarkt Shopping,132337.5,713
Avatim,Beleza e Bem-estar,Norte Shopping,48601.29,283
Avatim Cheiros Da Terra,Beleza e Bem-estar,Garten Shopping,27569.2,166
Avatim Cheiros Da Terra,Presentes e Acessórios,Garten Shopping,25978.45,137
BRANDO BIKES,Presentes e Acessórios,Continente Shopping,22153.0,21
Baby Mee,Infantil,Continente Shopping,3627.1,24
BabyMee,Infantil,Neumarkt Shopping,1702.06,20
Bacio di Latte,Gastronomia,Balneário Shopping,19507.39,412
Bacio di Latte,Gastronomia,Continente Shopping,23624.97,470
Bagaggio,Presentes e Acessórios,Balneário Shopping,12110.35,20
Bagaggio,Presentes e Acessórios,Continente Shopping,36009.11,47
Bagaggio,Presentes e Acessórios,Garten Shopping,21565.05,44
Bagaggio,Presentes e Acessórios,Nações Shopping,22684.96,29
Bagaggio,Presentes e Acessórios,Neumarkt Shopping,18912.26,26
Baier Joalheria,Joalheria,Neumarkt Shopping,166334.0,66
Balneário Shopping - Estacionamento,Serviços,Balneário Shopping,24415.0,827
Baummer,Joalheria,Nações Shopping,5851.860000000001,34
Baummer Semijóias,Presentes e Acessórios,Garten Shopping,8124.5,44
Be Fly,Serviços,Balneário Shopping,28593.980000000003,2
Beagle,Moda,Balneário Shopping,19982.27,39
Beagle,Moda,Continente Shopping,25567.0,52
Beagle,Moda,Garten Shopping,39883.81,81
Beagle,Moda,Nações Shopping,58117.78,103
Beagle,Moda,Norte Shopping,14530.210000000001,31
BelShop,Beleza e Bem-estar,Nações Shopping,30759.44,208
Belshop,Beleza e Bem-estar,Neumarkt Shopping,35575.75,222
Bergerson,Joalheria,Garten Shopping,646967.47,21
Bibi,Infantil,Balneário Shopping,28210.12,88
Bibi Calçados,Calçados,Garten Shopping,25962.34,74
BioMundo Produtos Naturais,Beleza e Bem-estar,Neumarkt Shopping,19816.43,102
Biscoitê,Calçados,Balneário Shopping,1599.44,18
Bkko,Moda,Norte Shopping,61024.05,90
Boali,Gastronomia,Garten Shopping,5756.21,110
Bob's,Gastronomia,Balneário Shopping,2695.69,85
Bob's,Gastronomia,Norte Shopping,1682.36,42
Bob's (Quiosque 1),Gastronomia - Sorvetes,Norte Shopping,45.0,2
Bob's (Quiosque 2),Gastronomia - Sorvetes,Norte Shopping,47.0,2
Bob's - Quiosque,Gastronomia,Nações Shopping,233.0,15
Bob's Sorvete - Quiosque,Gastronomia,Continente Shopping,7032.69,200
Boiko,Joalheria,Balneário Shopping,135524.7,33
Boiko Joalheiros,Joalheria,Norte Shopping,23629.3,22
Bona Park,Moda,Balneário Shopping,849.0,1
Bondyou,Presentes e Acessórios,Balneário Shopping,536.6999999999999,9
Bonna Panquecas e Massas,Gastronomia,Balneário Shopping,2990.9,42
Borelli Gelato,Gastronomia - Sorvetes,Continente Shopping,7880.9,192
Boss,Moda,Balneário Shopping,177041.0,64
Botoclinic,Beleza e Bem-estar,Continente Shopping,5472.0,9
Botoclinic,Beleza e Bem-estar,Garten Shopping,5089.7,7
Botoclinic,Beleza e Bem-estar,Norte Shopping,7392.0,8
Bottero,Calçados,Balneário Shopping,116588.2,213
Bottero,Calçados,Neumarkt Shopping,130089.26999999999,247
Bowling Blu,Lazer,Norte Shopping,6332.0,26
Brando Bike,Outros,Norte Shopping,48954.9,37
Brasil Cacau,Gastronomia,Continente Shopping,7225.95,178
Brooksfield,Moda,Balneário Shopping,212946.37,109
Brooksfield,Moda,Continente Shopping,161386.52,118
Brooksfield,Moda,Garten Shopping,290570.63,178
Brooksfield,Moda,Neumarkt Shopping,265663.82,183
Buddha SPA,Beleza e Bem-estar,Garten Shopping,3064.0,10
Buddha Spa,Serviços,Balneário Shopping,3556.01,9
Bull Prime Steak House,Gastronomia,Garten Shopping,20959.07,71
Burger King,Gastronomia,Balneário Shopping,7467.0,152
Burger King,Gastronomia,Continente Shopping,2764.9,51
Burger King,Gastronomia,Garten Shopping,10260.45,207
Burger King,Gastronomia,Nações Shopping,4158.2,82
Burger King,Gastronomia,Neumarkt Shopping,10979.699999999999,218
Burger King,Gastronomia,Norte Shopping,7678.8,138
Békko,Moda,Nações Shopping,83329.6,85
C&A,Moda,Balneário Shopping,434028.78,1259
C&A,Moda,Continente Shopping,481283.01,1374
C&A,Moda,Garten Shopping,348843.51,1036
C&A,Moda,Nações Shopping,253583.22,703
CANTINA MATTERELLO RESTAURANTE E PASTELARIA,Gastronomia,Garten Shopping,13674.38,325
CAPA FINA,Telefonia,Garten Shopping,1837.89,27
CELULAR CENTER,Eletrônicos,Continente Shopping,2042.1,13
CVC,Serviços,Garten Shopping,286338.19,24
CVC,Serviços,Norte Shopping,267282.51,24
Cabanas,Moda,Neumarkt Shopping,37869.58,78
Cacau Show,Gastronomia,Balneário Shopping,10026.18,150
Cacau Show,Gastronomia,Continente Shopping,6511.43,128
Cacau Show,Gastronomia,Garten Shopping,20402.73,350
