loja_nome,segmento,shopping,valor,cupons
.,Calçados,Garten Shopping,111248.95,146
.,Gastronomia,Neumarkt Shopping,9039.81,36
.,Ótica,Garten Shopping,34388.29,21
10 Pastéis,Gastronomia,Balneário Shopping,3301.51,75
10 Pastéis,Gastronomia,Garten Shopping,1308.77,35
A Fabulosa,Presentes e Acessórios,Norte Shopping,2694.73,64
ADCOS,Beleza e Bem-estar,Continente Shopping,38181.53,68
ADCOS,Beleza e Bem-estar,Garten Shopping,29662.32,63
ANACAPRI,Calçados,Balneário Shopping,17566.3,63
Acium,Joalheria,Neumarkt Shopping,8591.7,24
Acium,Presentes e Acessórios,Balneário Shopping,2999.2,11
Acium,Presentes e Acessórios,Garten Shopping,5586.56,17
Acium,Presentes e Acessórios,Norte Shopping,4568.0,10
Acuo,Moda,Nações Shopping,33766.77,84
Acuvue Lentes,Ótica,Balneário Shopping,1550.5100000000002,3
Adcos,Beleza e Bem-estar,Balneário Shopping,39732.93,98
Adcos,Beleza e Bem-estar,Nações Shopping,20913.75,43
Adcos,Beleza e Bem-estar,Neumarkt Shopping,22238.49,59
Adidas,Esportes,Balneário Shopping,98042.1,115
Adidas,Esportes,Garten Shopping,33249.57,42
Adidas,Esportes,Neumarkt Shopping,82566.93000000001,144
Adidas,Moda,Balneário Shopping,36215.520000000004,44
Adidas Originals,Moda,Balneário Shopping,118542.85,141
Alison Salles Hair Stylist,Salão de Beleza | Barbearia,Neumarkt Shopping,10224.9,37
Altenburg,Casa e Decoração,Balneário Shopping,92020.08,84
Altenburg,Casa e Decoração,Continente Shopping,78698.92,55
Anacapri,Calçados,Neumarkt Shopping,2815.0,13
Anacapri,Lazer,Continente Shopping,12044.07,43
Animale,Moda Feminina,Balneário Shopping,93937.25,41
Anjos Colchões & Sofás,Casa e Decoração,Neumarkt Shopping,112305.01,13
Antonio's Boliche,Gastronomia - Sorvetes,Nações Shopping,358.0,3
Antonio's Boliche,Lazer,Continente Shopping,248.0,2
Aramis,Moda,Balneário Shopping,94155.63,59
Aramis,Moda,Neumarkt Shopping,64570.02,59
Aramis Menswear,Moda,Garten Shopping,79300.9,59
Arezzo,Calçados,Continente Shopping,132092.84,235
Arezzo,Calçados,Garten Shopping,49138.479999999996,83
Arezzo,Calçados,Nações Shopping,46976.8,81
Arezzo,Calçados Femininos,Balneário Shopping,156335.23,241
Arquipélago  Sushi,Gastronomia,Continente Shopping,14823.82,38
Arranjos Express,Serviços,Garten Shopping,138.2,3
Artwalk,Calçados,Balneário Shopping,66519.91,65
Atacadão,Supermercado,Norte Shopping,128337.62,636
Audithorium,Moda,Balneário Shopping,43552.05,60
Audithorium,Moda,Garten Shopping,72643.37,98
Audithorium Menswear,Moda,Continente Shopping,48102.909999999996,72
Authentic Feet,Moda,Neumarkt Shopping,30807.97,49
