loja_nome,segmento,shopping,valor,cupons
10 Pastéis,Gastronomia,Balneário Shopping,2626.8,49
A Fabulosa,Presentes e Acessórios,Norte Shopping,1363.4399999999998,22
ADCOS,Beleza e Bem-estar,Continente Shopping,1393.85,6
ADCOS,Beleza e Bem-estar,Garten Shopping,4748.8,10
AJFans Balneário Shopping,Promocional,Balneário Shopping,500.0,1
AJFans Garten Shopping (Ação especial),Promocional,Garten Shopping,500.0,1
AJFans Nações Shopping (Ação especial),Telefonia,Nações Shopping,4500.0,7
AJFans Neumarkt,Promocional,Neumarkt Shopping,1500.0,3
ALLMINI,Presentes e Acessórios,Norte Shopping,856.89,13
Acium,Joalheria,Neumarkt Shopping,179.0,2
Acium,Presentes e Acessórios,Garten Shopping,995.0,4
Acuo,Moda,Nações Shopping,3196.8,8
Adcos,Beleza e Bem-estar,Balneário Shopping,3574.35,10
Adcos,Beleza e Bem-estar,Nações Shopping,1169.2,5
Adcos,Beleza e Bem-estar,Neumarkt Shopping,7091.0,23
Adidas,Esportes,Balneário Shopping,16131.15,26
Adidas,Esportes,Neumarkt Shopping,10821.2,25
Adidas Originals,Moda,Balneário Shopping,8680.02,13
Alison Salles Hair Stylist,Salão de Beleza | Barbearia,Neumarkt Shopping,3680.0,7
Altenburg,Casa e Decoração,Balneário Shopping,1951.07,3
Altenburg,Casa e Decoração,Continente Shopping,10677.83,6
Anacapri,Calçados Femininos,Garten Shopping,2912.3,16
Anacapri,Lazer,Continente Shopping,1978.0,13
Animale,Moda Feminina,Balneário Shopping,4667.0,2
Anjos Colchões & Sofás,Casa e Decoração,Neumarkt Shopping,1690.0,1
Aramis,Moda,Balneário Shopping,829.6999999999999,3
Aramis,Moda,Nações Shopping,1469.3999999999999,4
Aramis,Moda,Neumarkt Shopping,699.9,1
Arezzo,Calçados,Continente Shopping,3716.43,10
Arezzo,Calçados,Garten Shopping,6817.25,14
Arezzo,Calçados,Nações Shopping,4971.04,10
Arezzo,Calçados,Neumarkt Shopping,8134.0,21
Arezzo,Calçados,Norte Shopping,13806.97,41
Arezzo,Calçados Femininos,Balneário Shopping,19575.12,31
Arquipélago  Sushi,Gastronomia,Continente Shopping,6473.1,14
Artwalk,Calçados,Balneário Shopping,6771.95,6
Atacadão,Supermercado,Norte Shopping,55180.23,392
Audithorium,Moda,Balneário Shopping,2008.4199999999998,6
Audithorium,Moda,Garten Shopping,944.5,2
Audithorium Menswear,Moda,Continente Shopping,2324.13,4
Authentic Feet,Moda,Neumarkt Shopping,2098.0,2
Avatim,Beleza e Bem-estar,Nações Shopping,3084.0,25
Avatim,Beleza e Bem-estar,Neumarkt Shopping,13731.0,87
Avatim,Beleza e Bem-estar,Norte Shopping,3283.5,26
Bacio di Latte,Gastronomia,Balneário Shopping,6581.349999999999,136
Bacio di Latte,Gastronomia,Continente Shopping,5859.27,127
Bagaggio,Presentes e Acessórios,Balneário Shopping,1249.3,5
Bagaggio,Presentes e Acessórios,Continente Shopping,10895.89,18
Bagaggio,Presentes e Acessórios,Garten Shopping,4647.599999999999,12
Bagaggio,Presentes e Acessórios,Nações Shopping,2434.11,7
Bagaggio,Presentes e Acessórios,Neumarkt Shopping,6362.4,11
Balneário Shopping - Estacionamento,Serviços,Balneário Shopping,759.0,19
Baummer,Joalheria,Nações Shopping,579.6,1
Baummer Semijóias,Presentes e Acessórios,Garten Shopping,344.59999999999997,2
Beagle,Moda,Balneário Shopping,2457.83,7
Beagle,Moda,Continente Shopping,5304.39,16
Beagle,Moda,Garten Shopping,11460.51,19
Beagle,Moda,Nações Shopping,3749.04,9
Beagle,Moda,Norte Shopping,2849.86,8
BelShop,Beleza e Bem-estar,Nações Shopping,3093.0499999999997,19
Belshop,Beleza e Bem-estar,Neumarkt Shopping,5056.58,47
Bibi,Infantil,Balneário Shopping,3143.7,9
Bibi Calçados,Calçados,Garten Shopping,890.7,3
BioMundo Produtos Naturais,Beleza e Bem-estar,Neumarkt Shopping,1903.29,24
Biscoitê,Gastronomia,Balneário Shopping,52.870000000000005,2
Bkko,Moda,Norte Shopping,3378.2,9
Bob's,Gastronomia,Balneário Shopping,537.2,19
Bob's,Gastronomia,Norte Shopping,870.81,24
Bob's (Quiosque 1),Gastronomia - Sorvetes,Norte Shopping,36.0,1
Bob's (Quiosque 2),Gastronomia - Sorvetes,Norte Shopping,109.0,6
Bob's - Quiosque,Gastronomia,Nações Shopping,75.0,4
Bob's Sorvete - Quiosque,Gastronomia,Continente Shopping,1573.8,43
Boiko,Joalheria,Balneário Shopping,1378.0,1
Boiko Joalheiros,Joalheria,Norte Shopping,174.0,1
Bom Beef,Gastronomia,Continente Shopping,5401.5,65
Bonna Panquecas e Massas,Gastronomia,Balneário Shopping,668.0,10
Borelli,Gastronomia,Balneário Shopping,276.56,9
Borelli Gelato,Gastronomia - Sorvetes,Continente Shopping,859.04,28
Boss,Moda,Balneário Shopping,6892.83,4
Botoclinic,Beleza e Bem-estar,Garten Shopping,2197.0,1
Bottero,Calçados,Balneário Shopping,1027.68,3
Bottero,Calçados,Neumarkt Shopping,2906.94,9
Brasil Cacau,Gastronomia,Continente Shopping,1893.4199999999998,61
Brasileirisse,Gastronomia,Norte Shopping,62.980000000000004,2
Bread Pide,Gastronomia,Balneário Shopping,1270.97,24
Brooksfield,Moda,Balneário Shopping,23248.37,6
Brooksfield,Moda,Continente Shopping,2401.8,3
Brooksfield,Moda,Garten Shopping,2823.8,2
Brooksfield,Moda,Neumarkt Shopping,5098.5,5
Bull Prime Steak House,Gastronomia,Garten Shopping,674.89,2
Burger King,Gastronomia,Balneário Shopping,2677.67,49
Burger King,Gastronomia,Continente Shopping,4760.5199999999995,90
Burger King,Gastronomia,Garten Shopping,1342.3999999999999,33
Burger King,Gastronomia,Nações Shopping,1537.7,29
Burger King,Gastronomia,Neumarkt Shopping,3420.59,76
Burger King,Gastronomia,Norte Shopping,4502.49,75
C&A,Moda,Balneário Shopping,30761.33,112
C&A,Moda,Continente Shopping,22137.01,113
C&A,Moda,Garten Shopping,14031.47,73
C&A,Moda,Nações Shopping,14205.44,82
CANTINA MATTERELLO RESTAURANTE E PASTELARIA,Gastronomia,Garten Shopping,1955.1,45
CVC,Serviços,Garten Shopping,13405.0,1
Cabanas,Moda,Neumarkt Shopping,1430.95,9
Cacau Show,Gastronomia,Balneário Shopping,1001.1899999999999,19
Cacau Show,Gastronomia,Nações Shopping,2037.02,40
Cacau Show,Gastronomia,Neumarkt Shopping,3220.64,63
Cacau Show,Gastronomia,Norte Shopping,2191.79,42
Café Cultura,Gastronomia,Balneário Shopping,2216.01,43
Café Cultura,Gastronomia,Continente Shopping,1464.03,39
Café Cultura,Gastronomia,Garten Shopping,2382.45,55
Café Cultura,Gastronomia,Neumarkt Shopping,3690.41,88
Calvin Klein,Moda,Balneário Shopping,2407.01,6
Calvin Klein,Moda,Garten Shopping,992.5,1
Calvin Klein e Tommy Hilfiger,Moda,Nações Shopping,478.0,2
Calzedonia,Moda Feminina,Neumarkt Shopping,2430.61,7
Calçados Pegada,Calçados,Garten Shopping,2181.95,4
Camarão Express,Gastronomia,Balneário Shopping,1389.4,14
Camarão Express,Gastronomia,Continente Shopping,2789.33,32
Camarão Express,Gastronomia,Nações Shopping,3102.23,43
Camarão Express,Gastronomia,Neumarkt Shopping,1220.6,20
Camicado,Casa e Decoração,Balneário Shopping,6496.8,30
Camicado,Casa e Decoração,Nações Shopping,8274.42,16
Camicado,Casa e Decoração,Neumarkt Shopping,9886.47,51
