cliente_id,loja_nome,n,valor
137,CANTINA MATTERELLO RESTAURANTE E PASTELARIA,1,60.98
137,Cobasi,1,99.89
137,Dona Torta,1,11.0
137,Freddo,1,39.8
137,Havaianas,1,37.99
152,Madero,1,71.5
168,Bacio di Latte,2,63.0
168,Café Cultura,1,34.0
168,Lojas Americanas,1,23.46
169,Bacio di Latte,1,17.9
169,Café Cultura,1,28.8
169,Calvin Klein,1,159.0
169,Duladu,2,187.0
169,Gamelas & Panella´s,1,43.12
169,Growfit,5,312.16
169,Le Creuset,2,501.05
169,Lindt,1,104.98
169,Unizushi,3,269.8
195,Casa Maria,1,39.99
195,Cobasi,1,49.0
195,L'occitane au Brésil,1,57.8
195,Lez a Lez,1,249.95
195,Madero,1,170.5
195,O Boticário,1,34.0
195,Polo Wear,1,149.98
241,Livrarias Catarinense,1,407.6
241,Montana Grill,1,124.2
241,Panvel Farmácias,2,774.56
241,Paris Cosméticos,1,571.83
241,Sestini,1,439.4
259,Centauro,1,229.98
266,Atacadão,1,57.73
266,Bob's,1,7.0
266,Cacau Show,1,44.0
266,Chiquinho Sorvetes,1,5.0
266,KFC,2,43.8
266,Livrarias Catarinense,4,441.1
266,Mini Kalzone,10,189.4
266,Paquetá,1,99.99
266,Pittol,1,39.0
266,Riachuelo,3,259.97
266,Subway,2,127.9
269,C&A,1,289.98
269,Carioca Calçados,1,399.99
349,Beagle,1,139.99
349,Cobasi,1,163.8
349,Havan,1,79.98
349,Livrarias Catarinense,4,280.1
349,Lojas Americanas,1,108.95
349,O Boticário,1,161.93
375,Burger King,1,74.9
375,KFC,1,72.9
375,Mini Kalzone,1,22.0
375,Montana Grill,1,70.9
568,Café Cultura,1,30.0
568,Estação Choperia,1,38.9
568,Farm,1,737.78
568,Gondolier,1,45.0
568,Havan,1,1.0
568,LOJAS AMERICANAS,2,66.92
568,McDonald's,1,29.9
568,Mini Kalzone,1,33.4
568,Studio Z,1,159.98
568,Youcom,1,116.82
611,Adidas,1,129.99
611,Hope,1,73.73
611,Paris Cosméticos,1,311.05
611,Renner,1,549.5
617,L'occitane Au Brasil,1,237.4
617,Leo Cosméticos,1,17.9
617,Livrarias Curitiba,1,59.9
736,Madero,1,272.8
736,Riachuelo,2,289.94
769,Bread Pide,1,52.8
769,C&A,1,759.94
769,Granado,1,89.0
769,Hope,1,866.5
769,KFC,1,91.7
769,McDonald's,1,29.5
769,MeLinda,1,51.0
769,Natura,1,41.75
769,Paris Cosméticos,1,666.46
769,Renner,3,1168.3
769,iPlace Mobile,1,397.89
770,Havan,2,1004.65
770,Mini Kalzone,1,19.5
1138,Live!,1,1539.0
1213,Bagaggio,1,303.81
1303,Renner,2,369.7
1303,Riachuelo,2,598.98
1303,Ritmi Studio,1,109.9
1303,z Kfc,1,23.9
1318,C&A,1,775.91
1331,Me.Linda,1,89.9
1822,C&A,1,39.99
1822,Centauro,1,349.99
1822,O Boticário,2,254.46
1822,"Quem disse, Berenice?",1,135.84
1822,Renner,1,19.9
1915,Gondolier,2,78.0
1915,Renner,1,99.9
2035,Mcdonald´s Quiosque,1,20.0
2035,Panvel Farmácias,1,22.72
2035,Renner,1,99.9
