cliente_id,loja_nome,n,valor
137,CANTINA MATTERELLO RESTAURANTE E PASTELARIA,3,122.59
137,Café Cultura,1,24.0
137,Dona Torta,1,30.0
137,Lindt,1,159.99
137,Livrarias Curitiba,1,46.9
152,Café Cultura,1,8.0
152,Freddo,1,47.0
152,Le Lis Blanc,1,569.8
152,Madero,3,254.1
152,McDonald's,1,39.8
152,Montana Grill,2,81.8
152,Shawarma Food Joinville,1,104.7
166,Me.Linda,1,201.0
166,Renner,1,259.7
166,Riachuelo,1,689.89
168,Bacio di Latte,1,28.95
168,Bom Beef,1,102.96
168,Giraffas,1,46.0
169,Café Cultura,1,26.0
169,Casa Bauducco,1,45.0
169,Gamelas & Panella´s,1,78.71
169,Rayban,1,1032.0
170,Kings Sneackers,1,1299.9
195,AstroBox,1,44.9
195,Cobasi,1,291.8
195,Decathlon,1,99.99
195,Kalunga,1,90.0
195,Life Vivara,1,390.0
234,O Boticário,1,75.91
235,Carioca Calçados,1,169.99
235,Renner,1,259.9
249,Atacadão,4,164.06
249,Burger King,1,59.8
249,Havan,1,119.98
251,Cinépolis,1,130.0
251,Decathlon,1,79.98
251,Lojas Americanas,1,35.98
266,Estacionamento Norte Shopping,1,18.0
272,Pittol,3,1038.08
278,Renner,1,999.4
287,LIVE!,1,299.8
287,LOJAS AMERICANAS,1,27.98
287,Livrarias Catarinense,1,79.7
287,Madero,2,320.32
287,Ri Happy,1,390.95
287,Studio Z,1,119.99
349,Atacadão,2,626.31
349,Burger King,1,36.9
349,Chiquinho Sorvetes,2,72.0
349,Cobasi,1,166.8
349,Livrarias Catarinense,3,263.5
349,Sabor Brasileiro,1,59.79
349,Sinhá Benta,2,93.0
349,Sinhá Benta Gourmet,1,137.2
349,Subway,1,91.0
349,Superlegal Brinquedos,2,241.82
349,Ótica Chroma,1,2983.0
375,Burger King,1,65.9
375,Mini Kalzone,1,31.3
382,Lojas Americanas,2,9.99
382,Mini Kalzone,6,72.2
382,Subway,2,54.8
395,Usaflex,1,229.99
395,Óticas Carol,1,1468.0
427,Gondolier,4,153.0
427,LOJAS AMERICANAS,1,18.47
427,Livrarias Catarinense,1,29.9
427,Mini Kalzone,2,36.0
427,Panvel Farmácias,1,40.73
427,Ri Happy,1,91.94
537,Orientali,2,100.04
537,Riachuelo,1,809.95
568,Burger King,1,75.8
568,Centauro,1,259.98
568,Kings Sneakers,1,379.8
568,LOJAS AMERICANAS,1,184.18
568,Mini Kalzone,3,85.2
607,Paula Torres,1,3085.0
629,Renner,1,779.4
725,Lojas Americanas,3,354.64
725,Montana Grill,1,28.9
725,Nike Unite,1,149.99
725,Pop Me,1,369.7
725,Renner,1,69.8
736,Avatim,1,56.0
736,Café Cultura,5,66.0
736,Due Sapori,1,89.34
736,Freddo,1,29.0
736,Gelato Borelli,1,28.0
736,Kopenhagen,1,19.9
736,Mini Kalzone,1,15.9
736,Riachuelo,2,299.96
741,Burger King,1,71.7
741,Panvel Farmácias,1,82.18
741,Studio Z,1,169.97
770,Havan,1,39.99
770,Mini Kalzone,1,26.8
770,Toni Toys,1,409.98
788,Burger King,1,19.9
788,KFC,1,72.6
788,Kfc,1,32.8
788,LOJAS AMERICANAS,1,21.98
788,Mc Donalds,1,39.8
788,Mini Kalzone,1,25.8
801,Centauro,1,349.99
801,Cobasi,1,43.14
801,Livraria Catarinense,1,108.8
848,Renner,1,339.4
878,Superlegal,1,100.0
925,Maze Vale Comercio LTDA,1,221.55
955,Royal Trudel,1,101.3
986,Renner,1,19.9
997,Borelli Gelato,1,50.0
