loja_nome,segmento,shopping,valor,cupons
.,Beleza e Bem-estar,Balneário Shopping,14699.63,25
.,Calçados,Balneário Shopping,46811.68,45
.,Calçados,Garten Shopping,40670.95,47
.,Gastronomia,Continente Shopping,152.0,3
10 Pastéis,Gastronomia,Balneário Shopping,2905.95,59
A Fabulosa,Presentes e Acessórios,Norte Shopping,4242.05,81
ADCOS,Beleza e Bem-estar,Continente Shopping,22152.61,31
ADCOS,Beleza e Bem-estar,Garten Shopping,8646.31,23
AJFans Balneário Shopping,Promocional,Balneário Shopping,500.0,1
AJFans Nações Shopping (Ação especial),Telefonia,Nações Shopping,1500.0,3
AJFans Neumarkt,Promocional,Neumarkt Shopping,3500.0,7
ALLMINI,Presentes e Acessórios,Norte Shopping,5526.24,55
Acium,Presentes e Acessórios,Balneário Shopping,1999.01,5
Acuo,Moda,Nações Shopping,13895.63,37
Adcos,Beleza e Bem-estar,Balneário Shopping,13479.7,41
Adcos,Beleza e Bem-estar,Nações Shopping,9594.76,17
Adidas,Esportes,Balneário Shopping,70252.48,77
Adidas,Esportes,Neumarkt Shopping,88251.16,129
Adidas Originals,Moda,Balneário Shopping,82405.81,103
Alison Salles Hair Stylist,Salão de Beleza | Barbearia,Neumarkt Shopping,5006.5,27
Altenburg,Casa e Decoração,Balneário Shopping,23370.04,20
Altenburg,Casa e Decoração,Continente Shopping,16929.0,16
Anacapri,Calçados Femininos,Garten Shopping,13710.39,52
Anacapri,Lazer,Continente Shopping,7408.19,20
Animale,Moda Feminina,Balneário Shopping,19950.0,13
Anjos Colchões & Sofás,Casa e Decoração,Neumarkt Shopping,10702.46,5
Anselmi,Moda Feminina,Balneário Shopping,27098.95,16
Aramis,Moda,Balneário Shopping,21362.73,10
Aramis,Moda,Nações Shopping,25299.06,26
Aramis,Moda,Neumarkt Shopping,15296.529999999999,13
Aramis Menswear,Moda,Garten Shopping,27542.8,15
Arezzo,Calçados,Continente Shopping,42966.58,76
Arezzo,Calçados,Garten Shopping,21197.82,34
Arezzo,Calçados,Nações Shopping,27976.48,43
Arezzo,Calçados,Neumarkt Shopping,92178.51,156
Arezzo,Calçados,Norte Shopping,29361.989999999998,62
Arezzo,Calçados Femininos,Balneário Shopping,61047.04,105
Arquipélago  Sushi,Gastronomia,Continente Shopping,22245.4,59
Artwalk,Calçados,Balneário Shopping,20143.79,17
AstroBox,Gastronomia,Continente Shopping,3963.97,80
Atacadão,Supermercado,Norte Shopping,122003.4,811
Audithorium,Moda,Balneário Shopping,31534.280000000002,31
Audithorium,Moda,Garten Shopping,18112.95,32
Audithorium Menswear,Moda,Continente Shopping,29915.66,32
Authentic Feet,Moda,Neumarkt Shopping,15043.24,20
Avatim,Beleza e Bem-estar,Nações Shopping,18172.5,106
Avatim,Beleza e Bem-estar,Neumarkt Shopping,45550.0,237
Avatim,Beleza e Bem-estar,Norte Shopping,31931.8,198
BRANDO BIKES,Esportes,Continente Shopping,1400.35,2
Bacio di Latte,Gastronomia,Balneário Shopping,14025.4,238
Bacio di Latte,Gastronomia,Continente Shopping,16148.15,304
Bagaggio,Presentes e Acessórios,Balneário Shopping,9567.81,13
Bagaggio,Presentes e Acessórios,Continente Shopping,17719.88,29
Bagaggio,Presentes e Acessórios,Garten Shopping,24111.79,44
Bagaggio,Presentes e Acessórios,Nações Shopping,20380.35,27
Bagaggio,Presentes e Acessórios,Neumarkt Shopping,22660.41,41
Balneário Shopping - Estacionamento,Serviços,Balneário Shopping,11830.0,322
Baummer,Joalheria,Nações Shopping,2423.7200000000003,15
Baummer Semijóias,Presentes e Acessórios,Garten Shopping,4819.03,24
Beagle,Moda,Balneário Shopping,3057.63,13
Beagle,Moda,Continente Shopping,25323.06,42
Beagle,Moda,Garten Shopping,30923.83,64
Beagle,Moda,Nações Shopping,11127.5,27
Beagle,Moda,Norte Shopping,6678.33,19
BelShop,Beleza e Bem-estar,Nações Shopping,16006.05,111
Belshop,Beleza e Bem-estar,Neumarkt Shopping,14807.65,117
Bergerson,Joalheria,Garten Shopping,109300.11,4
Bibi,Infantil,Balneário Shopping,19848.97,45
Bibi Calçados,Calçados,Garten Shopping,9158.47,25
Big Jack Cervejaria,Gastronomia,Nações Shopping,259.0,12
BioMundo Produtos Naturais,Beleza e Bem-estar,Neumarkt Shopping,6248.87,45
Bkko,Moda,Norte Shopping,6952.61,17
Bob's,Gastronomia,Balneário Shopping,1484.7,41
Bob's,Gastronomia,Norte Shopping,2467.59,62
Bob's (Quiosque 1),Gastronomia - Sorvetes,Norte Shopping,293.0,9
Bob's (Quiosque 2),Gastronomia - Sorvetes,Norte Shopping,281.0,14
Bob's - Quiosque 2,Gastronomia,Nações Shopping,2115.55,49
Bob's Sorvete - Quiosque,Gastronomia,Continente Shopping,4539.4,153
Boiko,Joalheria,Balneário Shopping,17378.4,3
Boiko Joalheiros,Joalheria,Norte Shopping,3386.0,6
Bom Beef,Gastronomia,Continente Shopping,10158.44,119
Bondyou,Presentes e Acessórios,Balneário Shopping,1244.7,12
Bonna Panquecas e Massas,Gastronomia,Balneário Shopping,1896.3,30
Borelli Gelato,Gastronomia - Sorvetes,Continente Shopping,2844.0,68
Boss,Moda,Balneário Shopping,69972.0,28
Botoclinic,Beleza e Bem-estar,Continente Shopping,599.0,1
Botoclinic,Beleza e Bem-estar,Garten Shopping,4497.0,3
