cliente_id,loja_nome,n,valor
1780,Zara,1,504.0
2213,O Mundo das Capas,1,75.0
2374,Zara,3,1583.75
2655,Zara,1,407.0
5401,Zara,2,2198.5
5404,Zara,2,747.5
11725,Zara,2,837.75
17796,NEW ERA,1,199.9
19743,Zara,5,1143.0
20269,Zara,1,326.5
20651,Zara,2,507.0
21517,Zara,1,416.5
25250,Zara,2,2062.75
27431,Zara,1,89.0
27839,Zara,1,105.5
30362,Zara,3,332.5
32348,Zara,1,2187.0
34799,Zara,7,4246.4
35429,Zara,2,2003.3
37035,Zara,2,1327.0
38080,Zara,1,1395.0
40111,Zara,2,957.0
43613,Zara,4,1672.0
44726,Game Mania,1,5350.0
44898,Zara,2,1025.0
45639,Zara,1,199.0
54196,Zara,2,1073.0
56248,Zara,2,944.76
57209,Zara,3,1930.05
57617,Zara,2,547.5
59234,Zara,1,738.5
60533,Zara,1,308.0
60984,Zara,2,1398.75
61040,Zara,3,887.0
61077,Zara,1,159.0
61090,Zara,2,615.5
61106,Zara,2,609.0
61662,Zara,1,479.5
62199,Zara,1,738.5
67882,Zara,4,418.5
69046,Zara,1,258.5
69092,Zara,3,897.25
71293,Zara,3,1405.5
71711,Zara,1,114.0
71853,Zara,1,558.0
72868,Zara,1,659.0
73199,Zara,1,295.5
76294,Zara,1,341.5
77079,Zara,4,603.75
77081,Zara,3,452.5
77473,Zara,3,3374.5
80769,Zara,8,5094.0
80961,Zara,3,1620.5
82717,Zara,3,2246.0
85663,Havan,1,209.99
87045,Zara,1,605.5
87806,Zara,1,1387.0
88063,Zara,4,5363.0
88216,Zara,1,428.0
89340,Zara,1,735.5
91015,Zara,2,2353.0
91052,Zara,1,488.5
92221,Zara,2,458.5
92460,Zara,1,158.0
92894,Zara,1,357.5
92958,Zara,2,149.5
94372,Zara,1,279.5
94403,Zara,1,279.0
95934,Zara,2,1310.0
96218,Zara,1,458.0
96650,Zara,1,468.0
96708,Zara,1,138.0
98789,Zara,1,1674.0
98876,Zara,1,308.5
99168,Zara,1,229.5
99999,Zara,1,199.5
100109,Zara,5,3193.0
100190,Zara,8,7956.25
100832,Zara,1,738.5
100845,Zara,1,259.5
101286,Zara,1,1293.0
101335,Zara,3,1286.0
101544,Zara,1,229.5
101632,Zara,2,887.0
101718,Zara,1,718.75
101861,Zara,1,89.5
102460,Zara,1,478.5
102571,Zara,1,229.75
103108,Zara,1,279.5
103335,Zara,1,547.5
103599,Zara,2,558.0
103627,Zara,1,99.5
104020,Zara,1,577.0
104658,Zara,3,1876.0
104735,Zara,3,397.25
104753,Zara,1,1540.0
104773,Zara,2,867.5
104818,Zara,1,479.5
104948,C&A,4,459.92
105203,Zara,1,259.5
106720,Zara,2,359.0
106758,Zara,1,1225.0
107340,Zara,1,427.5
108263,Panvel Farmácias,1,24.0
109694,Zara,1,109.0
110391,Zara,2,1270.0
111054,Zara,4,1143.5
