loja_nome,segmento,shopping,valor,cupons
.,Calçados,Garten Shopping,111248.95,146
.,Gastronomia,Neumarkt Shopping,18228.86,68
10 Pastéis,Gastronomia,Balneário Shopping,8271.37,183
10 Pastéis,Gastronomia,Garten Shopping,3244.87,85
A Fabulosa,Presentes e Acessórios,Norte Shopping,9988.3,194
ADCOS,Beleza e Bem-estar,Continente Shopping,102579.17,168
ADCOS,Beleza e Bem-estar,Garten Shopping,75437.63,172
AJFans Balneário Shopping,Promocional,Balneário Shopping,7000.0,2
ANACAPRI,Calçados,Balneário Shopping,57586.26,207
Acium,Joalheria,Neumarkt Shopping,23131.16,74
Acium,Presentes e Acessórios,Balneário Shopping,10727.0,34
Acium,Presentes e Acessórios,Garten Shopping,12980.56,32
Acium,Presentes e Acessórios,Norte Shopping,11553.55,25
Acuo,Moda,Nações Shopping,90565.01,228
Acuvue Lentes,Ótica,Balneário Shopping,2579.12,6
Adcos,Beleza e Bem-estar,Balneário Shopping,89408.82,209
Adcos,Beleza e Bem-estar,Nações Shopping,44819.9,95
Adcos,Beleza e Bem-estar,Neumarkt Shopping,64591.01,162
Adidas,Esportes,Balneário Shopping,98042.1,115
Adidas,Esportes,Garten Shopping,208179.57,298
Adidas,Esportes,Neumarkt Shopping,82566.93000000001,144
Adidas,Moda,Balneário Shopping,154377.82,201
Adidas Originals,Moda,Balneário Shopping,118542.85,141
Alison Salles Hair Stylist,Salão de Beleza | Barbearia,Neumarkt Shopping,17610.9,74
Altenburg,Casa e Decoração,Balneário Shopping,235694.72,189
Altenburg,Casa e Decoração,Continente Shopping,168433.43,130
Americanas,Eletrodomésticos,Nações Shopping,24866.51,463
Anacapri,Calçados,Neumarkt Shopping,9519.9,44
Anacapri,Lazer,Continente Shopping,45365.02,160
Anjos Colchões & Sofás,Casa e Decoração,Neumarkt Shopping,219567.01,34
Antonio's Boliche,Lazer,Continente Shopping,298.0,3
Antonio's Boliche,Lazer,Nações Shopping,618.0,5
Aramis,Moda,Balneário Shopping,182350.57,112
Aramis,Moda,Neumarkt Shopping,155033.26,147
Aramis Menswear,Moda,Garten Shopping,166838.09,112
Arezzo,Calçados,Continente Shopping,312532.63,551
Arezzo,Calçados,Garten Shopping,162174.63999999998,262
Arezzo,Calçados,Nações Shopping,134534.05,243
Arezzo,Calçados Femininos,Balneário Shopping,356246.86,538
Arquipélago  Sushi,Gastronomia,Continente Shopping,44036.48,116
Arranjos Express,Serviços,Garten Shopping,240.2,4
Artwalk,Calçados,Balneário Shopping,180159.11000000002,183
Atacadão,Supermercado,Norte Shopping,390631.31,1793
Audithorium,Moda,Balneário Shopping,117204.83,160
Audithorium,Moda,Garten Shopping,153883.09,231
Audithorium,Moda,Norte Shopping,2149.25,5
Audithorium Menswear,Moda,Continente Shopping,118624.91,168
Authentic Feet,Moda,Neumarkt Shopping,69917.35,108
Avatim,Beleza e Bem-estar,Nações Shopping,62009.9,323
Avatim,Beleza e Bem-estar,Neumarkt Shopping,217218.7,1215
Avatim,Beleza e Bem-estar,Norte Shopping,77010.94,480
Avatim Cheiros Da Terra,Beleza e Bem-estar,Garten Shopping,61557.75,386
Avatim Cheiros Da Terra,Presentes e Acessórios,Garten Shopping,29041.45,157
BRANDO BIKES,Presentes e Acessórios,Continente Shopping,23152.0,22
Baby Mee,Infantil,Continente Shopping,4785.1,36
BabyMee,Infantil,Neumarkt Shopping,2760.23,27
Bacio di Latte,Gastronomia,Balneário Shopping,38020.03,810
Bacio di Latte,Gastronomia,Continente Shopping,43070.409999999996,897
Bagaggio,Presentes e Acessórios,Balneário Shopping,20259.28,37
Bagaggio,Presentes e Acessórios,Continente Shopping,71289.88,104
Bagaggio,Presentes e Acessórios,Garten Shopping,32932.729999999996,63
Bagaggio,Presentes e Acessórios,Nações Shopping,34450.31,48
Bagaggio,Presentes e Acessórios,Neumarkt Shopping,36944.39,59
Baier Joalheria,Joalheria,Neumarkt Shopping,289781.21,110
Balneário Shopping - Estacionamento,Serviços,Balneário Shopping,46355.0,1560
Baummer,Joalheria,Nações Shopping,10851.52,60
Baummer Semijóias,Presentes e Acessórios,Garten Shopping,12845.58,78
Be Fly,Serviços,Balneário Shopping,69249.11,7
Beagle,Moda,Balneário Shopping,47781.08,98
Beagle,Moda,Continente Shopping,54201.35,105
Beagle,Moda,Garten Shopping,90610.25,179
Beagle,Moda,Nações Shopping,137520.58000000002,240
Beagle,Moda,Norte Shopping,39861.29,81
BelShop,Beleza e Bem-estar,Nações Shopping,62673.54,397
Belshop,Beleza e Bem-estar,Neumarkt Shopping,67622.6,425
Bergerson,Joalheria,Garten Shopping,952550.53,37
Bibi,Infantil,Balneário Shopping,49772.09,154
Bibi Calçados,Calçados,Garten Shopping,44287.02,133
Big Jack Cervejaria,Gastronomia,Nações Shopping,28.0,1
BioMundo Produtos Naturais,Beleza e Bem-estar,Neumarkt Shopping,36246.01,191
Biscoitê,Calçados,Balneário Shopping,2575.64,31
Bkko,Moda,Norte Shopping,100092.26,147
Boali,Gastronomia,Garten Shopping,8873.62,176
Bob's,Gastronomia,Balneário Shopping,5826.19,177
Bob's,Gastronomia,Norte Shopping,3503.12,85
Bob's (Quiosque 1),Gastronomia - Sorvetes,Norte Shopping,229.8,12
Bob's (Quiosque 2),Gastronomia - Sorvetes,Norte Shopping,152.0,7
Bob's - Quiosque,Gastronomia,Nações Shopping,300.0,19
Bob's Sorvete - Quiosque,Gastronomia,Continente Shopping,13249.39,391
Boiko,Joalheria,Balneário Shopping,222721.2,50
Boiko Joalheiros,Joalheria,Norte Shopping,48936.3,36
Bona Park,Moda,Balneário Shopping,1667.0,3
Bondyou,Presentes e Acessórios,Balneário Shopping,2033.0,35
Bonna Panquecas e Massas,Gastronomia,Balneário Shopping,7852.9,110
Borelli,Gastronomia,Balneário Shopping,140.0,5
Borelli Gelato,Gastronomia - Sorvetes,Continente Shopping,12552.62,315
Boss,Moda,Balneário Shopping,382049.38,152
Botoclinic,Beleza e Bem-estar,Continente Shopping,7070.0,11
Botoclinic,Beleza e Bem-estar,Garten Shopping,14609.29,19
Botoclinic,Beleza e Bem-estar,Norte Shopping,9789.0,11
Bottero,Calçados,Balneário Shopping,248030.91999999998,435
Bottero,Calçados,Neumarkt Shopping,229966.35,440
Bowling Blu,Lazer,Norte Shopping,8201.0,33
Brando Bike,Outros,Norte Shopping,59598.9,43
Brasil Cacau,Gastronomia,Continente Shopping,18950.32,363
Brooksfield,Moda,Balneário Shopping,394221.65,233
Brooksfield,Moda,Continente Shopping,287986.56,225
Brooksfield,Moda,Garten Shopping,494141.10000000003,300
Brooksfield,Moda,Neumarkt Shopping,463341.04,340
Buddha SPA,Beleza e Bem-estar,Garten Shopping,4687.0,15
Buddha Spa,Serviços,Balneário Shopping,8937.01,20
Bull Prime Steak House,Gastronomia,Garten Shopping,34084.2,117
Burger King,Gastronomia,Balneário Shopping,16140.119999999999,321
Burger King,Gastronomia,Continente Shopping,8689.4,161
Burger King,Gastronomia,Garten Shopping,19064.19,384
Burger King,Gastronomia,Nações Shopping,10172.53,209
Burger King,Gastronomia,Neumarkt Shopping,23525.11,472
Burger King,Gastronomia,Norte Shopping,15422.27,279
Békko,Moda,Nações Shopping,184328.65,173
C&A,Moda,Balneário Shopping,879073.5700000001,2534
C&A,Moda,Continente Shopping,774621.26,2245
C&A,Moda,Garten Shopping,626713.52,1926
C&A,Moda,Nações Shopping,434612.96,1316
CANTINA MATTERELLO RESTAURANTE E PASTELARIA,Gastronomia,Garten Shopping,22515.94,561
CAPA FINA,Telefonia,Garten Shopping,3990.13,49
CELULAR CENTER,Eletrônicos,Continente Shopping,4101.7,19
CVC,Serviços,Garten Shopping,453929.25,39
CVC,Serviços,Norte Shopping,484725.51,51
Cabanas,Moda,Neumarkt Shopping,62361.67,137
Cacau Show,Gastronomia,Balneário Shopping,28229.45,326
Cacau Show,Gastronomia,Continente Shopping,20132.48,311
Cacau Show,Gastronomia,Garten Shopping,40146.27,666
Cacau Show,Gastronomia,Nações Shopping,42490.41,656
Cacau Show,Gastronomia,Neumarkt Shopping,39867.15,667
Cacau Show,Gastronomia,Norte Shopping,13223.12,216
Café Cultura,Gastronomia,Balneário Shopping,13289.19,249
Café Cultura,Gastronomia,Continente Shopping,13232.34,271
Café Cultura,Gastronomia,Garten Shopping,21631.07,470
Café Cultura,Gastronomia,Nações Shopping,27219.4,548
Café Cultura,Gastronomia,Neumarkt Shopping,54625.15,1124
Calvin Klein,Moda,Balneário Shopping,162051.0,221
Calvin Klein,Moda,Garten Shopping,13859.0,18
Calvin Klein e Tommy Hilfiger,Moda,Nações Shopping,231459.0,236
Calzedonia,Moda,Balneário Shopping,131433.69,408
Camarão Express,Gastronomia,Balneário Shopping,12486.3,137
Camarão Express,Gastronomia,Continente Shopping,83212.44,867
Camarão Express,Gastronomia,Nações Shopping,88691.85,1006
Camarão Express,Gastronomia,Neumarkt Shopping,12304.55,202
Camicado,Casa e Decoração,Balneário Shopping,182276.06,454
Camicado,Casa e Decoração,Garten Shopping,78381.66,266
Camicado,Casa e Decoração,Nações Shopping,66806.87,193
Camicado,Casa e Decoração,Neumarkt Shopping,134625.89,462
