cliente_id,loja_nome,n,valor
118,Café Cultura,3,138.0
118,Cobasi,1,79.0
118,Gamelas & Panella's,1,80.26
118,Kalunga,1,46.0
118,Lojas Americanas,2,145.84
118,Madero,4,303.0
118,Narbona Brasil,1,95.0
118,Riviera Café,2,25.0
118,Zanoni Sushi,1,83.98
137,Outback Steakhouse,1,131.82
151,Belshop,1,13.98
151,Café Cultura,1,26.0
151,Cobasi,1,18.7
151,Havan,1,59.97
151,Kalunga,2,96.7
151,LOJAS AMERICANAS,5,79.89
151,Life by Vivara,1,980.0
151,Mamma Mia Express,2,59.0
151,Me.Linda,1,18.0
151,Milky Moo,1,28.0
151,Mini Kalzone,1,24.0
151,Pratafina,1,89.0
151,Renner,1,89.8
151,WePink,1,45.9
160,Atacadão,8,226.76
160,Cacau Show,1,37.97
160,Cobasi,1,161.91
160,Leo Cosméticos,1,40.0
160,Livrarias Catarinense,2,82.9
160,Lojas Americanas,1,43.95
164,Avatim,1,163.0
164,C&A,1,232.97
164,Kitsu Box,1,38.0
164,Pittol,1,169.0
164,Renner,2,759.3
168,Borelli Gelato,1,29.5
168,Outback Steakhouse,1,198.8
169,Montana Grill,2,74.8
195,Arezzo,1,759.8
195,Docejo,1,36.0
195,Narbona Brasil,2,1181.04
235,Gamelas & Panella's,1,95.87
235,Mini Kalzone,1,29.8
241,Usaflex,1,749.98
249,Atacadão,4,96.47
249,Burger King,1,62.8
249,Cacau Show,1,23.0
249,Cobasi,1,5.9
249,Hering,1,269.97
249,Mini Kalzone,1,24.0
259,Avatim,1,171.0
259,Kalunga,1,127.5
272,Pittol,1,319.92
281,Track&Field,1,1431.0
281,Usaflex,1,349.99
349,Cacau Show,2,131.97
349,Havan,1,35.98
349,Livrarias Catarinense,2,71.9
349,Lojas Americanas,2,359.86
349,O Boticário,1,0.01
349,Panvel Farmácias,1,39.99
349,Pittol,1,359.0
349,Senhora Farinha,1,181.14
360,Havan,1,179.9
360,Mini Kalzone,1,35.5
360,Riachuelo,2,719.83
365,Atacadão,3,189.95
365,Mr. Cheff,1,109.99
375,Burger King,1,69.9
375,McDonald's,2,122.4
375,O Boticário,1,43.0
395,Youcom,1,219.9
506,Beagle,2,739.95
506,Casa Maria,1,4.99
506,Kings,1,299.0
506,Panvel Farmácias,2,169.78
506,Renner,2,457.54
506,Strutura,2,429.97
506,Tabacaria El Patrono,1,16.25
506,Youcom,1,253.02
568,Burger King,1,67.7
568,Cacau Show,1,18.0
568,Estação Choperia,1,33.0
568,Kings Sneakers,1,879.8
568,LOJAS AMERICANAS,4,67.9
568,McDonald's,1,56.9
568,Mini Kalzone,3,108.0
592,Stanley,1,140.0
617,Cacau Show,2,25.97
617,Havan,1,3.99
669,Atacadão,1,26.92
725,Cacau Show,1,35.0
725,Cobasi,2,135.09
725,Divino Fogão,2,77.0
725,Gamelas & Panella's,1,105.0
725,Giraffas,3,96.9
725,Lojas Americanas,2,99.87
725,Me.Linda,1,42.0
725,Montana Grill,1,29.9
725,Natura,1,130.3
725,O Boticário,1,43.47
725,Panvel Farmácias,2,51.36
725,Pernambucanas,1,305.95
725,Renner,1,59.9
725,Zanoni Sushi,1,29.15
742,Madero,1,72.0
752,LOJAS AMERICANAS,2,64.91
770,Havan,1,84.98
901,Tok & Stok,1,718.5
1010,Havan,1,169.98
1010,Renner,1,389.7
1224,Cacau Show,2,121.88
1224,Camarão Express,1,149.9
1224,Casa Maria,2,46.97
1224,Fátima Criança,1,154.0
1224,Livraria Catarinense,1,39.0
1224,Milkymoo,1,48.0
1303,Mini Kalzone,1,42.0
1303,Panvel Farmácias,2,85.24
1303,Renner,2,649.4
1391,Centauro,1,59.99
1559,Centauro,1,159.99
1670,Burger King,2,99.8
1670,JAH Açaí,4,120.97
1670,Mini Kalzone,1,16.5
1934,Gondolier,3,115.0
1934,Havan,1,19.0
1934,Kalunga,1,24.9
1934,Kfc,1,23.7
1934,LOJAS AMERICANAS,2,82.96
1934,Me.Linda,1,171.0
1934,Mini Kalzone,2,29.8
1934,Panvel Farmácias,1,104.98
1934,Renner,1,199.8
1934,Riachuelo,1,69.99
1934,Subway,1,26.0
1934,WePink,1,161.9
2035,Gelato Borelli,1,46.0
2035,Metroville Prime Grill,1,59.98
2090,Panvel Farmácias,1,49.99
2091,Chilli Beans,1,759.96
2091,Cobasi,1,230.18
2166,Centauro,1,24.68
2166,Continente Shopping - Estacionamento,1,20.0
2166,Me.Linda,1,139.0
2166,Ri Happy Baby,1,519.96
2213,Atacadão,1,180.0
2213,Avatim,1,2245.0
2213,Kalunga,1,322.0
2263,Life Vivara,2,1088.0
2363,Camarão Express,1,42.92
2363,Mini Kalzone,1,14.9
2363,Renner,1,83.67
2374,Cacau Show,1,24.0
2374,Café Cultura,3,127.0
2374,Cobasi,1,169.2
2374,Farm,1,796.0
2374,Kalunga,1,124.0
2374,Kombina Felice,1,197.0
2374,Livrarias Catarinense,2,442.2
2374,Madero,1,180.4
2374,McDonald's,3,101.1
2423,C&A,1,219.98
2423,Camarão Express,1,54.9
2423,HOT DOG DUPIRU,1,33.0
2423,Renner,3,419.5
2423,Riachuelo,1,49.99
2487,Atacadão,2,1144.75
2487,C&A,1,179.98
2487,Cobasi,2,27.3
2487,Kalunga,1,15.8
2487,Livrarias Catarinense,1,55.9
2487,Me.Linda,1,52.9
2487,Panvel Farmácias,1,53.98
2487,Renner,3,649.4
2487,Zara,3,2830.0
2600,Livrarias Curitiba,2,94.8
2600,Ri Happy,1,264.0
2643,C&A,1,283.94
