loja_nome,segmento,shopping,valor,cupons
.,Gastronomia,Neumarkt Shopping,693.96,3
10 Pastéis,Gastronomia,Balneário Shopping,1775.8,41
A Fabulosa,Presentes e Acessórios,Norte Shopping,2271.95,58
ADCOS,Beleza e Bem-estar,Continente Shopping,1480.0,3
ADCOS,Beleza e Bem-estar,Garten Shopping,1466.21,4
AJFans Neumarkt,Promocional,Neumarkt Shopping,1000.0,1
ALLMINI,Presentes e Acessórios,Norte Shopping,1428.77,17
ANACAPRI,Calçados,Balneário Shopping,619.5,4
Acium,Joalheria,Neumarkt Shopping,1597.44,11
Acium,Presentes e Acessórios,Balneário Shopping,187.0,1
Acium,Presentes e Acessórios,Garten Shopping,129.0,1
Acium,Presentes e Acessórios,Norte Shopping,4005.2200000000003,15
Acuo,Moda,Nações Shopping,4010.6,8
Adcos,Beleza e Bem-estar,Balneário Shopping,4112.0,10
Adcos,Beleza e Bem-estar,Nações Shopping,933.55,3
Adcos,Beleza e Bem-estar,Neumarkt Shopping,5712.87,20
Adidas,Esportes,Neumarkt Shopping,25605.27,36
Adidas Originals,Moda,Balneário Shopping,829.97,1
Alison Salles Hair Stylist,Salão de Beleza | Barbearia,Neumarkt Shopping,676.0,4
Altenburg,Casa e Decoração,Balneário Shopping,1490.0,1
Altenburg,Casa e Decoração,Continente Shopping,1469.8,2
Anacapri,Lazer,Continente Shopping,14361.82,37
Animale,Moda Feminina,Balneário Shopping,45660.0,6
Anjos Colchões & Sofás,Casa e Decoração,Neumarkt Shopping,1490.0,1
Aramis,Moda,Balneário Shopping,2410.89,2
Aramis,Moda,Neumarkt Shopping,2438.0,5
Aramis Menswear,Moda,Garten Shopping,4585.0,2
Ardrak Ginger,Outros,Garten Shopping,592.0,2
Arezzo,Calçados,Continente Shopping,10473.02,24
Arezzo,Calçados,Garten Shopping,4015.24,7
Arezzo,Calçados,Nações Shopping,5135.73,14
Arezzo,Calçados Femininos,Balneário Shopping,10703.119999999999,19
Arquipélago  Sushi,Gastronomia,Continente Shopping,3681.4,9
Artwalk,Calçados,Balneário Shopping,9540.94,10
Atacadão,Supermercado,Norte Shopping,76361.01,664
Audithorium,Moda,Balneário Shopping,4266.9800000000005,9
Audithorium,Moda,Garten Shopping,794.5,4
Audithorium Menswear,Moda,Continente Shopping,469.8,1
Authentic Feet,Moda,Neumarkt Shopping,5733.9,8
Avatim,Beleza e Bem-estar,Nações Shopping,1789.0,11
Avatim,Beleza e Bem-estar,Neumarkt Shopping,14450.5,78
Avatim,Beleza e Bem-estar,Norte Shopping,11207.4,59
BEAGLE,Moda,Norte Shopping,1808.46,11
Bacio di Latte,Gastronomia,Balneário Shopping,5560.97,124
Bacio di Latte,Gastronomia,Continente Shopping,5894.78,130
Bagaggio,Presentes e Acessórios,Balneário Shopping,1169.5,3
Bagaggio,Presentes e Acessórios,Continente Shopping,2542.9,6
Bagaggio,Presentes e Acessórios,Garten Shopping,1928.3700000000001,7
Bagaggio,Presentes e Acessórios,Nações Shopping,2766.0,8
Bagaggio,Presentes e Acessórios,Neumarkt Shopping,1974.62,4
Balneário Shopping - Estacionamento,Serviços,Balneário Shopping,1000.0,32
Baummer,Joalheria,Nações Shopping,464.3,5
Baummer Semijóias,Presentes e Acessórios,Garten Shopping,1349.31,13
Beagle,Moda,Balneário Shopping,929.95,3
