cliente_id,loja_nome,n,valor
136,Levi's,1,384.93
152,Café Cultura,1,28.0
152,Camicado,1,109.94
152,Centauro,1,99.99
152,Divino Fogão,2,56.85
152,Dona Torta,5,109.5
152,Giraffas,2,58.5
152,Granado Phamácias,1,42.0
152,Kalunga,1,15.0
152,Kib´s,2,144.35
152,Lindt,1,75.49
152,Madero,2,343.31
152,McDonald's,2,40.9
152,Mini Kalzone,1,17.25
152,Pittol,1,579.87
164,Arezzo,1,359.9
164,C&A,2,557.93
164,Casa Maria,1,11.0
164,Centauro,1,99.99
164,McDonald's,1,29.8
164,Mini Kalzone,2,37.8
164,Natureza Bistrô,1,29.5
164,Renner,2,566.6
164,Riachuelo,1,399.6
164,St.Chicken,1,17.9
164,The BBurgers,1,21.0
168,Bacio di Latte,15,431.0
168,Burger King,1,2.5
168,Cacau Show,1,29.98
168,Giraffas,10,300.49
168,Griletto,4,79.0
168,Leo Cosméticos,3,212.0
168,Livrarias Catarinense,1,89.9
168,Lojas Americanas,5,102.9
168,Madero,3,493.74
168,McDonald's,4,130.6
168,Milky Moo,1,16.0
168,Mini Kalzone,1,36.4
168,Renner,3,699.6
168,Riachuelo,1,59.9
168,Santo Kanto Restobar (Inativo),1,41.91
168,Spoleto,1,36.15
168,Swell Poke,5,269.0
169,Alô Bebê,1,54.8
169,Café Cultura,1,30.0
169,Cartes - Cozinha do Mundo,1,44.35
169,Docejo,1,18.0
169,EVOLUCELL CELULARES,1,35.0
169,Empório Du Homem,1,1564.63
169,Gamelas & Panella's,1,50.0
169,Go Coffee,2,22.8
169,Griletto,5,171.53
169,IDéli oui,1,45.99
169,Kalunga,1,16.8
169,Kopenhagen,3,105.4
169,Leo Cosméticos,1,1819.0
169,Madero,3,553.47
169,Natura,1,115.74
169,Outback Steakhouse,2,177.07
169,Santo Kanto Restobar (Inativo),3,114.14
169,Spoleto,2,74.0
169,Starbucks,1,13.5
169,Zanoni Sushi,4,227.3
170,Camarão Express,1,47.9
170,Centauro,1,939.94
170,Colcci,1,1477.0
170,Estação do Doce,1,32.0
170,Lupo,1,119.0
170,Mini Kalzone,1,42.0
170,NEW ERA,1,394.7
170,Pop Me,1,309.8
170,Riachuelo,1,179.9
170,Youcom,1,89.9
177,Cobasi,1,58.45
195,Brooksfield,1,399.9
195,Casa Maria,1,31.84
195,Cobasi,2,84.82
195,IDéli oui,1,649.0
195,Leo Cosméticos,1,24.0
195,Outback Steakhouse,1,257.15
195,Panvel Farmácias,1,3.0
196,KFC,2,41.8
228,BelShop,2,162.88
228,Cobasi,2,357.3
228,Hope Nacoes Shopping,2,476.9
234,Luz da Lua,1,299.9
234,Mini Kalzone,2,48.5
234,Panvel Farmácias,1,60.48
234,"Quem disse, Berenice?",1,74.9
235,Cartes - Cozinha do Mundo,1,84.71
235,Gamelas & Panella's,2,137.86
235,Mini Kalzone,1,10.5
241,Lindt,1,179.31
241,Sephora,1,490.0
241,Youcom,1,765.64
259,Avatim,3,651.0
259,Burger King,2,101.6
266,A Fabulosa,1,39.98
266,Atacadão,1,1028.51
266,Havan,2,349.88
266,Kalunga,3,98.85
266,Livrarias Catarinense,2,95.4
266,Mini Kalzone,1,12.0
266,Superlegal Brinquedos,1,129.99
272,Cacau Show,3,161.81
272,Havan,2,209.93
272,Kalunga,2,47.7
272,Lojas Americanas,10,301.52
272,Mc Donalds,5,170.8
272,Mr. Cheff,1,61.0
272,Pittol,11,1729.08
277,Chiquinho Sorvetes,2,76.0
281,Artwalk,1,799.99
281,Casa do Pão de Queijo,1,91.5
281,Jogê,1,556.0
281,Kopenhagen,1,44.4
281,Lindt,1,178.05
281,Lupo,1,421.74
307,Freddo,1,18.0
307,KFC,2,62.7
307,Lindt,1,73.62
307,Lojas Americanas,2,31.98
307,Loungerie,1,354.8
307,Mini Kalzone,1,16.0
349,Centauro,2,339.96
349,Cobasi,2,246.0
349,Riachuelo,1,199.7
349,Tech Smart,1,79.9
349,Ótica Chroma,1,1059.0
360,Livrarias Catarinense,1,179.6
375,Burger King,6,274.7
375,Dona Torta,2,92.25
375,Feng Cheng,1,104.5
375,Havan,4,325.94
375,KFC,6,210.1
375,Kalunga,3,42.4
375,Livrarias Curitiba,2,170.2
375,McDonald's,20,734.15
375,Mini Kalzone,14,246.8
375,OFFICINA DO CELULAR,1,139.9
375,Outback Steakhouse,1,241.26
375,Pratafina,1,270.0
375,Walool,4,95.0
382,Kopenhagen,2,57.1
382,Korte e Kosture,2,161.0
382,Livrarias Catarinense,2,87.9
382,Lojas Americanas,8,228.7
382,MB acessórios,2,180.9
382,Mc Donald's,1,3.9
382,Metroville,2,65.0
382,Mini Kalzone,1,8.9
382,O Boticário,4,365.47
382,Panvel Farmácias,1,55.7
382,Paris Cosméticos,1,59.98
382,Renner,2,259.7
382,Subway,3,58.0
382,Track&Field,4,739.3
382,Vans,1,479.96
424,Brasil Cacau,1,10.0
424,Cartes - Cozinha do Mundo,1,68.55
424,Cobasi,2,114.77
424,KFC,1,68.6
424,Mini Kalzone,2,46.7
446,Cobasi,1,104.1
446,Pittol,1,259.9
446,Youcom,1,479.7
465,Nike Unite,1,229.99
465,Outback Steakhouse,1,553.0
568,BioMundo Produtos Naturais,1,97.4
568,Cacau Show,3,115.0
568,Casa Olga,1,38.46
568,Chiquinho Sorvetes,2,46.6
568,Donuts Place,1,37.11
568,Estação Choperia,2,57.0
568,FARM,1,1224.0
568,Freddo,1,14.7
568,Havan,1,189.97
568,Kings Sneakers,1,1099.0
568,Lojas Americanas,7,391.53
568,Madero,2,202.72
568,McDonald's,2,99.2
568,Mini Kalzone,2,26.9
568,O Boticário,1,653.8
568,Panvel Farmácias,1,15.39
568,Riachuelo,1,59.9
568,Sandaliaria,1,189.9
568,Studio Z,1,509.97
610,Burger King,1,31.9
610,Calvin Klein Jeans,2,738.0
610,Camarão Express,1,103.0
610,Chiquinho Sorvetes,6,59.5
610,Cobasi,1,85.9
610,Cores em Cacau,1,55.0
610,Donuts Place,4,72.6
610,Havan,1,30.98
610,Livrarias Catarinense,1,37.5
610,Lojas Americanas,1,22.99
610,McDonald's,9,283.3
610,Mini Kalzone,8,58.0
610,Panvel Farmácias,2,42.04
610,Ri Happy,11,1013.93
610,Riachuelo,1,279.7
610,Superlegal Brinquedos,1,69.99
610,Zara,2,478.5
617,Cacau Show,1,33.97
617,Kalunga,1,12.9
617,Kopenhagen,1,79.9
649,Brasil Cacau,1,69.97
649,Griletto,3,55.0
649,McDonald's,4,91.6
649,Mr. Cheff,4,128.0
770,Atacadão,1,0.41
770,Havan,1,369.92
795,Paquetá Esportes,1,349.99
827,Madero,2,791.01
848,Hering Store,1,149.97
848,Renner,1,440.5
878,Brooksfield,1,499.9
878,Kopenhagen,1,99.8
878,Le Lis Blanc,1,459.9
878,Lindt,1,65.9
907,Dudalina,1,459.9
907,Livraria Catarinense,3,387.9
907,Natura,1,39.9
907,Natureza Bistrô,1,61.0
907,Renner,3,546.3
907,Ri Happy,1,99.98
907,Uebel Make Up,1,153.0
948,Idéli.oui,1,49.9
948,Renner,1,70.8
986,Americanas,1,62.96
986,Cobasi,1,149.9
986,Griletto,2,64.5
988,Chiquinho Sorvetes,1,20.0
988,Hering Store,1,69.99
988,Lojas Americanas,1,37.96
988,Renner,1,289.7
1007,Lupo,1,107.2
1007,Shoulder,3,3383.9
1070,Cacau Show,1,18.0
1070,Centauro,1,99.99
1070,LIVE!,1,489.8
1070,Livrarias Catarinense,1,101.8
1070,Ri Happy,1,69.0
1072,Centauro,1,599.99
1104,C&A,2,199.98
1104,McDonald's,4,109.8
1104,Mini Kalzone,2,26.9
1104,Youcom,2,239.8
1115,Cobasi,1,32.31
1125,Renner,3,909.1
1125,Riachuelo,1,139.9
1132,Life by Vivara,1,180.0
1132,Usaflex,1,349.99
1138,Luz da Lua,1,1541.7
1167,Café Cultura,2,79.0
1178,Café Cultura,1,46.0
1178,Crocs,2,370.0
1178,Kopenhagen,1,7.9
1178,L'Occitane en Provence,1,468.0
1178,Life by Vivara,1,1470.0
1178,Livrarias Catarinense,2,90.7
1178,McDonald's,2,89.3
1178,Track & Field,4,1959.2
1201,Natura,1,159.13
1201,Renner,1,357.6
1201,The Body Shop,1,139.9
1318,O Boticário,1,160.9
1318,Outback Steakhouse,2,1109.36
1355,McDonald's,1,9.9
1355,Renner,1,459.8
1397,Arezzo,1,759.9
1397,Livrarias Catarinense,1,158.9
1397,Lua Luá,1,858.0
1406,Renner,1,639.6
1406,Riachuelo,1,259.7
1417,Riachuelo,1,689.9
1426,Polo Wear,1,99.98
1449,Renner,2,715.3
1468,Avatim Cheiros Da Terra,1,171.0
1533,Bacio di Latte,1,24.95
1533,Casa Maria,1,107.7
1533,Cobasi,1,38.94
1533,OPHICINA,1,899.98
1738,Granado,1,95.0
1738,Jorge Bischoff,1,512.1
1738,Livrarias Catarinense,1,94.5
1738,Lupo,1,473.4
1738,Paris Cosméticos,3,1330.25
1738,Schutz,1,621.0
1738,Shoulder,2,1474.96
1738,Studio Z,1,229.99
1738,Tech Smart,1,129.9
1755,Cobasi,1,267.2
1755,Dona Torta,1,72.5
1755,Havan,2,175.98
1755,Levi's,2,289.8
1755,Lupo,1,21.9
1755,McDonald's,1,30.3
1755,Montana Grill,1,22.9
1755,Natura,1,151.7
1755,O Boticário,1,67.79
1770,Renner,2,139.8
1775,Lugano Gramado,1,46.08
1775,Santo Kanto Restobar (Inativo),1,103.02
1790,Casa Maria,1,24.9
1790,IDéli oui,1,399.0
1790,Kalunga,1,66.8
1840,Damyller,1,479.0
1945,Hering Store,2,379.96
2025,Camarão Express,1,108.8
2025,St.Chicken,1,28.8
2027,Paris Cosméticos,1,42.5
2027,Renner,2,419.6
2035,Burger King,2,123.8
2035,Cacau Show,1,61.91
2035,Café Cultura,2,116.0
2035,Giraffas,2,38.5
2035,Granado Phamácias,2,164.9
2035,Havan,1,79.99
2035,KFC,1,63.6
2035,McDonald's,3,71.0
2035,Pastelaria Matterello,1,53.0
2035,Renner,1,499.3
2035,VIRUS 41,1,799.8
2109,Carter's,1,299.8
2131,Adcos,1,349.0
2131,Bottero,1,909.4
2131,Cia do Homem,1,1809.6
2131,Nike Unite,2,379.96
2192,Magazine Luiza,2,4498.0
2211,Cassol Centerlar,1,39.9
2211,Cia.Marítima,1,358.8
2211,O Boticário,1,189.1
2211,Renner,1,539.7
2211,Santo Boteco,1,111.18
2213,Atacadão,5,244.03
2213,Bob's,1,24.9
2213,Orientali,1,40.56
2213,Panvel Farmácias,1,15.48
2234,Havan,1,350.0
2234,Lojas Americanas,1,68.93
2234,O Boticário,1,268.77
2234,Portus Padaria Artesanal,17,1228.7
2246,Livrarias Catarinense,1,47.9
2246,Lojas Americanas,1,45.96
2246,Outback Steakhouse,1,147.39
2254,Gnc Joinville Garten,1,60.0
2254,Outback Steakhouse,1,257.15
2254,Youcom,1,249.8
2287,Café Cultura,1,64.0
2287,Dona Torta,1,76.5
2287,Kalunga,2,197.19
2287,Livrarias Curitiba,4,159.4
2287,McDonald's,1,27.0
2287,Panvel Farmácias,1,109.97
2287,Ri Happy,2,56.98
2287,Shawarma Food Joinville,1,70.0
2337,Luz da Lua,1,799.9
2358,Arezzo,1,665.82
2358,Avatim,1,150.0
2358,Baummer,1,479.4
2358,Café Cultura,1,134.0
2358,Cobasi,2,703.94
