loja_nome,segmento,shopping,valor,cupons
10 Pastéis,Gastronomia,Balneário Shopping,631.5,16
10 Pastéis,Gastronomia,Garten Shopping,1248.87,35
A Fabulosa,Presentes e Acessórios,Norte Shopping,4065.42,56
ACIUM,Joalheria,Continente Shopping,25057.24,61
ACIUM,Joalheria,Neumarkt Shopping,3439.0,8
ACIUM,Joalheria,Norte Shopping,3259.97,10
ADCOS,Beleza e Bem-estar,Continente Shopping,33359.48,56
ADCOS,Beleza e Bem-estar,Garten Shopping,38952.1,85
ANACAPRI,Calçados,Balneário Shopping,8830.81,31
Acium,Presentes e Acessórios,Balneário Shopping,2658.56,6
Acuo,Moda,Nações Shopping,18586.17,52
Acuvue Lentes,Ótica,Balneário Shopping,2703.0,6
Adcos,Beleza e Bem-estar,Balneário Shopping,42262.17,83
Adcos,Beleza e Bem-estar,Nações Shopping,152.1,1
Adcos,Beleza e Bem-estar,Neumarkt Shopping,24631.46,72
Adidas,Esportes,Garten Shopping,74112.43000000001,115
Adidas,Moda,Balneário Shopping,28145.16,44
Alice Salazar,Beleza e Bem-estar,Garten Shopping,2148.64,16
Alison Salles Hair Stylist,Salão de Beleza | Barbearia,Neumarkt Shopping,105.0,3
Altenburg,Casa e Decoração,Balneário Shopping,3123.04,3
Altenburg,Casa e Decoração,Continente Shopping,67687.09,62
Alô Bebê,Infantil,Balneário Shopping,24165.74,72
Alô Bebê,Infantil,Continente Shopping,62057.19,187
Americanas,Eletrodomésticos,Nações Shopping,6057.15,137
Anacapri,Calçados,Neumarkt Shopping,11345.69,52
Aramis,Moda,Balneário Shopping,12135.22,14
Aramis,Moda,Neumarkt Shopping,39903.34,37
Aramis Menswear,Moda,Garten Shopping,16346.4,11
Arezzo,Calçados,Continente Shopping,121821.3,216
Arezzo,Calçados,Garten Shopping,72481.26,129
Arezzo,Calçados,Nações Shopping,53537.24,95
Artwalk,Calçados,Balneário Shopping,60822.98,72
Atacadão,Supermercado,Norte Shopping,84234.2,521
Audiozoom,Hub da Saúde,Garten Shopping,363.0,1
Audithorium,Moda,Balneário Shopping,162.83,2
Audithorium,Moda,Garten Shopping,32749.48,56
Audithorium,Moda,Norte Shopping,18788.78,33
Audithorium Menswear,Moda,Continente Shopping,32757.13,51
Authentic Feet,Moda,Neumarkt Shopping,20542.69,29
Avatim,Beleza e Bem-estar,Nações Shopping,20457.3,112
Avatim,Beleza e Bem-estar,Neumarkt Shopping,49405.21,307
Avatim Cheiros Da Terra,Presentes e Acessórios,Garten Shopping,47007.41,282
BRANDO BIKES,Presentes e Acessórios,Continente Shopping,1039.0,1
BRANDO BIKES,Presentes e Acessórios,Neumarkt Shopping,4646.0,4
Baby Bê,Infantil,Neumarkt Shopping,6504.84,21
Bacio di Latte,Gastronomia,Balneário Shopping,6256.09,151
Bacio di Latte,Gastronomia,Continente Shopping,15686.42,388
Bagaggio,Presentes e Acessórios,Balneário Shopping,2004.1799999999998,4
Bagaggio,Presentes e Acessórios,Continente Shopping,22531.5,33
Bagaggio,Presentes e Acessórios,Garten Shopping,18419.38,33
Bagaggio,Presentes e Acessórios,Nações Shopping,3020.37,7
Bagaggio,Presentes e Acessórios,Neumarkt Shopping,18131.06,37
Baier Joalheria,Joalheria,Neumarkt Shopping,56413.38,38
Bar do Alemão,Gastronomia,Norte Shopping,8186.79,31
Baummer,Joalheria,Nações Shopping,4515.7300000000005,23
Beagle,Moda,Balneário Shopping,17623.21,32
Beagle,Moda,Continente Shopping,28226.16,71
Beagle,Moda,Garten Shopping,25928.670000000002,62
Beagle,Moda,Nações Shopping,42959.83,81
Beagle,Moda,Norte Shopping,15093.74,46
BelShop,Beleza e Bem-estar,Nações Shopping,29345.7,174
Belshop,Beleza e Bem-estar,Neumarkt Shopping,32793.85,213
Bergerson,Joalheria,Garten Shopping,75065.9,12
Bibi,Calçados,Neumarkt Shopping,708.7,2
Bibi,Infantil,Balneário Shopping,14100.33,39
BioMundo Produtos Naturais,Beleza e Bem-estar,Neumarkt Shopping,4631.72,37
Bkko,Moda,Norte Shopping,19733.05,30
Bob's,Gastronomia,Balneário Shopping,1265.6,43
Bob's,Gastronomia,Norte Shopping,447.05,16
Bob's (Quiosque 1),Gastronomia - Sorvetes,Norte Shopping,113.0,5
Bob's (Quiosque 2),Gastronomia - Sorvetes,Norte Shopping,7.0,1
Bob's - Quiosque,Gastronomia,Nações Shopping,48.0,2
Bob's Sorvete - Quiosque,Gastronomia,Continente Shopping,4307.7,124
Boiko,Joalheria,Balneário Shopping,47427.2,21
Boiko Joalheiros,Joalheria,Norte Shopping,8943.0,8
Bonna Panquecas,Gastronomia,Neumarkt Shopping,1828.02,37
Bonna Panquecas e Massas,Gastronomia,Balneário Shopping,2477.81,42
Boss,Moda,Balneário Shopping,49468.0,20
Botoclinic,Beleza e Bem-estar,Continente Shopping,799.0,1
Botoclinic,Beleza e Bem-estar,Garten Shopping,3194.9,6
Bottero,Calçados,Balneário Shopping,29470.899999999998,53
Bottero,Calçados,Neumarkt Shopping,40368.13,91
Bowling Blu,Lazer,Norte Shopping,2589.02,9
Brando Bike,Lazer,Garten Shopping,1289.0,1
Brasil Cacau,Gastronomia,Continente Shopping,4630.3,156
Brooksfield,Moda,Balneário Shopping,81897.92,33
Brooksfield,Moda,Continente Shopping,85195.92,60
Brooksfield,Moda,Garten Shopping,136253.95,78
Brooksfield,Moda,Neumarkt Shopping,67238.62,59
Bull Prime,Gastronomia,Garten Shopping,24599.99,86
Burger King,Gastronomia,Balneário Shopping,1826.25,47
Burger King,Gastronomia,Continente Shopping,11433.05,252
Burger King,Gastronomia,Garten Shopping,7596.5,144
Burger King,Gastronomia,Nações Shopping,3903.0,80
Burger King,Gastronomia,Neumarkt Shopping,5787.2,130
Burger King,Gastronomia,Norte Shopping,6470.0,120
BurgerBravo,Gastronomia,Neumarkt Shopping,72.0,1
Békko,Moda,Nações Shopping,51407.92,49
C&A,Moda,Balneário Shopping,121724.58,407
C&A,Moda,Continente Shopping,181792.99,574
C&A,Moda,Garten Shopping,142067.88,558
C&A,Moda,Nações Shopping,102714.31,370
CAPA FINA,Telefonia,Garten Shopping,220.0,3
CELULAR CENTER,Eletrônicos,Continente Shopping,1465.31,7
CLIFIELD,Moda,Continente Shopping,65529.56,114
CVC,Serviços,Garten Shopping,4552.36,1
CVC,Serviços,Norte Shopping,14411.67,2
Cabanas,Moda,Neumarkt Shopping,13494.12,37
Cacau Show,Gastronomia,Balneário Shopping,4589.26,69
Cacau Show,Gastronomia,Continente Shopping,9345.94,131
Cacau Show,Gastronomia,Garten Shopping,14053.97,213
Cacau Show,Gastronomia,Neumarkt Shopping,3097.96,65
Cacau Show,Gastronomia,Norte Shopping,6885.21,98
Café Cultura,Gastronomia,Continente Shopping,5521.0,114
Café Cultura,Gastronomia,Garten Shopping,5967.09,144
Café Cultura,Gastronomia,Nações Shopping,4964.04,122
Café Cultura,Gastronomia,Neumarkt Shopping,5483.42,148
Calvin Klein,Moda,Balneário Shopping,33446.0,45
Calvin Klein Jeans,Moda,Neumarkt Shopping,27998.0,55
Calvin Klein e Tommy Hilfiger,Moda,Nações Shopping,24754.0,26
Calzedonia,Moda,Balneário Shopping,24764.3,100
Calzedonia,Moda,Garten Shopping,10435.59,52
Calzedonia,Moda Feminina,Continente Shopping,36482.17,145
Camarão Express,Gastronomia,Balneário Shopping,2205.2,37
Camarão Express,Gastronomia,Continente Shopping,7517.54,97
Camarão Express,Gastronomia,Nações Shopping,5427.34,67
Camicado,Casa e Decoração,Balneário Shopping,29109.850000000002,93
Camicado,Casa e Decoração,Garten Shopping,27410.71,92
Camicado,Casa e Decoração,Nações Shopping,25919.54,77
Camicado,Casa e Decoração,Neumarkt Shopping,30010.01,109
Cantinho Grill,Gastronomia,Nações Shopping,1714.7,28
Car Clinic,Lavação Automotiva,Garten Shopping,20.0,1
Carioca Calçados,Calçados,Continente Shopping,59533.65,177
Carter's,Infantil,Garten Shopping,27430.75,104
Carter´s,Infantil,Balneário Shopping,25270.0,83
Cartes - Cozinha do Mundo,Gastronomia,Continente Shopping,18165.32,266
Casa Bauducco,Gastronomia,Garten Shopping,3990.52,65
Casa Maria,Casa e Decoração,Continente Shopping,15800.54,246
Casa Maria,Casa e Decoração,Nações Shopping,14445.63,183
Casa Olga,Gastronomia,Neumarkt Shopping,8378.82,155
Casa do Pão de Queijo,Gastronomia,Balneário Shopping,931.5,25
Casas Bahia,Eletrodomésticos,Norte Shopping,54566.06,44
Cases e Capas,Presentes e Acessórios,Nações Shopping,3856.15,29
Cason,Eletrônicos,Nações Shopping,699.0,1
Cassol Centerlar,Casa e Decoração,Nações Shopping,44739.77,116
Cavezzale,Presentes e Acessórios,Neumarkt Shopping,34480.95,74
Cellairis,Eletrônicos,Balneário Shopping,579.6,4
Celular Shop,Eletrônicos,Balneário Shopping,4078.9,12
Centauro,Esportes,Balneário Shopping,101613.44,248
Centauro,Esportes,Continente Shopping,120919.01000000001,352
Centauro,Esportes,Garten Shopping,188880.31,490
Centauro,Esportes,Nações Shopping,70609.46,177
Centauro,Esportes,Neumarkt Shopping,142325.71,389
Centauro,Esportes,Norte Shopping,102643.31,275
Chef's & Fritas,Gastronomia,Nações Shopping,941.0,13
Chilli Beans,Ótica,Balneário Shopping,6248.68,12
Chilli Beans,Ótica,Continente Shopping,4100.6,9
Chilli Beans,Ótica,Garten Shopping,41083.85,44
Chilli Beans,Ótica,Norte Shopping,6324.4800000000005,13
Chiquinho Sorvetes,Gastronomia,Neumarkt Shopping,1731.6,84
Chiquinho Sorvetes,Gastronomia - Sorvetes,Continente Shopping,609.0,28
Chiquinho Sorvetes,Gastronomia - Sorvetes,Garten Shopping,142.0,6
Chiquinho Sorvetes,Gastronomia - Sorvetes,Norte Shopping,1268.0,44
Chope Do Mestre,Gastronomia,Continente Shopping,259.0,12
Chope do Mestre,Gastronomia,Nações Shopping,241.8,7
Chuá,Moda Feminina,Balneário Shopping,32223.059999999998,36
Chuá Brand,Moda,Garten Shopping,55443.7,58
Chuá Brand,Moda Feminina,Continente Shopping,21710.170000000002,25
Cia Marítima,Moda Feminina,Neumarkt Shopping,27715.1,25
Cia do Homem,Moda,Neumarkt Shopping,119896.13,168
Cia do Terno,Moda,Norte Shopping,48087.61,81
Cia.Marítima,Moda,Nações Shopping,4378.4,4
Cinépolis,Lazer,Continente Shopping,1307.0,25
Cinépolis,Lazer,Norte Shopping,271.5,7
Claro,Telefonia,Continente Shopping,70431.36,26
Claro,Telefonia,Garten Shopping,9538.09,2
Claro,Telefonia,Neumarkt Shopping,20933.6,10
Claro,Telefonia,Norte Shopping,7506.68,5
Clifield,Moda,Balneário Shopping,25626.44,28
Clube Melissa,Calçados,Balneário Shopping,6715.26,24
Clube Melissa,Calçados,Neumarkt Shopping,6425.0199999999995,29
Cobasi,Pets,Continente Shopping,46141.86,382
Cobasi,Pets,Garten Shopping,31031.47,309
Cobasi,Pets,Nações Shopping,33454.12,253
Cobasi,Pets,Neumarkt Shopping,41625.46,310
Cobasi,Pets,Norte Shopping,37266.17,316
Colcci,Moda,Balneário Shopping,15132.5,14
Colcci,Moda,Nações Shopping,36902.3,31
Companhia da Moda,Moda,Continente Shopping,58411.19,81
Constance,Calçados,Continente Shopping,34901.46,97
Cores em Cacau,Gastronomia,Balneário Shopping,136.94,6
Cores em Cacau,Gastronomia,Neumarkt Shopping,306.99,7
Criamigos,Infantil,Balneário Shopping,5797.52,18
Criatiff,Moda,Continente Shopping,22458.72,55
Criatiff,Moda Feminina,Neumarkt Shopping,17988.0,38
Crocs,Calçados,Balneário Shopping,13446.0,54
Crocs,Calçados,Garten Shopping,12798.0,42
Crocs,Calçados,Neumarkt Shopping,12616.0,40
Cvc Viagens,Serviços,Neumarkt Shopping,87058.35,4
D.O.C. RESTAURANTE,Gastronomia,Nações Shopping,435.72,3
Damay Cafeteria,Gastronomia,Garten Shopping,1255.97,40
Damyller,Moda,Continente Shopping,96750.0,109
Damyller,Moda,Garten Shopping,77161.0,96
Damyller,Moda,Nações Shopping,39233.0,50
Damyller,Moda,Neumarkt Shopping,33952.0,48
Daniela Tombini,Moda,Neumarkt Shopping,22234.16,44
De Ville Gourmet,Gastronomia,Balneário Shopping,3061.08,37
Decathlon,Esportes,Continente Shopping,125530.03,502
Delícia do Vale,Gastronomia,Norte Shopping,2405.81,53
Democrata,Calçados,Balneário Shopping,18420.5,44
Democrata,Calçados,Continente Shopping,83848.37,179
Diesel,Moda,Balneário Shopping,32812.28,11
Divert Park,Lazer,Continente Shopping,180.0,3
Divino Fogão,Gastronomia,Balneário Shopping,2421.13,41
Divino Fogão,Gastronomia,Continente Shopping,9149.77,129
Divino Fogão,Gastronomia,Garten Shopping,5108.65,94
Divino Fogão,Gastronomia,Neumarkt Shopping,1700.14,39
Docejo,Gastronomia,Continente Shopping,10473.2,241
Dona Torta,Gastronomia,Garten Shopping,22301.95,488
Donna Mirô,Gastronomia,Nações Shopping,1358.43,21
Donuts Place,Gastronomia,Neumarkt Shopping,646.91,23
Dudalina,Moda,Balneário Shopping,8584.66,11
Dudalina,Moda,Nações Shopping,29382.35,30
Due Sapori,Gastronomia,Neumarkt Shopping,7159.68,108
EVOLUCELL CELULARES,Telefonia,Continente Shopping,35.0,1
Ellus,Moda,Neumarkt Shopping,23092.9,41
Empório Du Homem,Moda,Continente Shopping,121703.98,139
Empório Du Homem,Moda,Nações Shopping,54545.8,31
Empório Essenza,Beleza e Bem-estar,Balneário Shopping,3875.52,18
Empório du Homem,Moda,Continente Shopping,529.8,1
Espaço Laser,Beleza e Bem-estar,Continente Shopping,870.0,3
Estação Choperia,Gastronomia,Neumarkt Shopping,956.9,25
Estação Choperia,Gastronomia,Norte Shopping,719.8,9
Estação do Doce,Gastronomia,Nações Shopping,116.58999999999999,5
Evolucell,Eletrônicos,Continente Shopping,187.0,2
Exclusiva Colchões,Casa e Decoração,Continente Shopping,30796.87,9
Exclusiva Colchões,Casa e Decoração,Nações Shopping,1706.4,1
Exclusiva Colchões & Sofás,Casa e Decoração,Norte Shopping,10719.29,4
Express Grill,Gastronomia - Restaurante,Garten Shopping,897.9200000000001,16
FARM,Moda,Continente Shopping,31251.87,53
FARM,Moda,Neumarkt Shopping,53806.7,76
FATIMA ESPORTES,Esportes,Nações Shopping,90373.57,135
FORUM,Moda,Balneário Shopping,6742.51,5
Farm,Moda Feminina,Garten Shopping,47200.27,72
Feng Cheng,Gastronomia,Garten Shopping,10185.1,160
Feng Cheng,Gastronomia,Neumarkt Shopping,11533.27,116
Feng Cheng,Gastronomia,Norte Shopping,4709.12,67
Fini,Gastronomia,Balneário Shopping,719.13,15
Fini,Gastronomia,Continente Shopping,672.09,32
Fini,Gastronomia,Garten Shopping,676.14,21
Fini,Gastronomia,Nações Shopping,179.73,9
FisioMastter,Beleza e Bem-estar,Garten Shopping,1900.0,1
Flor de Laranjeira,Serviços,Garten Shopping,110.0,1
Floripratas,Presentes e Acessórios,Continente Shopping,6933.08,36
Francisbel,Gastronomia,Nações Shopping,88.9,2
Freddo,Gastronomia,Balneário Shopping,1842.8,52
Freddo,Gastronomia,Neumarkt Shopping,8723.81,253
Fun Case,Eletrônicos,Norte Shopping,268.0,1
Fun Case,Telefonia,Garten Shopping,649.0,4
Fun Case Gamer,Presentes e Acessórios,Balneário Shopping,180.0,1
Fábrica Di Chocolate,Gastronomia,Nações Shopping,263.79,12
Fátima Bebê,Infantil,Nações Shopping,16009.79,48
Fátima Criança,Infantil,Nações Shopping,13890.5,62
Fátima Papelaria,Papelaria,Nações Shopping,5524.59,50
GNC Cinemas,Lazer,Neumarkt Shopping,2203.57,42
Game Mania,Eletrônicos,Balneário Shopping,4369.2,7
Game Mania,Eletrônicos,Neumarkt Shopping,10097.6,16
Game Mania,Eletrônicos,Norte Shopping,1249.5,4
Gamelas & Panella's,Gastronomia,Continente Shopping,12764.27,224
Gamelas & Panella´s,Gastronomia,Balneário Shopping,3925.22,55
Gelatony Gelateria,Gastronomia,Continente Shopping,1180.3,37
General Lyy,Moda,Balneário Shopping,10057.24,20
General Lyy,Moda,Garten Shopping,37210.77,76
General Lyy,Moda,Neumarkt Shopping,24907.06,57
Giraffa's,Gastronomia,Balneário Shopping,3776.9,74
Giraffas,Gastronomia,Continente Shopping,12685.29,235
