loja_nome,segmento,shopping,valor,cupons
.,Infantil,Garten Shopping,99.8,1
10 Pastéis,Gastronomia,Balneário Shopping,7537.59,174
10 Pastéis,Gastronomia,Garten Shopping,8420.94,187
A Fabulosa,Presentes e Acessórios,Norte Shopping,32134.75,447
ADCOS,Beleza e Bem-estar,Continente Shopping,126698.07,272
ADCOS,Beleza e Bem-estar,Garten Shopping,107203.51,272
AJFans Balneário Shopping,Promocional,Balneário Shopping,4100.0,4
ANACAPRI,Calçados,Balneário Shopping,100133.08,445
Acium,Joalheria,Neumarkt Shopping,34072.59,100
Acium,Presentes e Acessórios,Balneário Shopping,14818.8,56
Acium,Presentes e Acessórios,Garten Shopping,2084.55,9
Acium,Presentes e Acessórios,Norte Shopping,7245.65,24
Acuo,Moda,Nações Shopping,133187.28,447
Acuvue Lentes,Ótica,Balneário Shopping,13076.59,30
Adcos,Beleza e Bem-estar,Balneário Shopping,146383.32,403
Adcos,Beleza e Bem-estar,Nações Shopping,61833.59,145
Adcos,Beleza e Bem-estar,Neumarkt Shopping,81576.61,261
Adidas,Esportes,Garten Shopping,338440.03,622
Adidas,Moda,Balneário Shopping,436447.94,705
Alison Salles Hair Stylist,Salão de Beleza | Barbearia,Neumarkt Shopping,12978.99,76
Altenburg,Casa e Decoração,Balneário Shopping,322210.35,296
Altenburg,Casa e Decoração,Continente Shopping,220812.37,218
Alô Bebê,Infantil,Balneário Shopping,395099.84,1059
Alô Bebê,Infantil,Continente Shopping,268950.12,911
Americanas,Eletrodomésticos,Nações Shopping,45273.73,669
Anacapri,Calçados,Neumarkt Shopping,81391.67,362
Anacapri,Não informado,Continente Shopping,86531.54000000001,353
Anjos Colchões & Sofás,Casa e Decoração,Neumarkt Shopping,67283.0,16
Antonio's Boliche,Lazer,Nações Shopping,429.0,3
Aramis,Moda,Balneário Shopping,322794.48,325
Aramis,Moda,Neumarkt Shopping,185312.42,207
Aramis Menswear,Moda,Garten Shopping,70710.1,100
Arcos Dourados Comercio De Alimentos Ltda,Gastronomia,Norte Shopping,65.7,1
Arezzo,Calçados,Continente Shopping,308465.83999999997,723
Arezzo,Calçados,Garten Shopping,273880.57,566
Arezzo,Calçados,Nações Shopping,181664.27,448
Arranjos Express,Serviços,Garten Shopping,2046.8999999999999,19
Artwalk,Calçados,Balneário Shopping,283859.77,310
Atacadão,Supermercado,Norte Shopping,653841.81,3009
Audithorium,Moda,Balneário Shopping,139284.32,263
Audithorium,Moda,Garten Shopping,251351.95,487
Audithorium,Moda,Norte Shopping,77518.19,147
Audithorium Menswear,Moda,Continente Shopping,174154.46,313
Authentic Feet,Moda,Neumarkt Shopping,96606.40000000001,175
Avatim,Beleza e Bem-estar,Nações Shopping,123490.3,704
Avatim,Beleza e Bem-estar,Neumarkt Shopping,386311.28,2106
Avatim,Beleza e Bem-estar,Norte Shopping,134334.9,735
Avatim Cheiros Da Terra,Presentes e Acessórios,Garten Shopping,215040.66,1224
BRANDO BIKES,Presentes e Acessórios,Continente Shopping,24196.0,24
Baby Bê,Infantil,Neumarkt Shopping,44722.14,168
Bacio di Latte,Gastronomia,Balneário Shopping,69612.59,1194
Bacio di Latte,Gastronomia,Continente Shopping,62360.51,1296
Bagaggio,Presentes e Acessórios,Balneário Shopping,23291.260000000002,27
Bagaggio,Presentes e Acessórios,Continente Shopping,73775.59,168
Bagaggio,Presentes e Acessórios,Garten Shopping,62612.67,138
Bagaggio,Presentes e Acessórios,Nações Shopping,68501.55,108
Bagaggio,Presentes e Acessórios,Neumarkt Shopping,76887.08,134
Baier Joalheria,Joalheria,Neumarkt Shopping,240901.87,135
Balneário Shopping - Estacionamento,Serviços,Balneário Shopping,65080.01,2158
Baummer,Joalheria,Nações Shopping,34136.87,177
Baummer Semijóias,Presentes e Acessórios,Garten Shopping,35174.91,227
Be Fly,Serviços,Balneário Shopping,151071.5,18
Beagle,Moda,Balneário Shopping,150909.16,406
Beagle,Moda,Continente Shopping,116169.91,370
Beagle,Moda,Garten Shopping,184794.71000000002,584
Beagle,Moda,Nações Shopping,210522.32,501
Beagle,Moda,Norte Shopping,115321.88,286
BelShop,Beleza e Bem-estar,Nações Shopping,117685.31999999999,722
Belshop,Beleza e Bem-estar,Neumarkt Shopping,120844.85,793
Bennemann | Acessórios,Presentes e Acessórios,Balneário Shopping,35846.05,60
Bergerson,Joalheria,Garten Shopping,953917.57,50
Bibi,Infantil,Balneário Shopping,93544.0,290
Bibi Calçados,Calçados,Garten Shopping,52919.74,167
BioMundo Produtos Naturais,Beleza e Bem-estar,Neumarkt Shopping,27617.66,190
Biscoitê,Calçados,Balneário Shopping,32763.98,153
Bkko,Moda,Norte Shopping,103934.86,167
Bob's,Gastronomia,Balneário Shopping,6285.03,200
Bob's,Gastronomia,Norte Shopping,7150.58,174
Bob's (Quiosque 1),Gastronomia - Sorvetes,Norte Shopping,503.9,22
Bob's (Quiosque 2),Gastronomia - Sorvetes,Norte Shopping,663.8,29
Bob's - Quiosque,Gastronomia,Nações Shopping,1239.7,26
Bob's Sorvete - Quiosque,Gastronomia,Continente Shopping,12780.01,402
Boiko,Joalheria,Balneário Shopping,208698.13,64
Boiko Joalheiros,Joalheria,Norte Shopping,63108.3,43
Bona Park,Moda,Balneário Shopping,13477.71,25
Bondyou,Presentes e Acessórios,Balneário Shopping,6347.3,80
Bonna Panquecas,Gastronomia,Neumarkt Shopping,1318.22,30
Bonna Panquecas e Massas,Gastronomia,Balneário Shopping,13348.039999999999,202
Boss,Moda,Balneário Shopping,545637.55,280
Botoclinic,Beleza e Bem-estar,Garten Shopping,13921.43,21
Botoclinic,Beleza e Bem-estar,Norte Shopping,24641.809999999998,18
Bottero,Calçados,Balneário Shopping,192550.97,415
Bottero,Calçados,Neumarkt Shopping,163227.22,446
Bowling Blu,Lazer,Norte Shopping,5665.0,21
Brando Bike,Lazer,Garten Shopping,9440.01,11
Brando Bike,Outros,Norte Shopping,119767.0,88
Brasil Cacau,Gastronomia,Continente Shopping,73984.18,886
Brooksfield,Moda,Balneário Shopping,435037.24,289
Brooksfield,Moda,Continente Shopping,477238.15,365
Brooksfield,Moda,Garten Shopping,725290.84,462
Brooksfield,Moda,Neumarkt Shopping,472506.63,429
Buddha Spa,Serviços,Balneário Shopping,327.25,2
Buddha Spa Garten Joinville,Beleza e Bem-estar,Garten Shopping,1424.0,4
Bull Prime Steak House,Gastronomia,Garten Shopping,25897.94,88
Burger King,Gastronomia,Balneário Shopping,17495.2,343
Burger King,Gastronomia,Continente Shopping,41801.89,749
Burger King,Gastronomia,Garten Shopping,21469.02,439
Burger King,Gastronomia,Nações Shopping,21836.14,418
Burger King,Gastronomia,Neumarkt Shopping,24729.329999999998,512
Burger King,Gastronomia,Norte Shopping,30561.969999999998,562
Békko,Moda,Nações Shopping,245022.23,343
C&A,Moda,Balneário Shopping,814121.79,2808
C&A,Moda,Continente Shopping,832657.06,2999
C&A,Moda,Garten Shopping,722987.45,2712
C&A,Moda,Nações Shopping,507015.45,2016
CANTINA MATTERELLO RESTAURANTE E PASTELARIA,Gastronomia,Garten Shopping,11778.0,238
CAPA FINA,Telefonia,Garten Shopping,6255.2,73
CELULAR CENTER,Eletrônicos,Continente Shopping,34022.48,120
CLARO,Telefonia,Balneário Shopping,6577.0,4
CLIFIELD,Moda,Continente Shopping,325398.07,544
CVC,Serviços,Garten Shopping,1132931.07,122
CVC,Serviços,Norte Shopping,329401.31,46
Cabanas,Moda,Neumarkt Shopping,98688.44,235
Cacau Show,Gastronomia,Balneário Shopping,156461.81,926
Cacau Show,Gastronomia,Continente Shopping,115621.95,933
Cacau Show,Gastronomia,Garten Shopping,272818.01,2123
Cacau Show,Gastronomia,Neumarkt Shopping,195911.52,1779
Cacau Show,Gastronomia,Norte Shopping,97174.49,874
Cacau Show Al,Gastronomia,Balneário Shopping,3532.65,1
Café Cultura,Gastronomia,Balneário Shopping,11625.76,251
Café Cultura,Gastronomia,Continente Shopping,17732.13,358
Café Cultura,Gastronomia,Garten Shopping,23752.32,550
Café Cultura,Gastronomia,Nações Shopping,55171.090000000004,938
Café Cultura,Gastronomia,Neumarkt Shopping,47267.38,968
Calvin Klein,Moda,Balneário Shopping,177845.0,343
Calvin Klein Jeans,Moda,Neumarkt Shopping,116995.0,231
Calvin Klein e Tommy Hilfiger,Moda,Nações Shopping,229689.69,358
Calzedonia,Moda,Balneário Shopping,95743.28,214
Calzedonia,Moda,Garten Shopping,16522.52,60
Calzedonia,Moda Feminina,Continente Shopping,26161.559999999998,65
Camarão Express,Gastronomia,Balneário Shopping,18206.2,204
Camarão Express,Gastronomia,Continente Shopping,112259.16,1123
Camarão Express,Gastronomia,Nações Shopping,105321.07,1200
Camicado,Casa e Decoração,Balneário Shopping,328898.58,898
Camicado,Casa e Decoração,Garten Shopping,147583.06,547
Camicado,Casa e Decoração,Nações Shopping,176299.82,547
Camicado,Casa e Decoração,Neumarkt Shopping,279797.19,998
Cantinho Grill,Gastronomia,Nações Shopping,11069.97,190
Car Clinic,Lavação Automotiva,Garten Shopping,365.0,3
Carioca Calçados,Calçados,Continente Shopping,367385.71,1122
Carter's,Infantil,Garten Shopping,180652.9,597
Carter´s,Infantil,Balneário Shopping,177328.26,516
Cartes - Cozinha do Mundo,Gastronomia,Continente Shopping,71491.74,896
Casa Bauducco,Gastronomia,Garten Shopping,33151.32,408
Casa Maria,Casa e Decoração,Continente Shopping,75539.2,1021
Casa Maria,Casa e Decoração,Nações Shopping,54274.3,611
Casas Bahia,Eletrodomésticos,Norte Shopping,1018295.93,578
Cases e Capas,Presentes e Acessórios,Nações Shopping,24269.3,129
Cassol Centerlar,Casa e Decoração,Nações Shopping,810075.8099999999,965
Cavezzale,Presentes e Acessórios,Neumarkt Shopping,163796.07,460
Celular Shop,Eletrônicos,Balneário Shopping,32323.6,98
Celulares e Cia.,Eletrônicos,Norte Shopping,23068.6,40
Centauro,Esportes,Balneário Shopping,1386718.45,3158
Centauro,Esportes,Continente Shopping,817281.67,2387
Centauro,Esportes,Garten Shopping,941209.3,2681
Centauro,Esportes,Nações Shopping,350910.16000000003,993
Centauro,Esportes,Neumarkt Shopping,798081.42,2370
Centauro,Esportes,Norte Shopping,457246.95,1180
Chaveiros Colin,Serviços,Garten Shopping,52.0,2
Chef's & Fritas,Gastronomia,Nações Shopping,9200.61,106
Chilli Beans,Ótica,Balneário Shopping,40162.71,81
Chilli Beans,Ótica,Continente Shopping,66830.95,142
Chilli Beans,Ótica,Garten Shopping,201166.84,420
Chilli Beans,Ótica,Nações Shopping,28198.48,64
Chilli Beans,Ótica,Norte Shopping,113447.31,213
Chiquinho Sorvetes,Gastronomia,Neumarkt Shopping,9553.72,441
Chiquinho Sorvetes,Gastronomia - Sorvetes,Continente Shopping,1435.6,54
Chiquinho Sorvetes,Gastronomia - Sorvetes,Garten Shopping,5810.1,235
Chiquinho Sorvetes,Gastronomia - Sorvetes,Norte Shopping,6977.26,264
Chope Do Mestre,Gastronomia,Continente Shopping,464.8,22
Chope do Mestre,Gastronomia,Nações Shopping,1210.75,37
Chuá,Moda Feminina,Balneário Shopping,308806.56,384
Chuá Brand,Moda,Garten Shopping,174146.76,232
Chuá Brand,Moda Feminina,Continente Shopping,179224.58,203
Cia Marítima,Moda Feminina,Neumarkt Shopping,221551.15,290
Cia do Homem,Moda,Neumarkt Shopping,557538.86,894
Cia do Terno,Moda,Norte Shopping,114049.15,196
Cinépolis,Lazer,Continente Shopping,15706.0,243
Cinépolis,Lazer,Norte Shopping,1873.0,32
Claro,Telefonia,Continente Shopping,767547.6,230
Claro,Telefonia,Garten Shopping,3662.0,2
Claro,Telefonia,Neumarkt Shopping,246638.56,109
Claro,Telefonia,Norte Shopping,208652.38999999998,137
Claro S/a,Telefonia,Balneário Shopping,203580.28,67
Clifield,Moda,Balneário Shopping,232445.27,284
Clube Melissa,Calçados,Balneário Shopping,88792.76,326
Clube Melissa,Calçados,Neumarkt Shopping,72600.61,328
Cobasi,Pets,Continente Shopping,134577.2,1043
Cobasi,Pets,Garten Shopping,116658.61,1039
Cobasi,Pets,Nações Shopping,184496.78,1313
Cobasi,Pets,Neumarkt Shopping,161682.48,1131
Cobasi,Pets,Norte Shopping,136923.74,990
Colcci,Moda,Nações Shopping,168842.3,236
Coliseu,Joalheria,Balneário Shopping,2199.0,1
Coliseu,Joalheria,Garten Shopping,101180.1,26
Companhia da Moda,Moda,Continente Shopping,266857.59,496
Constance,Calçados,Continente Shopping,187796.01,609
Continente Shopping - Estacionamento,Serviços,Continente Shopping,35270.13,1882
Cores em Cacau,Gastronomia,Balneário Shopping,1961.49,49
Cores em Cacau,Gastronomia,Neumarkt Shopping,1692.54,41
Creamy Skin Care,Beleza e Bem-estar,Balneário Shopping,48721.84,336
Criamigos,Infantil,Balneário Shopping,116518.98,328
Crocs,Calçados,Balneário Shopping,182674.82,572
Crocs,Calçados,Garten Shopping,84188.01,296
Crocs,Calçados,Neumarkt Shopping,70226.69,210
Cvc Viagens,Serviços,Neumarkt Shopping,856429.88,77
Damay Cafeteria,Gastronomia,Garten Shopping,3896.37,107
Damyller,Moda,Continente Shopping,348087.0,444
Damyller,Moda,Garten Shopping,229370.46,340
Damyller,Moda,Nações Shopping,178582.25,275
Damyller,Moda,Neumarkt Shopping,208507.0,295
Daniela Tombini,Moda,Neumarkt Shopping,82481.08,159
De Ville Gourmet,Gastronomia,Balneário Shopping,27143.75,322
Decathlon,Esportes,Continente Shopping,526443.19,2093
Delícia do Vale,Gastronomia,Norte Shopping,6756.7,126
Democrata,Calçados,Balneário Shopping,262362.4,595
Democrata,Calçados,Continente Shopping,202996.82,506
Democrata,Lazer,Continente Shopping,1329.6,3
Diesel,Moda,Balneário Shopping,287793.7,143
Digital Duo,Eletrônicos,Garten Shopping,4559.0,13
Divert Park,Lazer,Continente Shopping,1787.0,10
Divino Fogão,Gastronomia,Balneário Shopping,14471.2,229
Divino Fogão,Gastronomia,Continente Shopping,38739.77,521
Divino Fogão,Gastronomia,Garten Shopping,32572.5,468
Divino Fogão,Gastronomia,Neumarkt Shopping,17733.36,316
Docejo,Gastronomia,Continente Shopping,47284.42,1012
Don Barber,Beleza e Bem-estar,Neumarkt Shopping,2260.41,18
Don Pettine,Salão de Beleza | Barbearia,Nações Shopping,634.0,6
Dona Torta,Gastronomia,Garten Shopping,75649.64,1437
Donna Mirô,Gastronomia,Nações Shopping,11005.73,177
Donuts Place,Gastronomia,Neumarkt Shopping,38.35,1
Dudalina,Moda,Balneário Shopping,13785.9,28
Dudalina,Moda,Nações Shopping,131625.16,198
Due Sapori,Gastronomia,Neumarkt Shopping,19717.23,295
Dvie Joalheria,Joalheria,Balneário Shopping,85418.0,6
ESTETICCAR (acquazero),Serviços,Continente Shopping,109.9,1
EVOLUCELL CELULARES,Telefonia,Continente Shopping,1736.0,4
Ellus,Moda,Balneário Shopping,59353.95,73
Empório Du Homem,Moda,Continente Shopping,628722.16,870
Empório Du Homem,Moda,Nações Shopping,304846.43,242
Engenharia do Corpo Academia,Serviços,Nações Shopping,4577.76,4
Espaço Laser,Beleza e Bem-estar,Continente Shopping,52849.95,36
Espaço Laser,Beleza e Bem-estar,Nações Shopping,9349.42,3
Espaço Laser,Beleza e Bem-estar,Norte Shopping,1247.6,1
Estacionamento - Nações Shopping,Serviços,Nações Shopping,14095.0,1002
Estação Choperia,Gastronomia,Neumarkt Shopping,9581.4,192
Estação Choperia,Gastronomia,Norte Shopping,4379.7,54
Estação do Doce,Gastronomia,Nações Shopping,13525.71,366
Estrela Beauty,Infantil,Balneário Shopping,1901.0,6
Exclusiva Colchões,Casa e Decoração,Continente Shopping,159341.93,41
Exclusiva Colchões & Sofás,Casa e Decoração,Norte Shopping,137642.64,45
