cliente_id,loja_nome,n,valor
137,CANTINA MATTERELLO RESTAURANTE E PASTELARIA,1,66.98
137,Kib´s,1,50.0
152,Anacapri,1,119.9
152,Lindt,1,27.99
160,Atacadão,1,29.78
160,Cacau Show,2,62.0
160,Cobasi,1,139.42
164,Uebel Make Up,1,694.6
168,Bacio di Latte,1,26.05
189,Osklen,1,647.0
189,Outback Steakhouse,1,275.07
189,Zara,1,1036.5
195,Cobasi,1,20.0
195,Cotton On,1,49.9
195,Decathlon,1,49.99
195,Kalunga,2,65.9
195,L'occitane au Brésil,1,114.8
195,Ophicina,1,962.0
232,Me.Linda,1,14.9
232,Mini Kalzone,1,55.4
232,Riachuelo,1,89.98
235,Studio Z,1,239.99
241,Casa Bauducco,1,136.83
241,Lindt,1,179.99
241,Usaflex,1,449.98
249,Havan,1,39.97
259,Havan,1,489.89
269,Lojas Americanas,1,37.93
269,Spedini Trattoria Expressa,1,89.0
281,Anselmi,1,689.0
281,Café Cultura,1,46.0
281,Vivara,1,1155.0
304,Centauro,1,219.96
304,Estacionamento Norte Shopping,1,15.0
304,Neumarkt Shopping - Estacionamento,1,16.0
330,JCanedo,1,188.97
330,Panvel Farmácias,1,154.39
330,Vicio DiPrata,1,104.9
331,Aramis,1,469.9
331,Freddo,1,59.8
331,Havaianas,1,82.99
331,L'Occitane En Provence,1,388.0
331,Life Vivara,1,190.0
331,Lindt,1,199.9
331,Mânoa Acessórios,1,69.98
338,Continente Shopping - Estacionamento,1,37.0
339,Centauro,1,19.98
345,Centauro,1,319.98
349,Beagle,4,1618.38
349,Chiquinho Sorvetes,2,34.0
349,Havan,4,397.97
349,Livrarias Catarinense,5,262.3
349,Lojas Americanas,2,90.96
349,Lupo,1,211.2
349,Mini Kalzone,1,36.0
349,Ri Happy,1,159.94
360,Camicado,1,101.95
374,PRIME GAMES,1,120.0
375,KFC,1,72.9
375,McDonald's,5,408.8
375,Mini Kalzone,2,40.0
375,Ri Happy,1,40.0
