cliente_id,loja_nome,n,valor
137,Livrarias Curitiba,1,46.9
170,Kings Sneackers,1,1299.9
195,Cobasi,1,291.8
234,O Boticário,1,75.91
235,Carioca Calçados,1,169.99
235,Renner,1,259.9
287,LIVE!,1,299.8
287,LOJAS AMERICANAS,1,27.98
287,Livrarias Catarinense,1,79.7
287,Madero,2,320.32
287,Ri Happy,1,390.95
287,Studio Z,1,119.99
349,Livrarias Catarinense,1,55.9
537,Orientali,2,100.04
537,Riachuelo,1,809.95
568,Centauro,1,259.98
736,Avatim,1,56.0
736,Café Cultura,1,10.0
736,Due Sapori,1,89.34
736,Riachuelo,1,219.97
788,Burger King,1,19.9
788,KFC,1,72.6
1007,Aramis,1,449.9
1007,Café Cultura,2,45.0
1391,Outback SteakHouse,1,211.23
1559,JAH Açaí,2,74.14
1590,Garten Shopping - Estacionamento,1,24.0
1622,Bibi,1,319.9
1622,Duladu,1,371.8
1622,Havaianas,1,89.99
1622,Paris Cosméticos,1,71.33
1622,Puket,1,204.9
1622,Renner,1,649.4
1622,Superlegal Brinquedos,1,139.98
1622,Virus 41,2,329.9
2025,Beagle,1,909.7
2025,Centauro,1,837.96
2025,Riachuelo,1,339.98
2035,Feng Cheng,2,299.12
2035,McDonald's,2,37.0
2035,Metroville Prime Grill,2,79.98
2132,Stanley,1,309.0
2246,Centauro,1,149.99
2246,Livrarias Catarinense,1,41.1
2309,C&A,2,209.98
2309,Livrarias Curitiba,3,253.3
2309,Renner,1,379.7
2309,Wepink,1,181.8
2360,Livrarias Catarinense,1,49.0
2360,McDonald's,1,61.3
2360,Me.Linda,1,91.7
2374,Artwalk,1,1299.99
2374,Balneário Shopping - Estacionamento,1,15.0
2374,Café Cultura,1,25.01
2374,Freddo,1,74.0
2374,GNC Cinemas,1,52.0
2374,Lindt,1,56.5
2374,Liquori Caffè Gourmet,1,118.0
2374,Madero,1,199.0
2487,Avatim,1,46.0
2487,Kopenhagen,2,20.8
2487,Renner,1,191.25
2600,Café Cultura,1,23.0
2718,Garten Shopping - Estacionamento,1,24.0
2794,Atacadão,1,838.24
2794,Cobasi,1,30.84
2794,Go Coffee,1,32.5
2794,Idéli.oui,1,59.9
2794,Mini Kalzone,2,54.6
2794,Norte Shopping - Estacionamento,1,21.0
2794,Renner,1,339.9
2799,Nações Shopping Estacionamento,1,30.0
2905,Outback Steakhouse,1,339.81
2982,Estacionamento - Nações Shopping (CERTO),1,18.0
2982,Santo Boteco,1,217.48
3139,Balneário Shopping - Estacionamento,1,45.0
3157,Clube Melissa,1,419.9
3157,Luz da Lua,1,899.9
3184,Me.Linda,1,102.9
3280,Divino Fogão,1,39.99
3280,Havan,2,429.96
3280,Pittol,2,789.97
3393,Renner,1,1448.4
3439,Democrata,1,364.7
3439,Due Sapori,1,41.96
3439,Feng Cheng,2,81.44
3439,Gondolier,1,103.0
3439,Idéli.Oui,1,159.0
3439,Kfc,1,35.8
3439,Kopenhagen,2,209.2
3439,Mamma Mia Express,1,52.0
3439,McDonald's,1,43.5
3439,Mini Kalzone,2,18.5
3439,Zee Rucci,1,114.7
3562,Panda Café & Chá Mix,1,39.9
3562,Riachuelo,2,359.96
3637,Atacadão,1,284.03
3637,Lojas Americanas,1,26.65
3637,Norte Shopping - Estacionamento,1,20.0
3637,Polo Wear,1,169.99
3637,Toni Toys,1,109.99
3765,Gnc Joinville Garten,1,71.0
3828,Avatim,1,4.0
3828,Café Cultura,1,19.0
3828,Cinépolis,3,109.0
3828,Havan,2,40.99
3828,Lojas Americanas,1,6.99
3890,Arezzo,1,399.9
4182,Decathlon,1,139.99
4182,Nike Unite,1,419.99
4182,Vivara,1,594.0
4195,Centauro,2,749.95
4195,L'occitane Bresil,2,277.32
4195,Lindt,2,121.48
4195,Miniso,2,39.98
4590,Subway,2,156.5
4635,Livrarias Catarinense,1,59.9
