cliente_id,loja_nome,n,valor
152,De Ville Gourmet,1,7.0
152,Giraffa's,1,32.0
152,Granado Phamácias,2,85.8
152,Madero,1,159.5
169,Kopenhagen,1,48.4
177,Lug's,2,57.97
187,Bacio di Latte,1,10.95
187,Natura,1,171.52
195,Bacio di Latte,1,32.95
195,Café Cultura,1,21.0
195,Casa Maria,1,5.49
195,Cobasi,2,358.5
195,L'occitane au Brésil,1,89.9
195,Lojas Americanas,2,43.95
195,Natura,1,64.0
195,Nike Unite,1,449.99
195,Panvel Farmácias,1,36.97
195,Polo Wear,1,79.99
195,Riachuelo,1,139.99
277,Chiquinho Sorvetes,1,40.0
277,Lojas Americanas,1,19.99
277,Renner,1,149.9
349,Centauro,1,109.97
349,Cobasi,2,67.98
349,Kalunga,1,469.9
375,Burger King,3,143.1
375,CANTINA MATTERELLO RESTAURANTE E PASTELARIA,1,55.0
375,Cacau Show,1,25.0
375,KFC,2,93.6
375,Mini Kalzone,3,55.0
424,Riachuelo,2,244.97
478,Havan,1,139.96
478,Panvel Farmácias,1,109.42
478,Renner,1,329.5
568,Cacau Show,1,6.0
568,Feng Cheng,1,24.2
568,Kalunga,2,49.9
568,Lojas Americanas,1,20.45
568,Mini Kalzone,2,36.5
568,Outback Steakhouse,1,168.62
568,Spedini,1,44.0
617,Kalunga,1,37.9
617,O Boticário,1,2.63
649,Giraffas,2,53.0
649,Griletto,3,55.5
649,Lojas Americanas,1,80.4
649,McDonald's,1,31.9
649,Mr. Cheff,7,219.99
649,Panvel Farmácias,1,29.99
770,Atacadão,1,121.8
770,Havan,2,349.95
836,Renner,1,139.6
836,Studio Z,1,69.99
901,Renner,1,619.6
1137,Renner,4,369.5
1941,C&A,1,199.98
1941,Renner,1,229.8
2035,Havan,1,239.98
2035,Swell Poke,1,48.0
2040,Bonna Panquecas e Massas,1,85.0
2040,Burger King,1,54.8
2210,Cobasi,1,51.0
2210,Continente Shopping - Estacionamento,1,20.0
2210,KFC,1,74.8
2210,Kopenhagen,1,69.8
2210,Madero,1,159.5
2210,Panvel Farmácias,1,8.99
2210,Renner,2,469.2
2210,Riachuelo,1,99.0
2210,Spoleto,1,77.05
2213,Atacadão,1,587.68
2213,Brando Bike,1,254.0
2213,Cacau Show,1,35.98
2213,Kfc,1,28.9
2213,O Boticário,1,40.0
2213,Orientali,1,48.32
2254,Hering,1,99.99
2254,Kalunga,1,55.4
2254,Outback Steakhouse,1,270.37
2254,Renner,2,419.4
2254,Stanley,1,309.0
2363,Mini Kalzone,1,22.5
2374,Adidas,1,209.99
2374,Café Cultura,3,150.0
2374,Cobasi,2,43.5
2374,Divino Fogão,2,133.61
2374,Farm,2,1216.0
2374,Freddo,1,25.95
2374,GNC Cinemas,1,44.0
2374,Gelato Borelli,1,24.0
2374,Kalunga,1,79.8
2374,LIVE!,3,1876.09
2374,Livrarias Catarinense,2,99.4
2374,Lojas Americanas,1,30.95
2374,MB Acessórios,1,30.0
2374,Madero,2,366.31
2374,Magic Feet,1,849.98
2374,Maze,1,1399.0
2374,McDonald's,2,73.7
2374,Panvel Farmácias,2,140.38
