loja_nome,segmento,shopping,valor,cupons
10 Pastéis,Gastronomia,Balneário Shopping,25.0,1
AC BRASIL,Ótica,Garten Shopping,297.0,1
ADCOS,Beleza e Bem-estar,Garten Shopping,338.0,1
Acuo,Moda,Nações Shopping,206.81,2
Adcos,Beleza e Bem-estar,Balneário Shopping,143.1,1
Adcos,Beleza e Bem-estar,Neumarkt Shopping,288.0,2
Adidas,Moda,Balneário Shopping,2428.55,4
Altenburg,Casa e Decoração,Continente Shopping,11318.5,2
Alô Bebê,Infantil,Continente Shopping,99.7,2
Americanas,Eletrodomésticos,Nações Shopping,93.4,2
Anacapri,Calçados,Neumarkt Shopping,416.73,3
Arezzo,Calçados,Continente Shopping,13054.66,28
Arezzo,Calçados,Garten Shopping,199.95,1
Arezzo,Calçados,Nações Shopping,619.8,1
Atacadão,Supermercado,Norte Shopping,301.47999999999996,2
Audithorium,Moda,Garten Shopping,4733.89,8
Avatim,Beleza e Bem-estar,Neumarkt Shopping,775.0,4
Avatim Cheiros Da Terra,Presentes e Acessórios,Garten Shopping,464.0,3
BOX 12,Presentes e Acessórios,Garten Shopping,907.5999999999999,9
Bacio di Latte,Gastronomia,Balneário Shopping,19.95,1
Bacio di Latte,Gastronomia,Continente Shopping,376.0,6
Bagaggio,Presentes e Acessórios,Balneário Shopping,1499.9,1
Baier Joalheria,Joalheria,Neumarkt Shopping,169.3,1
BanApple Gofres,Gastronomia,Continente Shopping,21.0,1
Baummer,Joalheria,Nações Shopping,197.62,2
Beagle,Moda,Continente Shopping,602.95,4
Beagle,Moda,Garten Shopping,1267.87,3
Beagle,Moda,Nações Shopping,405.98,1
Beagle,Moda,Norte Shopping,179.98,1
BelShop,Beleza e Bem-estar,Nações Shopping,76.94,1
Belshop,Beleza e Bem-estar,Neumarkt Shopping,775.36,9
Bergerson,Joalheria,Garten Shopping,10960.0,1
BioMundo Produtos Naturais,Beleza e Bem-estar,Neumarkt Shopping,16.96,1
Bkko,Moda,Norte Shopping,189.0,1
Bob's Sorvete - Quiosque,Gastronomia,Continente Shopping,1694.8,13
Boiko,Joalheria,Balneário Shopping,599.0,1
Botoclinic,Beleza e Bem-estar,Garten Shopping,1489.25,2
Bottero,Calçados,Neumarkt Shopping,518.9,2
Brasil Cacau,Gastronomia,Continente Shopping,309.31,4
Brooksfield,Moda,Balneário Shopping,1559.7,1
Brooksfield,Moda,Continente Shopping,1099.6000000000001,2
Brooksfield,Moda,Neumarkt Shopping,5533.74,1
Bull Prime,Gastronomia,Garten Shopping,365.87,1
Burger King,Gastronomia,Continente Shopping,170.8,3
Burger King,Gastronomia,Neumarkt Shopping,153.39999999999998,3
Burger King,Gastronomia,Norte Shopping,71.6,2
C&A,Moda,Continente Shopping,54772.39,231
C&A,Moda,Garten Shopping,1190.93,5
C&A,Moda,Nações Shopping,165.97,1
CLIFIELD,Moda,Continente Shopping,268.0,2
CVC,Serviços,Garten Shopping,162808.77,7
Cacau Show,Gastronomia,Balneário Shopping,269.6,2
Cacau Show,Gastronomia,Continente Shopping,125.75,2
Cacau Show,Gastronomia,Garten Shopping,908.84,10
Cacau Show,Gastronomia,Neumarkt Shopping,1338.6,6
Cacau Show,Gastronomia,Norte Shopping,517.7,4
Cacau Show Quiosque,Gastronomia,Balneário Shopping,858.6,4
Café Cultura,Gastronomia,Continente Shopping,177.0,4
Café Cultura,Gastronomia,Garten Shopping,156.0,3
Café Cultura,Gastronomia,Nações Shopping,54.0,2
Calvin Klein Jeans,Moda,Neumarkt Shopping,328.0,1
Calzedonia,Moda,Balneário Shopping,657.02,1
Calzedonia,Moda,Garten Shopping,239.2,1
Calzedonia,Moda Feminina,Continente Shopping,105.28,1
Camicado,Casa e Decoração,Balneário Shopping,582.9300000000001,3
Camicado,Casa e Decoração,Garten Shopping,489.94,3
Camicado,Casa e Decoração,Neumarkt Shopping,446.97,3
Carioca Calçados,Calçados,Continente Shopping,1494.9,4
Carter´s,Infantil,Balneário Shopping,6368.6,14
Cartes - Cozinha do Mundo,Gastronomia,Continente Shopping,400.03000000000003,5
Casa Bauducco,Gastronomia,Garten Shopping,56.2,2
Casa Maria,Casa e Decoração,Continente Shopping,446.2,3
Casa Maria,Casa e Decoração,Nações Shopping,22.85,2
Casa Olga,Gastronomia,Neumarkt Shopping,104.53,4
Casa do Pão de Queijo,Gastronomia,Balneário Shopping,26.0,1
Casas Bahia,Eletrodomésticos,Norte Shopping,4498.0,2
Cassol Centerlar,Casa e Decoração,Nações Shopping,2171.67,3
Cavezzale,Presentes e Acessórios,Neumarkt Shopping,3050.27,10
Celulares e Cia.,Eletrônicos,Norte Shopping,1900.0,1
Centauro,Esportes,Balneário Shopping,1089.92,4
Centauro,Esportes,Continente Shopping,1749.87,6
Centauro,Esportes,Garten Shopping,3333.75,8
Centauro,Esportes,Nações Shopping,549.99,1
Centauro,Esportes,Neumarkt Shopping,2559.84,9
Centauro,Esportes,Norte Shopping,109.98,2
Chiquinho Sorvetes,Gastronomia,Neumarkt Shopping,12.0,3
Chiquinho Sorvetes,Gastronomia - Sorvetes,Norte Shopping,16.0,1
Chuá,Moda Feminina,Balneário Shopping,599.9,1
Cia do Homem,Moda,Neumarkt Shopping,440.1,3
Cinépolis,Lazer,Continente Shopping,74.0,2
Claro,Telefonia,Continente Shopping,10148.6,4
Claro,Telefonia,Neumarkt Shopping,7174.0,3
Claro,Telefonia,Norte Shopping,4193.96,1
Clube Melissa,Calçados,Garten Shopping,139.9,1
Clube Melissa,Calçados,Neumarkt Shopping,599.6,3
Cobasi,Pets,Continente Shopping,1078.22,9
Cobasi,Pets,Garten Shopping,320.69,4
Cobasi,Pets,Nações Shopping,9.8,1
Cobasi,Pets,Neumarkt Shopping,1292.63,12
Cobasi,Pets,Norte Shopping,397.24,3
Colcci,Moda,Balneário Shopping,1982.0,2
Companhia da Moda,Moda,Continente Shopping,2364.77,8
Cores em Cacau,Gastronomia,Balneário Shopping,57.0,1
Criatiff,Moda Feminina,Nações Shopping,2779.8100000000004,5
Damay Cafeteria,Gastronomia,Garten Shopping,28.15,1
Damyller,Moda,Continente Shopping,1126.0,1
Damyller,Moda,Garten Shopping,2123.0,3
Damyller,Moda,Neumarkt Shopping,1182.5900000000001,3
Daniela Tombini,Moda,Neumarkt Shopping,207.0,1
Decathlon,Esportes,Continente Shopping,2405.84,10
Delícia do Vale,Gastronomia,Norte Shopping,151.55,4
Democrata,Calçados,Continente Shopping,60129.409999999996,152
Diesel,Moda,Balneário Shopping,3785.0,1
Divino Fogão,Gastronomia,Continente Shopping,52.9,1
Docejo,Gastronomia,Continente Shopping,45.0,1
Dona Torta,Gastronomia,Garten Shopping,525.65,14
Donna Mirô,Gastronomia,Nações Shopping,79.02,3
Due Sapori,Gastronomia,Neumarkt Shopping,202.31,4
EMPORIO ESSENZA,Beleza e Bem-estar,Balneário Shopping,196.8,1
Empório du Homem,Moda,Continente Shopping,2243.37,3
Espaço Make,Beleza e Bem-estar,Continente Shopping,10.0,1
FARM,Moda,Continente Shopping,3264.8,4
FARM,Moda,Neumarkt Shopping,2315.1,3
FATIMA ESPORTES,Esportes,Nações Shopping,447.98,2
Farm,Moda Feminina,Garten Shopping,2801.8,4
Feng Cheng,Gastronomia,Garten Shopping,37.31,1
