loja_nome,segmento,shopping,valor,cupons
.,Beleza e Bem-estar,Balneário Shopping,458026.21,858
.,Beleza e Bem-estar,Continente Shopping,2306.9,6
.,Calçados,Balneário Shopping,1134439.58,1144
.,Calçados,Garten Shopping,483507.79,807
.,Gastronomia,Continente Shopping,3824.19,79
.,Gastronomia,Neumarkt Shopping,37719.48,138
.,Infantil,Garten Shopping,70.0,1
.,Ótica,Garten Shopping,139383.53,93
10 Pastéis,Gastronomia,Balneário Shopping,28337.65,640
10 Pastéis,Gastronomia,Garten Shopping,4958.66,132
10 Pastéis Joinville,Gastronomia,Garten Shopping,5132.35,140
A Fabulosa,Presentes e Acessórios,Norte Shopping,59317.28,1083
ADCOS,Beleza e Bem-estar,Continente Shopping,268396.94,474
ADCOS,Beleza e Bem-estar,Garten Shopping,165356.59,416
AJFans Balneário Shopping,Promocional,Balneário Shopping,7000.0,2
AJFans Garten Shopping (Ação especial),Promocional,Garten Shopping,500.0,1
AJFans Nações Shopping (Ação especial),Telefonia,Nações Shopping,2000.0,2
AJFans Neumarkt,Promocional,Neumarkt Shopping,1500.0,2
AJFans Norte Shopping (Ação especial),Promocional,Norte Shopping,500.0,1
ALLMINI,Presentes e Acessórios,Norte Shopping,47745.61,453
ANACAPRI,Calçados,Balneário Shopping,70287.97,265
Acium,Joalheria,Neumarkt Shopping,61309.77,234
Acium,Presentes e Acessórios,Balneário Shopping,38882.8,122
Acium,Presentes e Acessórios,Garten Shopping,38445.56,110
Acium,Presentes e Acessórios,Norte Shopping,42558.159999999996,128
Acuo,Moda,Nações Shopping,163613.58,463
Acuvue Lentes,Ótica,Balneário Shopping,18682.739999999998,44
Adcos,Beleza e Bem-estar,Balneário Shopping,267145.89,665
Adcos,Beleza e Bem-estar,Nações Shopping,96121.79,193
Adcos,Beleza e Bem-estar,Neumarkt Shopping,214571.33,596
Adidas,Esportes,Balneário Shopping,466093.71,765
Adidas,Esportes,Garten Shopping,250629.42,378
Adidas,Esportes,Neumarkt Shopping,580216.25,1140
Adidas,Moda,Balneário Shopping,267853.89,381
Adidas Originals,Moda,Balneário Shopping,423819.54,635
Alice Salazar,Beleza e Bem-estar,Garten Shopping,47.0,1
Alison Salles Hair Stylist,Salão de Beleza | Barbearia,Neumarkt Shopping,55636.85,248
Altenburg,Casa e Decoração,Balneário Shopping,593172.79,567
Altenburg,Casa e Decoração,Continente Shopping,364319.71,324
Alô Bebê,Infantil,Balneário Shopping,27765.22,97
Alô Bebê,Infantil,Continente Shopping,34292.659999999996,151
Anacapri,Calçados,Neumarkt Shopping,17914.3,82
Anacapri,Calçados Femininos,Garten Shopping,98871.03,426
Anacapri,Lazer,Continente Shopping,176669.66,646
Animale,Moda Feminina,Balneário Shopping,590631.1900000001,327
Anjos Colchões & Sofás,Casa e Decoração,Neumarkt Shopping,355461.01,70
Anselmi,Moda Feminina,Balneário Shopping,264953.5,164
Antonio's Boliche,Gastronomia - Sorvetes,Nações Shopping,1188.0,7
Antonio's Boliche,Lazer,Continente Shopping,713.0,6
Aramis,Moda,Balneário Shopping,412063.4,327
Aramis,Moda,Nações Shopping,9548.94,10
Aramis,Moda,Neumarkt Shopping,430472.18,434
Aramis Menswear,Moda,Garten Shopping,394178.36,332
Ardrak Ginger,Outros,Garten Shopping,723.5,3
Arezzo,Calçados,Continente Shopping,778310.1699999999,1614
Arezzo,Calçados,Garten Shopping,382478.82,745
Arezzo,Calçados,Nações Shopping,260392.16,544
Arezzo,Calçados,Neumarkt Shopping,337145.44,771
Arezzo,Calçados,Norte Shopping,57724.85,149
Arezzo,Calçados Femininos,Balneário Shopping,1027716.6799999999,1908
Arquipélago  Sushi,Gastronomia,Continente Shopping,139371.5,350
Arranjos Express,Serviços,Garten Shopping,3495.1,25
Artwalk,Calçados,Balneário Shopping,412152.32,427
Atacadão,Supermercado,Norte Shopping,1377799.82,7734
Audithorium,Moda,Balneário Shopping,414480.36,673
Audithorium,Moda,Garten Shopping,398745.18,755
Audithorium,Moda,Norte Shopping,5699.62,15
Audithorium Menswear,Moda,Continente Shopping,264098.86,466
Authentic Feet,Moda,Neumarkt Shopping,179582.52,292
Avatim,Beleza e Bem-estar,Nações Shopping,132823.59,709
Avatim,Beleza e Bem-estar,Neumarkt Shopping,795099.22,4329
Avatim,Beleza e Bem-estar,Norte Shopping,300658.37,1780
Avatim Cheiros Da Terra,Presentes e Acessórios,Garten Shopping,74319.35,437
Aventura Jurássica,Serviços,Balneário Shopping,338.0,2
BEAGLE,Moda,Norte Shopping,3011.77,19
BRANDO BIKE,Presentes e Acessórios,Continente Shopping,89344.0,49
Baby Bê,Infantil,Neumarkt Shopping,13690.07,40
Baby Mee,Infantil,Continente Shopping,4785.1,36
BabyMee,Infantil,Neumarkt Shopping,7719.929999999999,69
