loja_nome,segmento,shopping,valor,cupons
.,Ótica,Garten Shopping,2586.3,3
10 Pastéis,Gastronomia,Balneário Shopping,272.89,9
10 Pastéis,Gastronomia,Garten Shopping,91.9,4
A Fabulosa,Presentes e Acessórios,Norte Shopping,629.6999999999999,15
ADCOS,Beleza e Bem-estar,Continente Shopping,1170.3400000000001,4
ADCOS,Beleza e Bem-estar,Garten Shopping,2193.7,6
ANACAPRI,Calçados,Balneário Shopping,609.6,3
Acium,Joalheria,Neumarkt Shopping,606.38,3
Acuo,Moda,Nações Shopping,2167.9,6
Adcos,Beleza e Bem-estar,Balneário Shopping,2436.1,4
Adcos,Beleza e Bem-estar,Nações Shopping,3858.36,5
Adcos,Beleza e Bem-estar,Neumarkt Shopping,2500.5,5
Adidas,Esportes,Garten Shopping,4838.78,7
Adidas,Moda,Balneário Shopping,2766.91,5
Alison Salles Hair Stylist,Salão de Beleza | Barbearia,Neumarkt Shopping,1048.0,2
Altenburg,Casa e Decoração,Balneário Shopping,1305.4,4
Altenburg,Casa e Decoração,Continente Shopping,856.8,1
Anacapri,Calçados,Neumarkt Shopping,1239.4,4
Anacapri,Lazer,Continente Shopping,509.70000000000005,2
Animale,Moda Feminina,Balneário Shopping,3376.8,3
Anjos Colchões & Sofás,Casa e Decoração,Neumarkt Shopping,4985.0,1
Arezzo,Calçados,Continente Shopping,7264.13,12
Arezzo,Calçados,Garten Shopping,559.8499999999999,2
Arezzo,Calçados,Nações Shopping,9192.9,24
Arquipélago  Sushi,Gastronomia,Continente Shopping,294.8,1
Artwalk,Calçados,Balneário Shopping,2448.98,3
Atacadão,Supermercado,Norte Shopping,20286.9,124
Audithorium,Moda,Garten Shopping,429.6,2
Audithorium,Moda,Norte Shopping,49.95,1
Audithorium Menswear,Moda,Continente Shopping,13243.36,11
Authentic Feet,Moda,Neumarkt Shopping,3242.44,4
Avatim,Beleza e Bem-estar,Nações Shopping,803.1,3
Avatim,Beleza e Bem-estar,Neumarkt Shopping,4571.0,30
Avatim,Beleza e Bem-estar,Norte Shopping,2856.0,15
Avatim Cheiros Da Terra,Presentes e Acessórios,Garten Shopping,2472.0,15
BabyMee,Infantil,Neumarkt Shopping,289.5,2
Bacio di Latte,Gastronomia,Balneário Shopping,3317.63,63
Bacio di Latte,Gastronomia,Continente Shopping,5305.61,112
Bagaggio,Presentes e Acessórios,Continente Shopping,578.8,2
Bagaggio,Presentes e Acessórios,Garten Shopping,1029.6999999999998,2
Bagaggio,Presentes e Acessórios,Neumarkt Shopping,1576.62,3
Balneário Shopping - Estacionamento,Serviços,Balneário Shopping,860.0,24
Baummer,Joalheria,Nações Shopping,491.26,3
Beagle,Moda,Balneário Shopping,259.99,1
Beagle,Moda,Continente Shopping,4703.83,12
Beagle,Moda,Garten Shopping,1174.9,7
Beagle,Moda,Nações Shopping,4256.9400000000005,7
Beagle,Moda,Norte Shopping,449.97,1
BelShop,Beleza e Bem-estar,Nações Shopping,2126.67,27
Belshop,Beleza e Bem-estar,Neumarkt Shopping,1696.05,23
Bennemann | Acessórios,Presentes e Acessórios,Balneário Shopping,1200.0,1
