cliente_id,loja_nome,n,valor
151,Chiquinho Sorvetes,1,17.0
151,Havan,1,619.9
151,Mc Donalds,2,67.7
152,CANTINA MATTERELLO RESTAURANTE E PASTELARIA,1,25.0
152,Cacau Show,1,9.98
152,Dona Torta,1,34.5
169,Cobasi,2,179.2
169,Empório Du Homem,1,517.52
195,Lança Perfume,1,157.2
235,Gamelas & Panella's,1,61.81
235,Kalunga,1,34.9
235,Renner,1,395.4
241,JOHN JOHN,1,1224.0
241,Lindt,1,297.93
241,Livrarias Catarinense,1,116.6
259,Cacau Show,2,76.0
277,Cobasi,1,48.9
277,Havan,1,169.97
277,Panvel Farmácias,1,71.28
277,Riachuelo,1,99.99
349,Lojas Americanas,1,76.95
349,Norte Shopping - Estacionamento,1,14.0
349,Pratafina,1,45.0
349,Renner,1,249.0
349,Riachuelo,1,79.98
375,Burger King,1,72.9
375,McDonald's,3,174.8
568,Cacau Show,2,49.46
568,LOJAS AMERICANAS,2,43.96
568,Lindt,1,7.37
649,Brasil Cacau,1,46.91
649,CLIFIELD,2,209.7
649,Giraffas,3,66.0
649,Griletto,5,92.5
649,Lojas Americanas,2,43.94
649,Mr. Cheff,4,92.0
736,Mini Kalzone,1,41.5
752,BabyMee,2,289.5
752,Burger King,5,185.4
752,Chiquinho Sorvetes,1,50.0
752,Estação Choperia,3,94.9
752,Gondolier,3,139.0
752,Kalunga,1,219.9
752,LOJAS AMERICANAS,2,34.9
752,Mamma Mia Express,1,38.0
752,McDonald's,9,432.0
752,Mini Kalzone,10,227.4
752,Panvel Farmácias,2,1437.98
752,Pizza Hut,1,39.9
752,Renner,1,159.9
752,Spedini,3,184.0
752,Subway,3,159.5
752,Tech Smart,2,569.6
878,Livrarias Curitiba,1,27.9
878,Track&Field,1,139.9
986,Renner,1,39.8
1427,C&A,1,299.98
1427,Havaianas,1,59.99
1427,Studio Z,1,198.0
1427,Usaflex,1,139.0
1941,Centauro,1,379.0
2040,C&A,1,135.98
