loja_nome,segmento,shopping,valor,cupons
.,Gastronomia,Neumarkt Shopping,282.58,1
10 Pastéis,Gastronomia,Balneário Shopping,725.21,14
10 Pastéis,Gastronomia,Garten Shopping,148.9,4
A Fabulosa,Presentes e Acessórios,Norte Shopping,690.65,7
ADCOS,Beleza e Bem-estar,Continente Shopping,3503.15,5
ADCOS,Beleza e Bem-estar,Garten Shopping,4241.5,11
AJFans Balneário Shopping,Promocional,Balneário Shopping,7000.0,2
ANACAPRI,Calçados,Balneário Shopping,4208.099999999999,15
Acium,Presentes e Acessórios,Balneário Shopping,89.1,1
Acium,Presentes e Acessórios,Norte Shopping,645.0,1
Acuo,Moda,Nações Shopping,1140.4,4
Adcos,Beleza e Bem-estar,Balneário Shopping,4586.95,10
Adcos,Beleza e Bem-estar,Nações Shopping,577.0,3
Adcos,Beleza e Bem-estar,Neumarkt Shopping,6427.35,11
Adidas,Esportes,Garten Shopping,6008.82,7
Adidas,Moda,Balneário Shopping,9671.84,16
Alison Salles Hair Stylist,Salão de Beleza | Barbearia,Neumarkt Shopping,730.0,2
Altenburg,Casa e Decoração,Balneário Shopping,5819.55,4
Altenburg,Casa e Decoração,Continente Shopping,1127.0,1
Americanas,Eletrodomésticos,Nações Shopping,4129.58,95
Anacapri,Calçados,Neumarkt Shopping,339.9,2
Anacapri,Não informado,Continente Shopping,749.6,3
Anjos Colchões & Sofás,Casa e Decoração,Neumarkt Shopping,15279.0,4
Aramis,Moda,Balneário Shopping,5938.6,3
Aramis,Moda,Neumarkt Shopping,1829.6,2
Arezzo,Calçados,Continente Shopping,9622.16,11
Arezzo,Calçados,Garten Shopping,7679.32,14
Arezzo,Calçados,Nações Shopping,5764.33,9
Arezzo,Calçados Femininos,Balneário Shopping,5968.71,9
Arquipélago  Sushi,Gastronomia,Continente Shopping,3114.5,9
Arranjos Express,Serviços,Garten Shopping,102.0,1
Artwalk,Calçados,Balneário Shopping,7441.96,7
Atacadão,Supermercado,Norte Shopping,30556.01,158
Audithorium,Moda,Garten Shopping,4685.66,5
Audithorium,Moda,Norte Shopping,1184.5500000000002,2
Audithorium Menswear,Moda,Continente Shopping,13730.26,14
Authentic Feet,Moda,Neumarkt Shopping,1449.98,2
Avatim,Beleza e Bem-estar,Nações Shopping,711.0,4
Avatim,Beleza e Bem-estar,Neumarkt Shopping,10717.7,63
Avatim,Beleza e Bem-estar,Norte Shopping,2157.0,15
Avatim Cheiros Da Terra,Presentes e Acessórios,Garten Shopping,128.0,2
BabyMee,Infantil,Neumarkt Shopping,149.7,1
Bacio di Latte,Gastronomia,Balneário Shopping,4369.83,72
Bacio di Latte,Gastronomia,Continente Shopping,4216.61,80
Bagaggio,Presentes e Acessórios,Continente Shopping,2234.42,5
Bagaggio,Presentes e Acessórios,Garten Shopping,629.81,1
Bagaggio,Presentes e Acessórios,Nações Shopping,1292.02,2
Bagaggio,Presentes e Acessórios,Neumarkt Shopping,499.71000000000004,2
Baier Joalheria,Joalheria,Neumarkt Shopping,3402.28,3
Balneário Shopping - Estacionamento,Serviços,Balneário Shopping,2875.0,103
Baummer,Joalheria,Nações Shopping,659.1,5
Beagle,Moda,Continente Shopping,3843.92,6
Beagle,Moda,Garten Shopping,1649.83,4
Beagle,Moda,Nações Shopping,8712.33,19
Beagle,Moda,Norte Shopping,2699.77,5
BelShop,Beleza e Bem-estar,Nações Shopping,3608.04,24
Belshop,Beleza e Bem-estar,Neumarkt Shopping,3654.7799999999997,30
Bergerson,Joalheria,Garten Shopping,13454.59,3
Bibi,Infantil,Balneário Shopping,1827.1,8
Bibi Calçados,Calçados,Garten Shopping,898.6999999999999,4
BioMundo Produtos Naturais,Beleza e Bem-estar,Neumarkt Shopping,1348.63,12
Biscoitê,Calçados,Balneário Shopping,62.9,1
Bkko,Moda,Norte Shopping,3935.0099999999998,3
Boali,Gastronomia,Garten Shopping,697.01,17
Bob's,Gastronomia,Balneário Shopping,506.5,10
Bob's,Gastronomia,Norte Shopping,252.6,9
Bob's (Quiosque 1),Gastronomia - Sorvetes,Norte Shopping,19.0,1
Bob's (Quiosque 2),Gastronomia - Sorvetes,Norte Shopping,19.0,1
Bob's Sorvete - Quiosque,Gastronomia,Continente Shopping,1209.7,36
Boiko,Joalheria,Balneário Shopping,2702.0,2
Boiko Joalheiros,Joalheria,Norte Shopping,530.0,1
Bona Park,Moda,Balneário Shopping,818.0,2
Bondyou,Presentes e Acessórios,Balneário Shopping,75.0,1
Bonna Panquecas e Massas,Gastronomia,Balneário Shopping,560.0,11
Borelli Gelato,Gastronomia - Sorvetes,Continente Shopping,97.5,2
Boss,Moda,Balneário Shopping,7010.0,3
Botoclinic,Beleza e Bem-estar,Garten Shopping,199.0,1
Bottero,Calçados,Balneário Shopping,8650.6,14
Bottero,Calçados,Neumarkt Shopping,13580.4,24
Brasil Cacau,Gastronomia,Continente Shopping,4924.39,49
Brooksfield,Moda,Balneário Shopping,2294.7200000000003,3
Brooksfield,Moda,Continente Shopping,8855.119999999999,7
Brooksfield,Moda,Garten Shopping,7461.88,6
Brooksfield,Moda,Neumarkt Shopping,9721.78,9
Bull Prime Steak House,Gastronomia,Garten Shopping,974.46,4
Burger King,Gastronomia,Balneário Shopping,1568.83,32
Burger King,Gastronomia,Continente Shopping,1971.3999999999999,35
Burger King,Gastronomia,Garten Shopping,1839.7,32
Burger King,Gastronomia,Nações Shopping,1314.5,27
Burger King,Gastronomia,Neumarkt Shopping,4265.05,98
