loja_nome,segmento,shopping,valor,cupons
.,Calçados,Garten Shopping,1979.96,3
10 Pastéis,Gastronomia,Balneário Shopping,2208.15,47
A Fabulosa,Presentes e Acessórios,Norte Shopping,1734.28,37
ADCOS,Beleza e Bem-estar,Continente Shopping,7418.28,16
ADCOS,Beleza e Bem-estar,Garten Shopping,3463.7,10
AJ FANS Neumarkt,Promocional,Neumarkt Shopping,1500.0,3
AJFans Balneário Shopping,Promocional,Balneário Shopping,7500.0,10
AJFans Garten Shopping (Ação especial),Promocional,Garten Shopping,2000.0,4
AJFans Nações Shopping (Ação especial),Telefonia,Nações Shopping,3000.0,4
ALLMINI,Presentes e Acessórios,Norte Shopping,775.91,10
Acium,Joalheria,Neumarkt Shopping,744.0,5
Acium,Presentes e Acessórios,Balneário Shopping,184.81,1
Acium,Presentes e Acessórios,Garten Shopping,2123.0,7
Acium,Presentes e Acessórios,Norte Shopping,83.13,1
Acuo,Moda,Nações Shopping,4056.8,15
Adcos,Beleza e Bem-estar,Balneário Shopping,5704.9,13
Adcos,Beleza e Bem-estar,Nações Shopping,2278.15,5
Adidas,Esportes,Balneário Shopping,16523.7,19
Adidas,Esportes,Neumarkt Shopping,24272.13,41
Adidas Originals,Moda,Balneário Shopping,20256.78,25
Alison Salles Hair Stylist,Salão de Beleza | Barbearia,Neumarkt Shopping,1019.2,7
Altenburg,Casa e Decoração,Balneário Shopping,17309.039999999997,6
Altenburg,Casa e Decoração,Continente Shopping,2835.8,3
Anacapri,Calçados Femininos,Garten Shopping,3504.55,17
Anacapri,Lazer,Continente Shopping,5044.07,13
Animale,Moda Feminina,Balneário Shopping,7113.5,6
Anjos Colchões & Sofás,Casa e Decoração,Neumarkt Shopping,11192.66,3
Anselmi,Moda Feminina,Balneário Shopping,1456.0,1
Aramis,Moda,Balneário Shopping,2698.8,2
Aramis,Moda,Nações Shopping,2529.8,4
Aramis,Moda,Neumarkt Shopping,8289.380000000001,10
Aramis Menswear,Moda,Garten Shopping,10577.3,8
Arezzo,Calçados,Continente Shopping,17203.92,33
Arezzo,Calçados,Garten Shopping,7207.41,14
Arezzo,Calçados,Nações Shopping,3619.2599999999998,8
Arezzo,Calçados,Neumarkt Shopping,16121.92,38
Arezzo,Calçados,Norte Shopping,1183.6,3
Arezzo,Calçados Femininos,Balneário Shopping,17270.649999999998,28
Arquipélago  Sushi,Gastronomia,Continente Shopping,7090.86,18
Arranjos Express,Serviços,Garten Shopping,70.9,2
Artwalk,Calçados,Balneário Shopping,5967.9400000000005,7
AstroBox,Gastronomia,Continente Shopping,409.09999999999997,10
Atacadão,Supermercado,Norte Shopping,58137.05,451
Audithorium,Moda,Balneário Shopping,1171.0,5
Audithorium,Moda,Garten Shopping,294.75,2
Audithorium Menswear,Moda,Continente Shopping,8025.6,14
Authentic Feet,Moda,Neumarkt Shopping,1691.97,4
Avatim,Beleza e Bem-estar,Nações Shopping,3278.5,27
Avatim,Beleza e Bem-estar,Neumarkt Shopping,18432.0,117
Avatim,Beleza e Bem-estar,Norte Shopping,5933.9,27
Avatim Cheiros Da Terra,Presentes e Acessórios,Garten Shopping,99.0,2
Bacio di Latte,Gastronomia,Balneário Shopping,10294.84,158
Bacio di Latte,Gastronomia,Continente Shopping,8113.46,166
Bagaggio,Presentes e Acessórios,Balneário Shopping,8482.67,5
Bagaggio,Presentes e Acessórios,Continente Shopping,2983.85,8
Bagaggio,Presentes e Acessórios,Garten Shopping,2340.41,10
Bagaggio,Presentes e Acessórios,Nações Shopping,5627.3,8
Bagaggio,Presentes e Acessórios,Neumarkt Shopping,6916.52,11
Balneário Shopping - Estacionamento,Serviços,Balneário Shopping,1395.0,34
Baummer,Joalheria,Nações Shopping,974.98,9
Baummer Semijóias,Presentes e Acessórios,Garten Shopping,965.63,8
Beagle,Moda,Balneário Shopping,1156.54,6
Beagle,Moda,Continente Shopping,8805.1,18
Beagle,Moda,Garten Shopping,21499.37,42
Beagle,Moda,Nações Shopping,5654.33,11
Beagle,Moda,Norte Shopping,3863.6,10
BelShop,Beleza e Bem-estar,Nações Shopping,4100.93,32
Belshop,Beleza e Bem-estar,Neumarkt Shopping,5381.8,49
Bibi,Infantil,Balneário Shopping,2574.96,9
Bibi Calçados,Calçados,Garten Shopping,2317.85,9
Big Jack Cervejaria,Gastronomia,Nações Shopping,56.0,3
BioMundo Produtos Naturais,Beleza e Bem-estar,Neumarkt Shopping,1614.78,16
Biscoitê,Gastronomia,Balneário Shopping,99.7,2
Bkko,Moda,Norte Shopping,2178.8,2
Bob's,Gastronomia,Balneário Shopping,401.0,19
Bob's,Gastronomia,Norte Shopping,641.1,15
Bob's (Quiosque 1),Gastronomia - Sorvetes,Norte Shopping,58.0,3
Bob's (Quiosque 2),Gastronomia - Sorvetes,Norte Shopping,74.0,2
Bob's - Quiosque,Gastronomia,Nações Shopping,57.0,2
Bob's Sorvete - Quiosque,Gastronomia,Continente Shopping,2427.4,64
Bom Beef,Gastronomia,Continente Shopping,7817.71,102
Bondyou,Presentes e Acessórios,Balneário Shopping,203.5,3
Bonna Panquecas e Massas,Gastronomia,Balneário Shopping,1080.0,21
Borelli,Gastronomia,Balneário Shopping,142.85,4
Borelli Gelato,Gastronomia - Sorvetes,Continente Shopping,1536.5,35
Boss,Moda,Balneário Shopping,20568.0,10
Botoclinic,Beleza e Bem-estar,Garten Shopping,1448.85,1
Bottero,Calçados,Balneário Shopping,3878.7999999999997,10
Bottero,Calçados,Neumarkt Shopping,5372.43,10
Brasil Cacau,Gastronomia,Continente Shopping,7755.07,119
Bread Pide,Gastronomia,Balneário Shopping,1273.26,23
Brooksfield,Moda,Balneário Shopping,7848.8099999999995,6
Brooksfield,Moda,Continente Shopping,6459.6,4
Brooksfield,Moda,Garten Shopping,6324.22,4
Brooksfield,Moda,Neumarkt Shopping,16098.83,14
Buddha Spa,Serviços,Balneário Shopping,266.0,1
Bull Prime Steak House,Gastronomia,Garten Shopping,2128.4,6
Burger King,Gastronomia,Balneário Shopping,2084.74,43
Burger King,Gastronomia,Continente Shopping,6131.21,114
Burger King,Gastronomia,Garten Shopping,2231.6,46
Burger King,Gastronomia,Nações Shopping,2392.6,46
Burger King,Gastronomia,Neumarkt Shopping,3798.33,81
Burger King,Gastronomia,Norte Shopping,9087.31,140
Békko,Moda,Nações Shopping,8976.7,12
C&A,Moda,Balneário Shopping,43309.53,139
C&A,Moda,Continente Shopping,33358.270000000004,152
C&A,Moda,Garten Shopping,27468.91,115
C&A,Moda,Nações Shopping,31726.11,137
CANTINA MATTERELLO RESTAURANTE E PASTELARIA,Gastronomia,Garten Shopping,1739.11,48
CAPA FINA,Telefonia,Garten Shopping,269.8,3
Cabanas,Moda,Neumarkt Shopping,3855.25,11
Cacau Show,Gastronomia,Balneário Shopping,16090.12,65
Cacau Show,Gastronomia,Nações Shopping,8443.81,64
Cacau Show,Gastronomia,Neumarkt Shopping,22774.71,178
Cacau Show,Gastronomia,Norte Shopping,8615.82,78
Café Cultura,Gastronomia,Balneário Shopping,1832.42,41
Café Cultura,Gastronomia,Continente Shopping,1549.02,35
Café Cultura,Gastronomia,Garten Shopping,2152.07,52
Café Cultura,Gastronomia,Nações Shopping,40.0,2
Café Cultura,Gastronomia,Neumarkt Shopping,5617.04,136
Calvin Klein,Moda,Balneário Shopping,1803.0,6
Calvin Klein,Moda,Garten Shopping,4530.8,5
Calvin Klein e Tommy Hilfiger,Moda,Nações Shopping,6412.0,2
Calzedonia,Moda Feminina,Neumarkt Shopping,1467.01,8
Calçados Pegada,Calçados,Garten Shopping,609.97,2
Camarão Express,Gastronomia,Balneário Shopping,2045.2,24
Camarão Express,Gastronomia,Continente Shopping,2817.71,34
Camarão Express,Gastronomia,Nações Shopping,3887.64,47
Camarão Express,Gastronomia,Neumarkt Shopping,1386.9,24
Camicado,Casa e Decoração,Balneário Shopping,8352.65,34
Camicado,Casa e Decoração,Nações Shopping,5628.66,17
Camicado,Casa e Decoração,Neumarkt Shopping,14148.39,64
Cantinho Grill,Gastronomia,Nações Shopping,2203.2,34
Capivalley,Promocional,Continente Shopping,8500.0,15
Carioca Calçados,Calçados,Continente Shopping,10804.54,36
Carter's,Infantil,Garten Shopping,7492.43,20
Carter's,Infantil,Neumarkt Shopping,9672.5,30
Carter´s,Infantil,Balneário Shopping,11530.43,32
Cartes - Cozinha do Mundo,Gastronomia,Continente Shopping,6903.69,99
Casa Bauducco,Gastronomia,Balneário Shopping,4770.98,76
Casa Bauducco,Gastronomia,Garten Shopping,1490.49,22
Casa Maria,Casa e Decoração,Continente Shopping,11372.84,106
Casa Maria,Casa e Decoração,Nações Shopping,2348.45,34
